Mask_ID,Center_X_px,Center_Y_px,Diameter_μm,Mean_Intensity,Area_μm²,Circularity
0,618.00,406.00,46.16,178.94,1578.55,0.903
1,730.00,562.00,49.21,171.97,1778.55,0.885
2,384.00,380.00,42.28,183.53,1311.42,0.898
3,551.00,490.00,42.52,182.78,1350.87,0.903
4,511.00,494.00,47.41,177.67,1663.67,0.919
5,516.00,715.00,45.56,176.11,1548.79,0.894
6,604.00,826.00,46.19,170.28,1582.70,0.894
7,914.00,420.00,44.54,175.52,1464.36,0.890
8,480.00,744.00,48.78,171.74,1764.71,0.883
9,638.00,441.00,44.05,180.37,1426.99,0.879
10,438.00,846.00,56.33,165.75,2368.86,0.896
11,577.00,563.00,45.34,179.32,1519.03,0.885
12,584.00,604.00,47.96,175.51,1703.81,0.885
13,380.00,528.00,46.13,177.98,1568.86,0.886
14,657.00,476.00,45.54,178.75,1538.41,0.897
15,487.00,655.00,45.57,175.92,1521.80,0.904
16,929.00,598.00,41.30,178.57,1267.13,0.899
17,845.00,403.00,43.43,181.35,1400.69,0.892
18,563.00,644.00,58.13,167.57,2521.11,0.897
20,659.00,402.00,45.89,178.79,1558.48,0.900
21,1002.00,704.00,42.59,170.75,1347.40,0.891
22,470.00,491.00,45.53,179.79,1531.49,0.893
23,771.00,588.00,43.16,176.56,1357.79,0.907
24,804.00,520.00,45.24,177.41,1507.27,0.887
25,699.00,725.00,44.67,175.33,1486.51,0.886
26,396.00,454.00,43.84,180.91,1422.15,0.897
27,444.00,764.00,45.74,174.39,1547.40,0.893
28,482.00,694.00,45.79,175.70,1530.80,0.901
29,546.00,589.00,45.48,177.16,1506.57,0.907
30,841.00,806.00,51.09,167.27,1942.56,0.894
31,523.00,549.00,47.51,175.28,1677.51,0.898
32,886.00,499.00,43.27,178.37,1385.47,0.895
33,488.00,528.00,45.35,180.40,1528.72,0.903
34,693.00,383.00,41.43,184.74,1265.74,0.898
35,448.00,648.00,43.41,177.62,1384.78,0.903
36,667.00,760.00,46.64,173.44,1608.30,0.888
37,603.00,533.00,44.62,180.29,1477.51,0.889
38,779.00,444.00,46.01,177.94,1566.09,0.896
39,951.00,714.00,47.80,169.53,1691.35,0.894
40,631.00,691.00,46.28,174.69,1582.01,0.901
41,558.00,528.00,44.83,180.60,1483.04,0.893
42,487.00,380.00,45.26,181.17,1524.57,0.900
43,743.00,522.00,46.72,176.55,1602.08,0.877
44,563.00,784.00,44.06,173.59,1432.53,0.907
45,626.00,607.00,47.33,175.14,1649.83,0.895
46,887.00,708.00,46.21,171.31,1577.16,0.890
47,655.00,830.00,48.67,168.98,1748.10,0.897
48,410.00,654.00,45.78,176.06,1528.72,0.903
49,523.00,759.00,56.50,166.56,2391.70,0.888
50,844.00,516.00,46.10,175.80,1584.08,0.894
51,794.00,401.00,47.69,177.57,1677.51,0.898
52,858.00,864.00,51.10,166.68,1940.48,0.890
53,488.00,792.00,44.58,171.78,1469.20,0.896
54,890.00,655.00,42.70,175.27,1347.40,0.897
55,888.00,826.00,44.87,169.04,1483.74,0.885
56,606.00,750.00,45.96,173.27,1565.40,0.892
57,391.00,845.00,45.13,173.20,1506.57,0.890
58,768.00,683.00,49.50,171.43,1819.38,0.898
59,733.00,705.00,42.65,178.01,1328.03,0.909
60,492.00,458.00,43.55,181.58,1397.92,0.903
61,674.00,655.00,46.29,175.84,1602.08,0.893
62,921.00,683.00,47.27,171.27,1649.13,0.880
63,567.00,745.00,45.79,173.61,1537.72,0.876
64,666.00,615.00,45.94,176.86,1561.25,0.890
65,793.00,889.00,46.96,170.09,1622.15,0.907
66,426.00,614.00,42.15,179.51,1318.34,0.903
67,773.00,724.00,43.78,175.62,1415.22,0.893
68,895.00,616.00,43.93,176.42,1418.69,0.886
69,435.00,465.00,45.33,179.25,1516.26,0.884
70,398.00,885.00,46.94,169.76,1626.99,0.890
71,818.00,483.00,43.06,181.11,1351.56,0.907
72,997.00,662.00,42.05,174.18,1308.65,0.883
73,641.00,730.00,45.50,174.18,1526.64,0.870
74,515.00,831.00,46.97,170.03,1636.68,0.896
75,980.00,744.00,47.57,168.21,1684.43,0.902
76,560.00,383.00,43.02,182.32,1367.47,0.883
77,413.00,695.00,46.91,174.37,1611.07,0.890
78,772.00,781.00,48.44,170.75,1734.26,0.889
79,587.00,498.00,40.83,183.70,1207.61,0.901
80,640.00,541.00,42.64,181.63,1319.72,0.904
81,597.00,672.00,42.58,179.53,1316.26,0.897
82,830.00,554.00,45.50,176.49,1538.41,0.897
83,887.00,750.00,46.51,169.36,1613.84,0.891
84,633.00,648.00,47.36,174.64,1649.83,0.895
85,633.00,782.00,45.90,172.84,1550.17,0.895
86,664.00,570.00,41.05,181.96,1245.67,0.893
87,404.00,774.00,42.57,177.67,1319.03,0.894
88,981.00,785.00,43.90,169.08,1420.76,0.896
89,580.00,417.00,45.00,180.20,1486.51,0.898
90,742.00,646.00,49.22,172.54,1809.00,0.890
91,729.00,863.00,44.84,171.68,1496.89,0.901
92,710.00,419.00,47.72,178.55,1670.59,0.894
93,812.00,727.00,45.36,172.60,1516.96,0.892
94,751.00,405.00,51.31,173.82,1946.71,0.896
95,707.00,464.00,41.65,183.12,1291.35,0.906
97,452.00,398.00,43.71,181.42,1407.61,0.896
98,386.00,417.00,41.23,184.19,1256.75,0.900
99,924.00,489.00,41.95,179.37,1294.81,0.887
100,790.00,556.00,41.62,179.74,1262.98,0.896
101,928.00,637.00,42.08,176.08,1304.50,0.893
102,530.00,458.00,41.33,184.04,1250.52,0.900
103,616.00,569.00,40.40,184.23,1200.69,0.896
