Mask_ID,Center_X_px,Center_Y_px,Diameter_μm,Mean_Intensity,Area_μm²,Circularity,Ring_Width_μm,Dark_Edge_Diameter_μm,Dark_Ratio
349,131.00,94.00,26.17,172.54,468.75,0.857,5.93,37.29,0.559
350,211.00,26.00,27.17,177.86,499.13,0.912,5.29,37.29,0.539
351,85.00,61.00,26.72,173.61,466.58,0.901,6.27,37.71,0.578
352,305.00,224.00,27.50,174.91,529.51,0.913,5.92,38.95,0.553
353,257.00,281.00,26.53,176.54,453.56,0.876,6.57,38.30,0.579
354,245.00,85.00,27.16,177.30,479.60,0.887,6.25,38.75,0.574
355,82.00,83.00,24.52,176.50,405.82,0.888,5.70,35.57,0.602
356,72.00,11.00,25.74,175.07,442.71,0.881,6.22,37.27,0.547
357,113.00,241.00,38.71,164.39,1056.86,0.859,5.92,49.45,0.575
358,96.00,50.00,24.30,177.65,390.62,0.907,6.14,35.84,0.574
359,223.00,284.00,24.82,177.48,425.35,0.901,5.65,35.88,0.562
360,269.00,12.00,26.15,170.84,457.90,0.940,5.42,35.42,0.500
361,147.00,48.00,26.44,172.40,486.11,0.927,5.96,37.76,0.578
362,24.00,93.00,25.26,175.85,412.33,0.873,5.63,36.51,0.587
363,80.00,299.00,30.33,165.95,629.34,0.901,5.28,39.92,0.495
364,95.00,95.00,26.68,174.29,499.13,0.861,5.87,38.42,0.572
365,198.00,316.00,25.50,177.06,436.20,0.895,5.91,36.52,0.565
366,289.00,84.00,34.46,172.17,850.69,0.889,5.79,46.05,0.553
367,201.00,182.00,48.40,157.85,1705.73,0.903,5.03,58.46,0.858
368,210.00,270.00,39.45,164.11,1124.13,0.896,5.93,50.43,0.553
369,151.00,215.00,42.05,162.72,1250.00,0.899,6.29,53.13,0.571
370,230.00,149.00,40.31,166.90,1163.19,0.892,5.90,51.79,0.543
371,99.00,76.00,36.98,163.97,963.54,0.907,5.83,48.12,0.567
372,274.00,290.00,40.27,164.47,1154.51,0.920,6.06,51.44,0.572
373,123.00,64.00,42.18,156.98,1297.74,0.909,5.71,52.40,0.553
374,97.00,113.00,35.27,170.09,881.08,0.893,5.76,46.28,0.561
375,250.00,139.00,35.31,174.31,859.38,0.898,5.89,46.62,0.567
376,252.00,118.00,35.42,173.64,872.40,0.912,6.01,46.82,0.561
377,225.00,80.00,44.94,162.29,1406.25,0.904,6.07,56.09,0.560
378,113.00,127.00,35.03,172.62,842.01,0.909,5.79,46.33,0.547
379,187.00,162.00,37.12,170.08,978.73,0.902,5.86,48.66,0.746
380,283.00,124.00,36.92,166.95,985.24,0.900,5.74,47.96,0.566
381,281.00,181.00,40.71,163.02,1180.56,0.905,6.45,52.17,0.569
382,311.00,101.00,41.57,164.62,1234.81,0.881,6.23,53.12,0.577
383,301.00,49.00,32.04,169.70,707.47,0.897,6.13,43.27,0.576
384,255.00,161.00,40.45,163.15,1184.90,0.884,5.73,51.35,0.562
385,164.00,159.00,40.82,163.59,1182.73,0.876,5.54,51.45,0.524
386,126.00,217.00,36.44,167.09,937.50,0.883,5.95,47.53,0.565
387,280.00,157.00,47.70,156.20,1625.43,0.875,5.74,58.30,0.545
388,179.00,306.00,51.45,153.51,1864.15,0.902,6.18,62.98,0.568
389,280.00,102.00,35.42,174.68,881.08,0.921,5.70,46.82,0.553
390,213.00,102.00,43.79,161.78,1360.68,0.890,5.47,53.87,0.544
391,237.00,102.00,38.38,169.41,1041.67,0.914,5.94,49.77,0.538
392,290.00,12.00,47.36,156.30,1636.28,0.895,5.70,57.47,0.560
393,202.00,70.00,43.07,163.04,1321.61,0.909,6.07,54.33,0.572
394,212.00,129.00,37.15,169.05,961.37,0.886,6.07,47.99,0.565
395,76.00,102.00,45.07,158.31,1456.16,0.898,6.19,56.52,0.580
396,180.00,77.00,36.92,171.14,998.26,0.912,5.52,47.96,0.538
397,82.00,196.00,37.20,162.75,983.07,0.880,5.97,48.67,0.544
398,173.00,203.00,44.57,161.15,1440.97,0.904,5.93,55.61,0.554
399,260.00,73.00,38.75,164.25,1054.69,0.888,6.26,50.43,0.581
400,232.00,126.00,34.94,174.74,850.69,0.862,5.39,45.30,0.537
401,211.00,160.00,36.92,167.79,985.24,0.900,5.93,47.96,0.566
402,222.00,56.00,39.62,167.83,1113.28,0.904,5.76,50.84,0.566
403,281.00,65.00,33.71,172.59,807.29,0.912,5.82,44.59,0.555
404,222.00,304.00,46.39,158.07,1538.63,0.896,5.94,57.62,0.564
405,81.00,150.00,36.76,164.26,976.56,0.893,5.96,47.96,0.530
406,189.00,267.00,28.59,179.43,551.22,0.913,5.62,39.31,0.524
407,178.00,143.00,33.03,172.37,770.40,0.891,5.99,44.60,0.571
408,123.00,109.00,32.61,171.25,750.87,0.919,5.95,43.95,0.556
409,184.00,56.00,33.92,171.44,779.08,0.860,6.11,45.69,0.554
410,86.00,130.00,32.52,171.84,729.17,0.893,5.78,42.92,0.565
411,82.00,236.00,40.65,160.97,1167.53,0.895,5.51,49.97,0.523
412,313.00,169.00,33.69,170.50,794.27,0.897,5.50,43.44,0.555
413,312.00,253.00,31.56,168.49,700.95,0.910,5.90,43.01,0.524
414,72.00,36.00,38.43,160.10,1030.82,0.886,6.12,48.58,0.567
415,196.00,40.00,32.81,168.20,755.21,0.853,5.75,44.20,0.483
416,15.00,166.00,35.71,160.10,898.44,0.910,6.21,46.84,0.559
417,121.00,262.00,40.45,159.81,1180.56,0.881,5.80,50.29,0.552
418,235.00,172.00,38.38,166.21,1041.67,0.914,5.40,47.75,0.531
419,305.00,278.00,34.10,168.22,820.31,0.927,6.15,45.24,0.553
420,101.00,144.00,34.18,168.95,828.99,0.907,6.23,45.24,0.569
421,144.00,80.00,37.82,167.12,1022.14,0.915,5.71,48.62,0.559
422,204.00,251.00,30.33,174.06,633.68,0.921,5.63,40.45,0.541
423,14.00,146.00,32.21,162.78,711.81,0.902,6.20,43.66,0.583
424,59.00,314.00,37.79,161.17,983.07,0.906,6.07,47.99,0.530
425,63.00,207.00,37.45,157.71,983.07,0.880,6.24,47.96,0.594
426,31.00,154.00,31.97,164.30,705.30,0.916,5.39,42.18,0.498
427,170.00,274.00,28.49,171.40,562.07,0.906,6.11,39.68,0.537
428,230.00,33.00,38.97,166.27,1085.07,0.925,5.52,49.96,0.527
429,157.00,183.00,44.57,160.11,1427.95,0.896,5.78,55.72,0.554
430,295.00,300.00,41.93,161.05,1273.87,0.909,5.83,52.89,0.566
431,56.00,114.00,35.78,163.52,891.93,0.884,5.90,47.42,0.566
432,302.00,68.00,32.94,173.26,768.23,0.868,5.25,43.44,0.547
433,171.00,256.00,33.28,167.22,783.42,0.906,5.88,43.80,0.543
434,234.00,270.00,35.48,165.68,846.35,0.913,6.06,46.33,0.512
435,192.00,95.00,35.45,169.11,874.57,0.867,6.05,46.41,0.584
436,198.00,144.00,32.05,174.38,703.12,0.891,6.07,43.50,0.567
437,225.00,366.00,46.26,162.24,1532.12,0.898,5.91,57.92,0.989
438,282.00,45.00,33.61,169.86,789.93,0.892,5.98,44.74,0.601
439,114.00,92.00,34.79,167.68,848.52,0.907,6.10,46.26,0.574
440,291.00,203.00,39.59,163.39,1104.60,0.897,5.84,49.55,0.528
441,276.00,311.00,31.36,171.88,687.93,0.894,6.14,42.98,0.582
442,140.00,313.00,32.80,170.68,748.70,0.866,6.25,44.41,0.592
443,241.00,65.00,32.05,172.54,713.98,0.927,6.01,43.38,0.571
444,172.00,227.00,36.91,170.29,941.84,0.887,5.44,46.91,0.529
445,160.00,100.00,34.79,166.67,865.89,0.897,5.56,44.72,0.539
446,178.00,182.00,30.74,175.99,646.70,0.893,5.79,41.78,0.736
447,224.00,366.00,46.32,168.21,1558.16,0.892,5.02,95.02,0.971
448,439.00,492.00,30.81,161.46,564.24,0.838,4.51,39.83,0.482
449,208.00,215.00,23.75,164.23,399.31,0.846,4.07,31.90,0.602
450,467.00,499.00,26.44,186.38,375.43,0.806,4.75,35.60,0.344
451,429.00,478.00,35.42,165.09,718.32,0.847,5.40,45.30,0.472
452,129.00,354.00,46.64,157.30,1573.35,0.916,5.69,57.21,0.566
453,249.00,351.00,54.69,153.47,2159.29,0.907,5.73,65.81,0.554
454,60.00,242.00,26.23,152.67,460.07,0.841,6.19,36.34,0.529
455,205.00,350.00,41.15,163.08,1197.92,0.894,6.26,52.61,0.571
456,71.00,254.00,26.54,135.83,481.77,0.881,4.59,31.92,0.303
457,13.00,277.00,24.30,161.26,390.62,0.907,5.58,33.59,0.549
458,210.00,387.00,43.55,161.46,1367.19,0.901,6.16,55.07,0.564
459,264.00,446.00,38.49,167.50,1041.67,0.914,4.65,83.19,0.798
460,341.00,382.00,25.44,174.69,405.82,0.871,6.48,36.26,0.633
461,385.00,488.00,31.73,165.54,585.94,0.871,4.65,41.04,0.346
462,28.00,136.00,27.59,167.52,505.64,0.898,6.10,38.91,0.512
463,495.00,489.00,33.01,147.66,564.24,0.838,5.40,42.95,0.237
464,453.00,497.00,25.77,176.02,438.37,0.888,5.94,36.12,0.564
465,472.00,384.00,23.85,180.93,381.94,0.904,5.66,34.89,0.544
466,60.00,23.00,25.17,173.98,410.16,0.880,6.25,36.89,0.604
467,57.00,226.00,25.93,170.20,451.39,0.898,5.81,36.44,0.495
468,313.00,210.00,24.57,170.03,416.67,0.883,4.50,33.08,0.384
469,204.00,424.00,41.66,162.63,1243.49,0.887,6.22,53.12,0.575
470,201.00,182.00,50.55,162.64,1866.32,0.897,5.13,103.41,0.886
471,118.00,201.00,23.75,172.34,377.60,0.800,6.23,35.48,0.638
472,270.00,31.00,24.49,168.27,421.01,0.892,5.22,33.85,0.521
473,190.00,443.00,40.33,165.97,1156.68,0.904,6.04,51.76,0.582
474,112.00,176.00,23.29,178.97,368.92,0.916,5.54,34.38,0.528
475,139.00,286.00,26.53,168.52,462.24,0.892,6.55,37.56,0.563
476,106.00,33.00,25.17,161.54,423.18,0.869,5.81,34.74,0.500
477,142.00,62.00,23.98,175.86,375.43,0.860,5.57,34.90,0.589
478,187.00,252.00,23.29,174.01,373.26,0.884,5.98,34.67,0.548
479,152.00,302.00,23.90,172.64,366.75,0.880,6.52,35.48,0.545
480,345.00,394.00,20.84,164.48,271.27,0.879,6.42,31.48,0.631
481,337.00,199.00,13.60,156.26,104.17,0.851,4.12,21.67,0.157
482,443.00,406.00,19.80,176.46,240.89,0.845,6.31,31.25,0.637
483,396.00,409.00,17.01,174.53,180.12,0.853,5.16,27.33,0.554
484,401.00,321.00,19.98,180.20,264.76,0.844,6.07,31.36,0.567
485,355.00,331.00,18.63,179.52,210.50,0.909,5.57,28.94,0.593
486,433.00,341.00,22.54,180.82,334.20,0.872,6.21,34.17,0.637
487,412.00,379.00,20.86,178.06,275.61,0.845,6.25,32.54,0.637
488,245.00,261.00,13.60,150.38,104.17,0.851,6.24,25.24,0.558
489,445.00,150.00,21.12,153.34,295.14,0.871,6.18,31.25,0.491
490,392.00,365.00,23.22,176.62,353.73,0.910,6.05,34.57,0.608
491,323.00,387.00,18.63,164.58,225.69,0.876,5.84,29.79,0.563
492,319.00,242.00,17.28,149.81,195.31,0.882,6.49,28.54,0.698
493,354.00,356.00,16.34,155.48,143.23,0.884,6.33,28.03,0.615
494,235.00,476.00,16.34,157.83,158.42,0.862,6.50,28.03,0.543
495,461.00,487.00,18.45,173.60,212.67,0.825,5.84,29.61,0.679
496,463.00,476.00,18.73,171.00,221.35,0.859,5.80,29.61,0.633
497,399.00,420.00,15.49,162.40,149.74,0.904,5.61,26.10,0.605
498,472.00,470.00,19.39,161.07,245.23,0.860,6.83,30.97,0.671
499,497.00,377.00,19.36,171.14,227.86,0.848,5.27,29.83,0.600
500,365.00,353.00,19.89,179.65,260.42,0.877,5.75,31.36,0.596
501,442.00,374.00,18.63,176.63,227.86,0.924,5.71,30.05,0.552
502,327.00,342.00,19.40,164.03,251.74,0.848,5.38,29.98,0.592
503,503.00,441.00,15.53,167.33,149.74,0.904,5.59,26.71,0.585
504,399.00,143.00,13.60,138.85,106.34,0.846,5.80,23.75,0.317
505,338.00,497.00,21.67,176.41,312.50,0.832,5.68,33.03,0.624
506,495.00,410.00,20.25,177.27,260.42,0.830,5.80,31.01,0.542
507,353.00,314.00,12.71,146.68,95.49,0.809,4.96,22.07,0.576
508,441.00,285.00,12.15,161.40,93.32,0.927,4.72,21.58,0.466
509,495.00,153.00,16.28,169.04,154.08,0.838,5.87,28.03,0.381
510,467.00,140.00,21.05,156.34,290.80,0.859,5.04,29.85,0.462
511,320.00,232.00,17.15,163.05,186.63,0.901,6.25,28.38,0.539
512,387.00,146.00,13.60,147.36,112.85,0.846,0.61,14.73,0.126
513,391.00,153.00,16.36,141.78,167.10,0.847,6.30,26.86,0.600
514,365.00,217.00,12.81,148.31,99.83,0.846,4.83,22.46,0.337
515,473.00,251.00,7.92,110.07,34.72,0.857,5.73,18.41,0.825
516,369.00,259.00,26.10,100.09,351.56,0.765,6.90,37.10,0.649
517,483.00,217.00,13.18,159.74,108.51,0.919,5.24,23.65,0.562
518,257.00,244.00,14.17,143.51,125.87,0.868,3.64,21.45,0.175
519,342.00,165.00,15.02,162.48,136.72,0.892,5.53,25.13,0.500
520,193.00,292.00,13.98,131.44,108.51,0.919,4.35,22.67,0.494
521,451.00,261.00,19.21,95.51,173.61,0.815,8.75,30.97,0.787
522,326.00,260.00,15.72,152.73,147.57,0.845,6.14,26.55,0.664
523,400.00,187.00,12.52,115.89,84.64,0.841,6.05,22.93,0.456
524,456.00,208.00,13.96,157.72,115.02,0.841,5.61,24.57,0.541
525,332.00,451.00,22.77,181.93,349.39,0.898,5.64,33.59,0.541
526,446.00,201.00,19.21,155.97,227.86,0.848,6.63,30.97,0.631
527,358.00,237.00,15.02,150.66,143.23,0.884,6.12,26.52,0.625
528,482.00,40.00,16.80,156.12,162.76,0.885,4.95,25.77,0.600
529,487.00,438.00,22.63,164.84,336.37,0.865,5.99,34.20,0.601
530,399.00,377.00,21.78,186.04,321.18,0.900,5.78,33.14,0.599
531,387.00,66.00,12.77,144.32,95.49,0.887,6.38,23.97,0.699
532,335.00,315.00,14.21,161.78,117.19,0.809,5.74,25.17,0.667
533,300.00,251.00,14.17,143.82,104.17,0.781,6.07,24.30,0.581
534,488.00,324.00,18.22,153.00,193.14,0.834,5.87,28.54,0.600
535,353.00,232.00,12.15,132.09,99.83,0.927,4.97,21.47,0.468
536,375.00,216.00,13.98,142.51,117.19,0.878,-0.80,12.15,0.130
537,332.00,485.00,22.44,178.22,338.54,0.902,5.58,33.59,0.594
538,433.00,327.00,19.93,183.11,262.59,0.921,4.88,29.64,0.543
539,337.00,19.00,15.02,153.74,123.70,0.874,6.58,26.52,0.690
540,346.00,486.00,22.67,175.06,334.20,0.872,6.21,34.20,0.506
541,391.00,321.00,20.83,96.56,217.01,0.821,7.83,32.41,0.758
542,499.00,165.00,15.57,155.47,147.57,0.845,6.33,26.72,0.571
543,390.00,73.00,13.42,174.85,102.00,0.887,5.85,25.13,0.907
544,341.00,9.00,18.15,171.10,210.50,0.853,5.18,28.34,0.493
545,374.00,393.00,15.38,168.09,145.40,0.878,5.88,26.84,0.636
546,490.00,170.00,18.87,157.82,230.03,0.841,6.37,29.61,0.642
547,86.00,73.00,13.98,143.92,112.85,0.846,6.42,25.43,0.701
548,426.00,169.00,17.15,163.65,186.63,0.901,5.79,28.38,0.488
549,427.00,148.00,17.31,146.19,199.65,0.902,3.77,24.33,0.331
550,119.00,182.00,13.30,124.30,104.17,0.883,4.62,21.94,0.562
551,281.00,396.00,16.34,127.89,112.85,0.779,5.86,28.07,1.000
552,336.00,442.00,18.02,93.62,164.93,0.796,8.15,29.63,0.760
553,341.00,336.00,22.96,179.86,349.39,0.898,5.75,34.30,0.526
554,375.00,401.00,12.15,103.24,88.98,0.884,6.57,23.75,0.689
555,318.00,268.00,22.76,176.12,340.71,0.876,5.76,33.68,0.625
556,504.00,206.00,13.34,139.68,71.61,0.786,6.47,25.09,0.400
557,390.00,73.00,14.21,160.45,121.53,0.838,5.91,25.24,0.926
558,279.00,393.00,19.67,150.02,212.67,0.825,6.02,31.25,0.985
559,8.00,437.00,14.06,123.70,102.00,0.812,3.29,19.76,0.230
560,308.00,265.00,15.53,139.43,145.40,0.878,6.31,26.10,0.700
561,312.00,139.00,15.87,144.28,156.25,0.895,5.77,26.87,0.435
562,106.00,167.00,14.27,147.56,125.87,0.868,4.33,22.44,0.327
563,137.00,41.00,15.02,157.02,132.38,0.863,5.44,25.65,0.615
564,71.00,373.00,14.17,138.47,121.53,0.838,4.84,23.03,0.283
565,40.00,170.00,14.17,134.64,112.85,0.846,-7.08,0.00,0.000
566,57.00,330.00,14.06,148.72,128.04,0.936,6.05,25.28,0.446
567,501.00,41.00,16.83,174.53,171.44,0.869,5.36,27.27,0.548
568,250.00,299.00,13.18,104.23,112.85,0.876,5.85,22.44,0.688
569,468.00,181.00,15.87,156.47,173.61,0.925,6.22,27.16,0.689
570,405.00,344.00,13.42,168.10,95.49,0.887,4.74,22.83,0.544
571,483.00,468.00,18.27,161.08,206.16,0.890,5.91,29.74,0.578
572,344.00,56.00,16.80,92.96,143.23,0.796,7.18,28.34,0.745
573,499.00,468.00,20.52,161.63,271.27,0.899,6.33,31.29,0.605
574,72.00,309.00,13.30,137.18,104.17,0.883,5.57,23.29,0.631
575,348.00,254.00,13.98,160.16,117.19,0.878,5.77,25.28,0.600
576,207.00,36.00,13.34,93.61,93.32,0.812,4.93,22.00,0.583
577,496.00,223.00,13.18,123.34,86.81,0.806,5.15,21.75,0.385
578,412.00,474.00,12.44,152.29,82.47,0.766,5.06,21.77,0.524
579,247.00,269.00,13.34,147.23,93.32,0.812,5.21,23.75,1.000
580,325.00,463.00,13.18,140.41,108.51,0.842,5.51,23.44,0.505
581,335.00,392.00,15.36,147.38,136.72,0.825,5.32,24.70,0.564
582,432.00,399.00,11.22,90.42,78.12,0.923,5.88,21.08,0.681
583,475.00,367.00,11.22,117.21,69.44,0.820,5.90,22.54,0.563
584,328.00,440.00,18.02,156.33,206.16,0.890,5.88,28.94,0.650
585,412.00,486.00,13.98,141.45,121.53,0.911,4.84,22.98,0.543
586,450.00,432.00,10.83,142.46,69.44,0.820,5.67,22.18,0.520
587,365.00,484.00,11.88,143.62,75.95,0.834,4.60,21.08,0.640
588,440.00,225.00,11.79,122.00,67.27,0.820,5.37,21.47,0.486
589,454.00,454.00,11.79,140.52,65.10,0.857,4.10,19.98,0.872
590,322.00,432.00,16.87,139.13,184.46,0.935,5.34,26.87,0.604
591,299.00,353.00,18.96,90.13,212.67,0.825,7.93,30.23,0.727
592,258.00,391.00,16.47,139.64,169.27,0.902,6.03,26.12,0.613
593,246.00,277.00,15.87,145.65,154.08,0.930,6.59,27.16,0.673
594,280.00,409.00,13.42,139.97,102.00,0.887,-6.71,0.00,0.000
595,365.00,484.00,13.18,132.61,97.66,0.882,5.57,23.29,0.600
596,319.00,397.00,20.25,130.81,243.06,0.889,5.57,29.78,0.633
597,204.00,481.00,21.07,99.47,238.72,0.778,6.73,30.33,0.693
598,354.00,483.00,11.79,128.38,67.27,0.820,4.61,21.00,0.382
599,494.00,239.00,14.02,99.05,119.36,0.873,5.94,23.53,0.625
600,475.00,439.00,21.45,119.90,249.57,0.808,5.36,31.24,0.469
601,347.00,260.00,13.18,134.41,108.51,0.842,5.41,24.00,0.522
602,477.00,337.00,13.79,146.97,119.36,0.873,5.73,24.82,0.646
603,459.00,429.00,22.20,178.78,314.67,0.851,5.86,33.92,0.539
604,246.00,269.00,14.79,130.87,121.53,0.775,5.68,24.70,1.000
605,453.00,454.00,12.59,124.86,86.81,0.806,5.21,22.25,0.885
606,403.00,480.00,22.81,170.38,353.73,0.910,5.75,34.17,0.549
607,398.00,355.00,17.31,152.87,173.61,0.838,5.78,28.03,0.492
608,505.00,290.00,12.15,129.59,88.98,0.884,4.51,20.90,0.506
609,476.00,374.00,13.48,156.71,106.34,0.846,6.32,24.30,0.611
610,226.00,479.00,19.21,154.35,217.01,0.842,6.06,29.09,0.612
611,265.00,148.00,18.35,164.92,206.16,0.890,5.51,29.36,0.923
612,133.00,132.00,15.21,136.57,145.40,0.878,2.22,19.65,0.095
613,44.00,143.00,13.60,154.68,104.17,0.851,4.74,23.08,0.456
614,19.00,126.00,17.92,155.42,199.65,0.878,6.37,29.61,0.606
615,90.00,208.00,15.17,144.35,143.23,0.913,5.59,25.17,0.692
616,22.00,272.00,13.60,148.86,112.85,0.846,4.69,22.73,0.533
617,134.00,235.00,15.39,138.62,156.25,0.832,-7.70,0.00,0.000
618,270.00,265.00,16.47,150.63,175.78,0.891,6.17,28.07,0.634
619,102.00,187.00,15.87,145.47,173.61,0.925,6.14,27.16,0.548
620,154.00,316.00,14.37,140.75,130.21,0.898,6.25,25.43,0.495
621,293.00,248.00,15.17,147.14,147.57,0.941,6.30,26.10,0.621
622,55.00,74.00,20.35,155.30,260.42,0.830,6.21,31.17,0.570
623,276.00,139.00,21.12,157.74,299.48,0.884,6.29,32.71,0.645
624,314.00,51.00,15.02,151.86,136.72,0.892,5.83,26.68,0.547
625,206.00,53.00,20.52,159.17,269.10,0.907,6.58,31.80,0.645
626,186.00,21.00,18.63,152.59,238.72,0.926,5.77,28.94,0.542
627,134.00,185.00,15.02,156.14,134.55,0.831,5.58,24.33,0.505
628,265.00,148.00,20.04,151.29,245.23,0.813,6.25,31.36,0.842
629,77.00,274.00,21.45,133.74,193.14,0.763,-10.72,0.00,0.000
630,68.00,302.00,15.02,143.93,136.72,0.892,5.05,23.53,0.564
631,294.00,257.00,18.63,154.12,221.35,0.859,6.42,30.05,0.651
632,198.00,262.00,13.18,140.41,88.98,0.884,4.73,22.64,0.833
633,109.00,306.00,14.02,135.51,119.36,0.873,5.57,23.29,0.674
634,287.00,141.00,16.80,160.90,169.27,0.876,5.77,28.34,0.891
635,109.00,294.00,15.02,158.87,147.57,0.911,5.17,25.35,0.451
636,133.00,33.00,16.36,154.14,162.76,0.885,3.95,23.29,0.276
637,132.00,177.00,12.77,161.26,95.49,0.887,4.50,21.77,0.472
638,81.00,25.00,15.87,155.72,169.27,0.902,5.29,26.44,0.525
639,177.00,27.00,16.34,163.06,158.42,0.862,5.61,26.68,0.610
640,229.00,242.00,17.31,166.60,199.65,0.902,5.67,28.58,0.530
641,239.00,252.00,16.03,166.13,156.25,0.895,5.42,26.84,0.436
642,134.00,126.00,15.23,139.66,130.21,0.804,-7.62,0.00,0.010
643,214.00,41.00,22.75,160.16,316.84,0.888,7.00,34.17,0.613
644,144.00,148.00,15.49,131.88,128.04,0.773,2.39,20.26,0.121
645,247.00,315.00,26.84,96.90,321.18,0.760,6.47,37.25,0.633
646,287.00,141.00,18.81,144.34,208.33,0.809,6.65,30.09,0.868
647,241.00,42.00,16.36,142.47,162.76,0.885,4.33,23.75,0.446
648,115.00,152.00,15.02,145.51,132.38,0.863,-5.18,4.66,0.036
649,293.00,275.00,13.34,102.16,93.32,0.812,5.93,22.70,0.667
650,38.00,129.00,13.98,112.50,115.02,0.916,5.31,23.29,0.600
651,143.00,276.00,15.18,154.23,141.06,0.852,5.19,24.40,0.393
652,206.00,231.00,35.84,157.84,907.12,0.880,4.12,71.29,0.652
653,302.00,261.00,13.18,145.09,108.51,0.919,5.06,23.29,0.617
654,43.00,135.00,15.72,149.33,147.57,0.845,5.56,25.11,0.596
655,142.00,184.00,13.48,125.97,106.34,0.846,6.93,25.09,0.589
656,132.00,177.00,14.17,143.87,125.87,0.868,4.82,22.81,0.455
657,254.00,60.00,15.39,150.55,145.40,0.878,5.11,25.44,0.591
658,255.00,293.00,15.02,154.67,147.57,0.911,6.31,26.68,0.602
659,119.00,289.00,19.59,151.86,240.89,0.896,4.67,27.26,0.482
660,154.00,39.00,13.34,124.58,102.00,0.812,5.45,22.55,0.610
661,103.00,300.00,16.36,153.41,162.76,0.885,4.90,26.15,1.000
662,294.00,129.00,13.30,125.24,104.17,0.883,5.24,23.00,0.466
663,123.00,176.00,12.15,158.44,99.83,0.927,4.72,21.58,0.400
664,60.00,281.00,12.77,125.16,95.49,0.887,5.69,23.97,0.366
665,252.00,273.00,12.15,97.60,91.15,0.846,4.88,21.09,0.597
666,187.00,31.00,16.60,152.52,167.10,0.847,6.32,27.67,0.695
667,199.00,262.00,13.18,128.56,108.51,0.842,5.02,23.22,0.867
668,57.00,84.00,15.87,98.09,138.89,0.857,6.86,26.89,0.657
669,183.00,242.00,16.36,151.24,171.44,0.869,4.72,25.28,0.345
670,45.00,126.00,17.15,142.82,186.63,0.901,6.56,28.58,0.658
671,230.00,251.00,13.98,151.86,115.02,0.916,5.20,23.58,0.528
672,209.00,313.00,15.02,161.24,132.38,0.863,5.80,25.58,0.618
673,74.00,71.00,22.44,168.20,329.86,0.924,6.25,33.59,0.587
674,28.00,279.00,20.62,161.12,269.10,0.795,6.02,31.34,0.584
675,119.00,164.00,20.52,170.47,273.44,0.921,5.66,31.25,0.411
676,166.00,30.00,19.36,164.43,238.72,0.873,5.71,30.05,0.507
677,125.00,190.00,20.83,172.28,260.42,0.857,6.95,32.54,0.562
678,131.00,249.00,19.26,167.09,236.55,0.880,4.69,28.01,0.479
679,112.00,189.00,20.24,165.66,273.44,0.871,5.84,31.29,0.649
680,222.00,258.00,23.29,170.71,355.90,0.884,6.57,34.67,0.636
681,268.00,252.00,22.18,175.42,325.52,0.912,5.93,32.94,0.518
682,290.00,283.00,21.08,174.82,290.80,0.859,6.31,32.54,0.642
683,164.00,294.00,21.12,170.51,275.61,0.893,5.22,30.37,0.487
684,35.00,101.00,19.65,166.65,240.89,0.845,5.22,30.09,0.524
685,110.00,224.00,22.77,174.73,329.86,0.861,6.45,34.35,0.636
686,17.00,81.00,21.67,163.93,299.48,0.884,6.00,33.08,0.562
687,13.00,247.00,22.70,161.52,338.54,0.883,5.05,31.83,0.548
688,98.00,281.00,19.65,147.19,238.72,0.852,3.67,25.28,0.252
689,48.00,84.00,22.54,167.54,316.84,0.869,5.96,33.04,0.513
690,218.00,245.00,21.08,166.50,290.80,0.859,6.33,32.70,0.616
691,309.00,238.00,22.07,169.62,319.01,0.928,6.02,32.94,0.594
692,8.00,131.00,21.45,174.53,312.50,0.923,5.91,32.94,0.556
693,54.00,56.00,22.63,166.74,345.05,0.887,4.69,31.29,0.439
694,99.00,231.00,21.25,172.02,312.50,0.832,5.76,32.54,0.600
695,294.00,35.00,21.45,174.64,295.14,0.871,5.97,32.94,0.551
696,81.00,179.00,22.07,169.64,325.52,0.867,5.80,33.38,0.543
697,272.00,86.00,22.18,183.65,327.69,0.843,5.96,33.92,0.599
698,71.00,255.00,22.75,162.09,338.54,0.841,3.18,29.11,0.159
699,305.00,84.00,21.45,175.06,303.82,0.897,5.92,32.70,0.606
700,296.00,112.00,23.22,182.07,360.24,0.895,5.95,34.62,0.545
701,143.00,173.00,19.89,165.99,258.25,0.906,6.11,30.85,0.571
702,197.00,54.00,21.45,88.22,227.86,0.781,8.89,32.94,0.783
703,236.00,230.00,22.44,164.30,351.56,0.936,3.85,30.13,0.456
704,125.00,50.00,15.02,127.33,128.04,0.835,6.92,26.68,0.721
705,51.00,14.00,18.63,145.92,230.03,0.893,3.41,24.49,0.355
706,23.00,116.00,18.81,156.34,225.69,0.876,6.09,30.05,0.496
707,137.00,153.00,20.62,154.84,266.93,0.818,6.35,31.57,0.612
708,294.00,178.00,13.98,126.51,110.68,0.881,5.00,22.93,0.376
709,308.00,38.00,16.34,166.00,149.74,0.876,5.55,26.68,0.602
710,46.00,103.00,17.00,161.91,177.95,0.859,5.30,27.23,0.528
711,93.00,302.00,16.36,163.33,171.44,0.869,5.49,27.28,0.562
712,133.00,143.00,19.26,155.16,232.20,0.864,4.61,27.23,0.369
