Mask_ID,Center_X_px,Center_Y_px,Distance_px,Diameter_μm,Ring_Width_μm,Ground_Truth_Diameter_μm,Diameter_Difference_μm,Mean_Intensity,Area_μm²,Circularity,Dark_Edge_Diameter_μm,Dark_Ratio,Slide
0,462.0,444.0,1.0,28.63,5.85,35.84,-7.21,171.88,572.92,0.865,40.12,0.486,z_13
1,486.0,384.0,1.0,23.29,5.84,30.61,-7.32,182.12,368.92,0.873,34.67,0.564,z_14
2,90.0,476.0,1.41,25.84,5.66,32.4,-6.56,169.11,364.58,0.846,36.67,0.575,z_15
3,58.0,476.0,1.0,27.82,5.66,34.92,-7.1,168.69,416.67,0.829,37.81,0.548,z_12
4,312.0,458.0,1.0,23.67,6.22,30.05,-6.38,168.94,373.26,0.884,34.89,0.575,z_14
5,448.0,481.0,1.0,29.45,5.75,36.38,-6.93,172.26,572.92,0.865,40.35,0.524,z_10
7,438.0,438.0,0.0,25.45,5.92,33.95,-8.5,181.27,440.54,0.904,37.02,0.542,z_15
8,369.0,494.0,0.0,26.68,5.87,33.59,-6.91,175.58,483.94,0.859,38.42,0.505,z_15
9,129.0,489.0,1.0,25.86,5.53,31.67,-5.81,164.81,455.73,0.869,35.06,0.525,z_15
10,196.0,473.0,1.0,23.85,5.43,31.05,-7.2,179.19,386.28,0.915,34.71,0.514,z_15
11,336.0,465.0,1.0,25.84,5.74,32.84,-7.0,175.43,464.41,0.885,37.12,0.569,z_14
12,374.0,478.0,1.0,26.44,5.76,33.28,-6.84,174.72,481.77,0.918,37.64,0.528,z_15
13,453.0,382.0,0.0,25.82,6.24,32.94,-7.12,179.57,444.88,0.913,37.29,0.599,z_14
14,353.0,345.0,2.24,25.3,5.59,31.47,-6.17,179.95,429.69,0.91,35.84,0.576,z_13
15,416.0,465.0,1.0,25.6,5.77,31.89,-6.29,176.82,442.71,0.844,36.97,0.552,z_14
16,498.0,454.0,1.41,29.74,5.68,35.93,-6.19,168.75,601.13,0.883,40.35,0.48,z_15
18,66.0,462.0,0.0,27.83,4.31,35.05,-7.22,165.44,525.17,0.906,36.44,0.568,z_14
19,165.0,410.0,0.0,26.1,5.59,34.73,-8.63,175.57,477.43,0.91,37.29,0.556,z_15
20,91.0,335.0,0.0,25.93,5.64,32.78,-6.85,174.43,447.05,0.89,36.44,0.526,z_14
21,13.0,403.0,2.0,38.93,6.21,45.1,-6.17,148.92,1052.52,0.905,48.59,0.572,z_13
22,212.0,473.0,2.0,25.51,5.59,34.72,-9.21,182.45,442.71,0.897,36.52,0.554,z_15
23,49.0,431.0,1.0,26.68,4.53,33.73,-7.05,164.88,496.96,0.882,35.75,0.715,z_15
24,234.0,383.0,1.0,25.13,6.24,32.94,-7.81,177.51,423.18,0.869,36.89,0.586,z_14
25,187.0,341.0,1.0,24.96,5.44,32.65,-7.69,181.12,421.01,0.892,35.84,0.516,z_15
26,188.0,374.0,0.0,24.82,6.01,33.4,-8.58,172.72,416.67,0.883,36.02,0.564,z_14
27,290.0,385.0,2.24,27.16,5.15,31.12,-3.96,160.22,462.24,0.855,36.07,0.575,z_15
28,200.0,332.0,2.83,25.54,5.84,32.94,-7.4,179.42,440.54,0.904,37.12,0.586,z_13
29,103.0,418.0,0.0,25.86,5.7,33.26,-7.4,171.46,449.22,0.846,36.52,0.565,z_14
30,244.0,459.0,3.16,25.77,5.11,33.4,-7.63,176.62,444.88,0.913,34.98,0.469,z_15
31,351.0,413.0,2.24,24.11,5.44,31.03,-6.92,180.15,388.45,0.89,34.67,0.555,z_14
32,12.0,384.0,2.24,27.23,5.9,34.49,-7.26,162.95,492.62,0.912,37.1,0.575,z_15
33,178.0,404.0,1.0,23.53,5.93,30.33,-6.8,173.92,368.92,0.873,34.38,0.624,z_15
34,162.0,486.0,1.0,23.75,6.33,31.32,-7.57,172.12,390.62,0.827,35.48,0.481,z_15
35,404.0,497.0,1.0,42.98,5.74,48.24,-5.26,152.79,1061.2,0.843,53.12,0.388,z_15
36,319.0,474.0,1.0,37.81,5.89,44.35,-6.54,165.91,1013.45,0.907,48.97,0.552,z_13
37,423.0,353.0,2.0,28.94,5.93,39.33,-10.39,182.95,577.26,0.905,40.45,0.519,z_14
38,403.0,393.0,1.0,31.09,5.58,38.95,-7.86,176.94,664.06,0.884,42.18,0.547,z_14
39,406.0,452.0,1.0,29.98,5.86,37.2,-7.22,180.28,614.15,0.903,41.57,0.576,z_13
40,360.0,394.0,1.41,32.12,5.58,40.03,-7.91,173.81,713.98,0.927,42.9,0.537,z_13
41,371.0,459.0,1.41,29.83,5.64,37.56,-7.73,176.49,625.0,0.909,40.85,0.55,z_13
42,444.0,421.0,1.0,33.83,5.74,41.04,-7.21,164.98,802.95,0.907,44.74,0.522,z_15
43,333.0,405.0,1.0,35.45,6.09,42.13,-6.68,168.09,824.65,0.89,46.85,0.534,z_12
44,411.0,411.0,1.0,34.38,5.64,41.09,-6.71,168.76,818.14,0.875,45.3,0.521,z_13
45,422.0,445.0,1.41,30.06,6.11,36.77,-6.71,180.6,609.81,0.896,41.67,0.58,z_11
46,439.0,459.0,1.0,47.96,5.8,54.71,-6.75,153.92,1642.8,0.884,58.94,0.472,z_9
47,479.0,454.0,0.0,36.76,5.76,43.83,-7.07,164.86,976.56,0.893,47.96,0.556,z_12
48,483.0,400.0,0.0,32.34,5.77,41.51,-9.17,176.24,720.49,0.882,43.58,0.547,z_13
49,327.0,372.0,1.41,34.56,6.06,41.93,-7.37,171.79,813.8,0.87,46.03,0.548,z_14
50,501.0,392.0,1.0,33.85,5.72,41.64,-7.79,172.29,811.63,0.917,45.2,0.555,z_14
51,354.0,469.0,3.0,36.45,5.78,44.0,-7.55,167.79,954.86,0.873,47.63,0.561,z_12
52,327.0,326.0,1.0,34.71,5.85,40.99,-6.28,169.51,861.55,0.892,46.28,0.575,z_13
53,422.0,391.0,0.0,32.61,5.67,40.23,-7.62,176.43,737.85,0.903,43.95,0.535,z_14
54,427.0,372.0,2.0,34.38,5.83,41.58,-7.2,171.83,815.97,0.853,46.05,0.54,z_11
56,429.0,408.0,0.0,27.81,5.5,35.8,-7.99,179.34,529.51,0.877,38.75,0.5,z_15
57,298.0,417.0,0.0,116.75,6.71,120.38,-3.63,128.59,9396.7,0.772,127.15,0.494,z_4
58,367.0,443.0,2.0,26.46,5.64,34.79,-8.33,177.98,486.11,0.889,37.75,0.534,z_14
59,354.0,502.0,1.41,28.53,5.68,36.07,-7.54,177.55,551.22,0.913,39.31,0.549,z_14
60,464.0,370.0,1.0,29.02,5.34,35.1,-6.08,177.35,538.19,0.892,39.18,0.493,z_15
61,379.0,357.0,1.0,29.55,5.55,36.92,-7.37,177.32,603.3,0.911,40.46,0.522,z_13
62,345.0,322.0,2.0,27.33,5.87,35.43,-8.1,177.01,520.83,0.898,38.43,0.59,z_14
63,461.0,462.0,1.0,29.03,5.48,36.61,-7.58,174.28,588.11,0.912,39.6,0.539,z_14
64,470.0,328.0,2.0,25.77,6.04,32.63,-6.86,179.79,444.88,0.913,37.29,0.579,z_13
65,28.0,450.0,1.0,31.25,5.34,38.54,-7.29,158.64,653.21,0.879,39.95,0.53,z_14
66,385.0,423.0,1.0,28.98,6.25,37.76,-8.78,173.75,553.39,0.928,40.45,0.457,z_14
67,386.0,400.0,1.0,29.85,5.92,37.23,-7.38,174.87,614.15,0.903,41.36,0.582,z_13
68,336.0,354.0,1.41,32.25,5.62,39.32,-7.07,171.97,733.51,0.868,43.38,0.552,z_11
69,409.0,364.0,0.0,31.98,5.94,37.45,-5.47,168.69,711.81,0.902,43.35,0.589,z_10
70,358.0,429.0,2.0,30.37,5.98,40.07,-9.7,177.88,618.49,0.876,41.8,0.585,z_14
71,380.0,319.0,4.12,29.76,6.36,36.97,-7.21,180.41,575.09,0.878,41.46,0.55,z_13
72,501.0,322.0,1.0,25.77,5.79,31.84,-6.07,182.85,460.07,0.877,37.27,0.568,z_13
73,317.0,495.0,1.0,32.34,5.82,40.02,-7.68,171.22,737.85,0.903,43.44,0.573,z_14
74,240.0,415.0,1.41,32.61,5.67,39.92,-7.31,173.06,750.87,0.919,43.36,0.548,z_12
75,150.0,440.0,1.0,39.67,5.91,49.81,-10.14,164.37,1124.13,0.896,50.83,0.561,z_12
76,273.0,361.0,1.41,36.69,5.65,43.86,-7.17,169.22,946.18,0.891,47.62,0.511,z_15
77,132.0,331.0,0.0,33.73,5.64,42.52,-8.79,168.56,811.63,0.917,44.76,0.547,z_13
78,146.0,418.0,0.0,37.69,6.26,44.22,-6.53,161.8,1009.11,0.903,49.02,0.582,z_15
79,111.0,335.0,1.0,37.27,5.46,44.82,-7.55,166.39,976.56,0.893,47.51,0.535,z_11
80,226.0,343.0,1.0,32.94,5.73,40.96,-8.02,172.33,785.59,0.887,44.41,0.759,z_14
81,52.0,373.0,6.0,33.98,6.13,42.13,-8.15,165.42,811.63,0.917,45.2,0.543,z_14
82,81.0,319.0,1.0,34.68,5.84,42.64,-7.96,166.71,822.48,0.879,45.29,0.557,z_12
83,245.0,396.0,1.0,33.34,5.9,40.09,-6.75,174.48,750.87,0.848,44.66,0.565,z_12
84,87.0,375.0,1.41,33.33,6.1,41.37,-8.04,165.12,779.08,0.901,44.59,0.577,z_13
85,253.0,498.0,0.0,42.18,6.18,48.97,-6.79,161.04,1252.17,0.894,53.37,0.594,z_10
86,111.0,369.0,0.0,34.98,5.77,42.48,-7.5,165.49,863.72,0.903,45.58,0.525,z_13
87,293.0,456.0,1.41,49.68,5.3,55.77,-6.09,151.03,1783.85,0.896,58.89,0.536,z_10
88,50.0,353.0,5.1,34.14,6.6,41.39,-7.25,162.7,789.93,0.922,45.54,0.585,z_12
89,153.0,329.0,0.0,35.63,5.73,41.93,-6.3,163.72,894.1,0.906,46.39,0.521,z_15
90,279.0,493.0,1.41,40.65,6.54,47.33,-6.68,160.15,1176.22,0.902,52.06,0.586,z_11
91,249.0,476.0,2.0,34.46,5.98,41.33,-6.87,167.95,850.69,0.889,45.88,0.595,z_10
92,127.0,387.0,0.0,32.94,5.73,41.67,-8.73,167.6,776.91,0.878,44.41,0.557,z_15
93,311.0,317.0,1.0,29.38,5.79,36.02,-6.64,174.97,598.96,0.904,40.55,0.568,z_13
94,268.0,382.0,1.41,35.42,5.74,42.99,-7.57,166.85,889.76,0.902,46.44,0.566,z_15
95,259.0,424.0,1.0,39.97,5.8,47.11,-7.14,164.05,1130.64,0.86,50.99,0.576,z_13
96,194.0,490.0,1.0,38.11,6.05,45.07,-6.96,166.25,1019.97,0.895,49.39,0.558,z_12
97,226.0,431.0,1.41,37.83,5.92,44.81,-6.98,165.88,1006.94,0.883,48.94,0.563,z_13
98,119.0,314.0,0.0,36.99,5.62,45.79,-8.8,167.43,961.37,0.886,48.1,0.562,z_14
99,127.0,444.0,0.0,40.64,6.09,48.26,-7.62,160.23,1171.88,0.908,51.45,0.55,z_15
100,181.0,422.0,1.0,38.44,5.91,46.17,-7.73,165.87,1050.35,0.895,49.7,0.562,z_13
101,93.0,395.0,1.0,40.4,5.69,47.34,-6.94,157.57,1134.98,0.887,50.86,0.533,z_12
102,32.0,383.0,6.08,43.83,6.33,52.21,-8.38,152.92,1362.85,0.876,55.06,0.567,z_13
103,223.0,454.0,1.0,45.11,5.71,52.4,-7.29,158.27,1456.16,0.898,55.18,0.545,z_10
104,249.0,376.0,2.0,32.21,5.72,40.04,-7.83,177.12,724.83,0.919,43.54,0.542,z_13
105,114.0,404.0,0.0,36.1,6.18,42.97,-6.87,164.43,909.29,0.901,47.64,0.53,z_13
106,216.0,491.0,2.0,36.67,5.72,43.17,-6.5,168.33,950.52,0.922,47.85,0.521,z_12
107,55.0,397.0,5.83,50.33,5.74,59.06,-8.73,146.79,1835.94,0.902,60.3,0.557,z_11
108,104.0,438.0,1.0,41.9,5.25,50.2,-8.3,160.29,1271.7,0.891,51.63,0.537,z_11
109,295.0,367.0,2.24,39.0,5.77,48.43,-9.43,165.39,1111.11,0.885,50.54,0.557,z_15
110,258.0,326.0,2.24,41.64,5.94,49.83,-8.19,163.06,1228.3,0.917,52.6,0.53,z_14
111,82.0,353.0,1.0,44.73,6.27,55.44,-10.71,156.3,1436.63,0.901,56.1,0.532,z_10
112,171.0,457.0,1.0,38.69,5.68,47.51,-8.82,166.9,1072.05,0.914,49.73,0.547,z_13
113,141.0,373.0,0.0,34.69,6.3,40.48,-5.79,167.29,792.1,0.903,46.26,0.55,z_14
114,202.0,369.0,1.0,25.44,5.49,32.94,-7.5,179.59,436.2,0.895,36.41,0.541,z_14
115,82.0,446.0,2.0,32.94,5.58,49.52,-16.58,163.44,740.02,0.885,42.29,0.502,z_8
116,235.0,488.0,0.0,30.46,6.4,37.56,-7.1,171.42,629.34,0.869,41.99,0.605,z_14
117,170.0,438.0,1.41,28.25,6.31,34.76,-6.51,173.39,544.7,0.878,39.8,0.595,z_14
118,245.0,439.0,1.0,29.83,5.91,37.35,-7.52,176.54,607.64,0.917,41.09,0.796,z_13
120,202.0,458.0,1.0,28.34,6.36,34.93,-6.59,176.64,536.02,0.899,40.02,0.582,z_13
121,184.0,358.0,1.0,29.85,6.14,35.84,-5.99,171.46,611.98,0.924,40.77,0.564,z_12
122,194.0,408.0,1.41,26.18,5.8,33.19,-7.01,177.04,460.07,0.841,37.12,0.611,z_14
123,228.0,398.0,1.41,27.38,5.82,34.63,-7.25,179.97,505.64,0.898,38.29,0.531,z_13
124,151.0,389.0,1.0,26.44,6.12,33.92,-7.48,177.79,473.09,0.902,37.83,0.571,z_14
125,121.0,471.0,1.0,31.84,5.88,45.02,-13.18,165.92,692.27,0.899,42.18,0.545,z_5
126,136.0,462.0,0.0,28.09,5.85,35.71,-7.62,173.22,536.02,0.899,39.36,0.554,z_14
127,268.0,471.0,1.0,29.24,5.15,36.57,-7.33,172.18,598.96,0.904,38.71,0.5,z_13
128,28.0,468.0,1.0,29.61,6.31,37.04,-7.43,156.78,609.81,0.896,40.07,0.58,z_15
129,37.0,415.0,3.0,31.58,5.12,38.65,-7.07,161.19,687.93,0.894,40.07,0.51,z_13
130,270.0,342.0,1.41,28.63,5.71,36.7,-8.07,177.15,575.09,0.892,40.05,0.567,z_13
131,9.0,343.0,1.0,32.61,5.91,37.9,-5.29,158.18,733.51,0.898,43.36,0.559,z_9
132,188.0,391.0,1.41,32.06,6.07,39.71,-7.65,160.53,711.81,0.902,43.35,0.592,z_12
133,69.0,335.0,1.0,34.02,5.93,41.2,-7.18,163.24,807.29,0.912,44.59,0.57,z_14
134,283.0,330.0,1.0,30.97,5.77,35.41,-4.44,169.03,648.87,0.919,41.94,0.557,z_11
135,287.0,347.0,0.0,30.33,5.81,37.04,-6.71,171.29,638.02,0.85,41.67,0.543,z_14
136,154.0,349.0,1.0,31.05,5.83,38.78,-7.73,171.09,685.76,0.913,41.99,0.533,z_13
137,309.0,382.0,1.0,34.57,6.41,39.6,-5.03,161.82,798.61,0.873,45.8,0.607,z_11
138,265.0,402.0,1.41,36.14,5.78,41.24,-5.1,162.16,891.93,0.858,47.1,0.56,z_11
139,153.0,471.0,1.41,37.27,5.78,44.55,-7.28,165.04,954.86,0.926,47.98,0.555,z_14
140,48.0,449.0,0.0,38.92,4.16,45.64,-6.72,153.26,1072.05,0.914,47.24,0.692,z_11
141,425.0,426.0,0.0,32.94,6.2,39.53,-6.59,169.89,766.06,0.886,44.59,0.594,z_11
142,264.0,446.0,2.0,36.77,4.73,45.9,-9.13,168.55,950.52,0.895,46.23,0.813,z_11
143,221.0,413.0,1.0,27.91,6.26,35.75,-7.84,177.5,516.49,0.891,39.23,0.587,z_14
144,179.0,477.0,1.0,30.91,5.98,39.42,-8.51,171.99,668.4,0.89,42.29,0.523,z_13
145,19.0,363.0,4.0,33.14,5.59,40.41,-7.27,157.72,755.21,0.882,43.01,0.539,z_12
146,68.0,432.0,1.0,35.53,6.28,42.97,-7.44,161.46,894.1,0.906,46.41,0.563,z_11
147,165.0,378.0,1.41,29.52,6.22,37.09,-7.57,169.4,579.43,0.852,40.78,0.559,z_14
148,175.0,495.0,0.0,30.13,5.72,36.92,-6.79,173.39,609.81,0.864,40.54,0.561,z_14
150,120.0,425.0,1.0,29.83,5.81,37.6,-7.77,169.06,611.98,0.924,40.71,0.545,z_14
151,330.0,159.0,6.08,28.34,6.15,35.92,-7.58,177.71,540.36,0.871,40.02,0.596,z_15
152,445.0,215.0,1.41,32.2,5.94,42.59,-10.39,172.25,711.81,0.902,43.5,0.55,z_14
153,474.0,204.0,4.24,29.83,5.96,37.57,-7.74,176.32,598.96,0.871,40.6,0.569,z_14
154,393.0,308.0,1.41,29.38,5.64,35.84,-6.46,180.31,603.3,0.911,40.55,0.553,z_14
155,321.0,37.0,7.07,28.09,5.56,36.0,-7.91,182.31,540.36,0.871,39.21,0.502,z_13
158,485.0,230.0,1.0,32.94,5.68,40.07,-7.13,170.68,748.7,0.866,44.08,0.556,z_12
161,477.0,307.0,2.0,31.02,6.2,40.45,-9.43,174.64,674.91,0.877,42.77,0.569,z_13
163,498.0,300.0,2.24,35.48,6.05,41.78,-6.3,171.03,848.52,0.895,46.58,0.556,z_13
164,481.0,145.0,1.0,33.48,6.71,39.67,-6.19,168.13,759.55,0.858,44.67,0.544,z_11
166,394.0,291.0,2.83,25.17,5.64,32.09,-6.92,182.68,442.71,0.938,36.44,0.542,z_15
167,444.0,178.0,2.0,27.36,5.75,35.51,-8.15,182.12,516.49,0.891,38.75,0.572,z_15
168,326.0,308.0,1.0,26.15,6.03,33.95,-7.8,182.24,453.56,0.931,37.59,0.589,z_14
169,496.0,279.0,3.16,37.62,5.47,45.64,-8.02,162.18,1002.6,0.916,48.51,0.514,z_15
170,349.0,271.0,1.41,26.1,5.85,33.74,-7.64,180.82,464.41,0.885,37.56,0.558,z_14
171,413.0,228.0,7.62,29.83,5.44,41.59,-11.76,180.34,625.0,0.909,40.71,0.509,z_13
172,321.0,81.0,8.06,32.94,5.68,40.67,-7.73,167.34,768.23,0.868,44.3,0.498,z_15
173,316.0,294.0,1.0,31.01,5.33,37.54,-6.53,173.78,681.42,0.907,41.67,0.546,z_14
174,394.0,220.0,4.12,32.26,6.0,40.76,-8.5,173.29,733.51,0.898,43.59,0.583,z_12
176,334.0,223.0,1.41,32.94,5.32,40.55,-7.61,168.25,802.95,0.907,43.03,0.52,z_11
177,468.0,221.0,1.0,31.99,5.63,38.91,-6.92,175.05,696.61,0.874,43.17,0.488,z_14
179,376.0,285.0,2.0,33.04,6.28,40.57,-7.53,176.38,727.0,0.899,44.66,0.542,z_11
181,383.0,258.0,5.83,32.72,5.91,39.53,-6.81,171.58,729.17,0.924,44.04,0.496,z_15
183,339.0,284.0,0.0,27.36,5.83,33.83,-6.47,181.02,503.47,0.868,38.55,0.58,z_14
187,357.0,286.0,0.0,29.44,5.78,37.1,-7.66,181.21,603.3,0.911,40.71,0.576,z_15
189,366.0,303.0,2.0,30.33,5.67,37.9,-7.57,178.16,677.08,0.902,41.67,0.537,z_13
190,454.0,165.0,2.24,23.97,6.11,30.52,-6.55,179.17,375.43,0.901,35.62,0.562,z_15
191,404.0,280.0,2.0,23.29,6.18,30.7,-7.41,180.52,364.58,0.906,34.67,0.611,z_14
192,439.0,163.0,2.83,26.68,5.31,35.94,-9.26,176.27,490.45,0.846,37.29,0.502,z_15
194,462.0,315.0,2.0,24.27,5.88,31.09,-6.82,180.25,397.14,0.869,35.57,0.603,z_14
197,458.0,150.0,3.16,25.36,5.72,32.01,-6.65,170.62,434.03,0.919,35.43,0.529,z_14
198,480.0,271.0,2.24,23.75,5.86,31.13,-7.38,178.78,407.99,0.864,35.48,0.586,z_13
199,468.0,169.0,4.12,25.17,5.87,31.73,-6.56,169.07,434.03,0.919,36.07,0.55,z_15
200,331.0,207.0,1.41,24.08,5.48,30.04,-5.96,169.07,384.11,0.88,33.73,0.514,z_15
201,442.0,128.0,2.24,25.17,3.89,31.8,-6.63,165.55,434.03,0.919,30.86,0.406,z_14
202,383.0,160.0,1.0,24.66,6.74,30.68,-6.02,163.44,394.97,0.875,35.6,0.564,z_15
203,380.0,231.0,4.12,27.23,5.99,35.49,-8.26,179.9,505.64,0.898,38.77,0.514,z_15
204,395.0,196.0,7.28,27.61,5.7,35.84,-8.23,179.26,520.83,0.863,38.83,0.553,z_15
205,365.0,271.0,3.0,25.77,5.85,33.59,-7.82,181.21,455.73,0.869,37.29,0.573,z_15
206,490.0,209.0,5.39,27.5,5.92,33.45,-5.95,172.6,492.62,0.875,38.56,0.584,z_13
207,462.0,299.0,1.0,26.1,5.78,34.67,-8.57,184.21,468.75,0.894,37.56,0.585,z_13
208,382.0,206.0,5.1,28.58,5.58,36.87,-8.29,173.86,566.41,0.878,38.95,0.543,z_13
210,390.0,276.0,3.0,24.76,5.74,35.68,-10.92,181.91,429.69,0.91,36.06,0.599,z_14
211,349.0,174.0,5.0,26.75,5.11,33.92,-7.17,175.41,481.77,0.881,35.81,0.53,z_15
212,453.0,231.0,1.41,27.11,5.81,33.97,-6.86,177.77,496.96,0.882,38.49,0.534,z_15
213,420.0,274.0,5.39,32.21,5.7,40.07,-7.86,174.33,711.81,0.872,43.43,0.576,z_13
215,453.0,286.0,1.0,25.86,6.3,32.8,-6.94,181.44,444.88,0.913,37.37,0.589,z_14
216,333.0,269.0,1.0,26.56,5.78,32.94,-6.38,176.09,475.26,0.844,37.55,0.53,z_14
217,341.0,147.0,4.47,25.12,4.63,31.99,-6.87,173.08,418.84,0.86,32.94,0.447,z_15
218,345.0,189.0,3.61,24.14,6.09,31.11,-6.97,177.37,384.11,0.88,35.18,0.575,z_14
219,414.0,143.0,6.08,39.21,5.78,54.09,-14.88,159.81,1102.43,0.878,49.58,0.554,z_13
221,451.0,271.0,1.0,23.82,5.83,31.62,-7.8,185.04,386.28,0.915,34.96,0.562,z_13
223,381.0,50.0,8.25,46.12,5.54,54.46,-8.34,161.76,1558.16,0.922,57.21,0.55,z_12
225,468.0,350.0,3.0,42.95,5.99,51.09,-8.14,164.64,1297.74,0.886,54.23,0.569,z_12
226,391.0,467.0,1.0,42.48,5.83,49.76,-7.28,163.61,1284.72,0.9,53.37,0.557,z_15
227,337.0,427.0,1.0,41.2,5.99,48.36,-7.16,164.9,1206.6,0.901,52.46,0.571,z_13
228,236.0,230.0,0.0,25.95,4.73,28.21,-2.26,142.64,449.22,0.846,31.89,0.503,z_14
229,403.0,17.0,4.0,49.24,5.89,52.5,-3.26,160.05,1751.3,0.913,60.86,0.557,z_4
230,417.0,333.0,2.24,41.78,5.77,48.67,-6.89,165.3,1223.96,0.867,52.25,0.584,z_12
231,423.0,247.0,6.32,48.33,5.79,55.99,-7.66,157.69,1714.41,0.908,59.71,0.546,z_14
232,321.0,15.0,2.24,47.95,5.71,51.44,-3.49,157.96,1642.8,0.884,58.53,0.534,z_5
233,362.0,32.0,8.25,43.77,6.1,52.66,-8.89,163.9,1375.87,0.884,55.28,0.567,z_10
236,356.0,10.0,0.0,35.75,6.08,35.75,0.0,169.48,920.14,0.904,47.1,0.572,z_0
238,369.0,412.0,1.0,37.71,5.85,44.89,-7.18,168.46,1015.62,0.891,49.17,0.545,z_10
239,382.0,380.0,1.0,40.99,5.98,47.89,-6.9,161.17,1197.92,0.894,52.25,0.579,z_10
240,359.0,372.0,1.0,44.69,5.37,51.54,-6.85,162.34,1427.95,0.887,55.4,0.529,z_9
241,491.0,341.0,1.0,44.31,5.57,51.63,-7.32,161.66,1406.25,0.904,55.31,0.538,z_8
242,387.0,443.0,1.0,39.26,5.36,45.27,-6.01,166.23,1074.22,0.873,49.95,0.54,z_11
243,406.0,433.0,1.41,35.78,5.75,41.29,-5.51,167.18,885.42,0.897,46.73,0.546,z_11
244,486.0,364.0,2.24,36.97,5.62,45.1,-8.13,171.74,959.2,0.903,48.21,0.535,z_12
245,444.0,357.0,2.24,44.51,5.97,52.09,-7.58,163.99,1404.08,0.887,56.14,0.545,z_11
247,370.0,337.0,1.0,37.59,5.87,44.3,-6.71,168.84,1006.94,0.92,48.65,0.524,z_10
248,461.0,401.0,1.0,47.29,5.8,54.16,-6.87,157.95,1623.26,0.908,58.55,0.538,z_11
249,314.0,353.0,0.0,42.18,5.82,49.46,-7.28,163.28,1289.06,0.903,53.51,0.572,z_10
250,476.0,422.0,1.0,44.66,5.53,51.47,-6.81,164.34,1417.1,0.895,55.3,0.557,z_10
251,349.0,446.0,1.0,36.98,5.95,43.8,-6.82,168.3,963.54,0.907,47.96,0.544,z_12
252,393.0,336.0,5.0,41.22,5.65,48.36,-7.14,164.96,1232.64,0.896,52.1,0.561,z_12
253,450.0,332.0,3.16,45.53,5.89,53.76,-8.23,160.78,1506.08,0.891,56.83,0.585,z_8
254,327.0,122.0,8.06,52.16,6.31,60.13,-7.97,154.14,1972.66,0.881,63.77,0.541,z_12
255,345.0,302.0,1.0,38.95,5.76,46.38,-7.43,164.8,1052.52,0.879,50.43,0.555,z_12
256,430.0,201.0,4.12,38.46,5.76,49.15,-10.69,163.84,1030.82,0.923,49.73,0.51,z_11
260,404.0,262.0,5.39,36.77,5.8,46.52,-9.75,172.7,954.86,0.926,48.17,0.54,z_12
261,465.0,261.0,2.24,36.49,5.66,43.19,-6.7,169.79,939.67,0.904,47.64,0.563,z_10
262,476.0,288.0,1.41,34.2,5.45,40.69,-6.49,173.43,813.8,0.898,45.1,0.541,z_12
263,469.0,240.0,1.0,32.65,6.15,44.07,-11.42,178.53,735.68,0.91,44.35,0.574,z_13
264,459.0,193.0,3.61,34.3,5.86,40.4,-6.1,168.32,822.48,0.908,45.92,0.573,z_14
265,450.0,249.0,1.0,30.33,5.67,39.39,-9.06,174.34,677.08,0.902,41.67,0.553,z_12
266,369.0,245.0,5.39,31.25,6.18,40.19,-8.94,175.2,657.55,0.885,42.95,0.541,z_12
268,398.0,240.0,4.12,34.69,5.52,42.47,-7.78,172.88,852.86,0.883,45.71,0.548,z_12
270,446.0,309.0,4.12,34.49,5.94,42.39,-7.9,174.97,833.33,0.941,45.74,0.559,z_13
271,358.0,203.0,9.85,45.79,5.83,51.54,-5.75,156.26,1456.16,0.898,55.66,0.571,z_11
272,384.0,28.0,9.22,30.76,5.65,38.35,-7.59,180.36,642.36,0.855,41.4,0.545,z_13
273,365.0,106.0,10.0,41.29,6.16,49.45,-8.16,164.19,1215.28,0.907,52.42,0.574,z_15
274,487.0,252.0,1.0,44.47,5.53,51.13,-6.66,160.85,1371.53,0.86,54.43,0.59,z_14
275,403.0,41.0,10.0,34.93,5.8,42.9,-7.97,174.08,868.06,0.88,46.26,0.565,z_12
276,425.0,297.0,3.16,52.34,5.74,59.63,-7.29,152.96,1968.32,0.905,63.77,0.541,z_9
277,413.0,103.0,6.0,69.1,5.94,75.56,-6.46,143.84,3511.28,0.889,80.04,0.526,z_8
280,410.0,208.0,6.71,35.46,5.72,45.26,-9.8,168.25,876.74,0.888,46.59,0.568,z_13
281,333.0,98.0,7.0,36.66,5.72,43.37,-6.71,168.27,937.5,0.883,47.94,0.543,z_12
282,259.0,98.0,8.06,37.4,6.09,45.55,-8.15,170.66,996.09,0.892,48.95,0.538,z_13
283,455.0,34.0,9.0,37.27,5.94,44.77,-7.5,172.79,963.54,0.907,48.38,0.563,z_11
287,456.0,79.0,8.0,35.05,5.88,44.15,-9.1,175.2,872.4,0.912,46.44,0.561,z_11
288,331.0,178.0,5.0,35.29,6.2,42.24,-6.95,166.94,894.1,0.906,46.49,0.596,z_12
289,386.0,114.0,9.06,36.67,5.87,44.7,-8.03,171.22,950.52,0.922,47.55,0.544,z_14
290,41.0,235.0,3.61,39.86,5.36,46.45,-6.59,155.36,1124.13,0.896,48.76,0.535,z_11
291,233.0,13.0,4.47,29.83,5.37,46.42,-16.59,172.49,611.98,0.924,39.32,0.518,z_13
