Mask_ID,Center_X_px,Center_Y_px,Diameter_μm,Mean_Intensity,Area_μm²,Circularity
0,123.00,480.00,27.83,144.13,358.07,0.610
1,479.00,462.00,28.73,162.18,557.73,0.899
2,210.00,421.00,24.57,157.05,401.48,0.919
3,363.00,467.00,27.09,161.09,499.13,0.912
4,453.00,409.00,26.12,171.52,453.56,0.931
5,386.00,418.00,25.47,161.50,436.20,0.895
6,239.00,456.00,23.53,151.54,368.92,0.916
7,31.00,354.00,25.99,140.04,460.07,0.841
8,263.00,442.00,23.40,160.73,364.58,0.906
9,432.00,411.00,25.47,166.88,427.52,0.878
10,362.00,331.00,27.95,159.25,525.17,0.906
11,408.00,456.00,27.80,159.73,533.85,0.851
12,329.00,394.00,27.76,164.63,516.49,0.891
13,420.00,354.00,27.50,164.50,520.83,0.898
14,451.00,392.00,28.62,163.22,549.05,0.885
15,414.00,321.00,27.23,165.02,494.79,0.889
16,481.00,343.00,28.04,161.21,527.34,0.884
17,335.00,379.00,29.26,160.05,577.26,0.871
18,116.00,376.00,25.43,151.90,434.03,0.919
19,167.00,460.00,26.44,156.38,473.09,0.902
20,204.00,457.00,38.25,142.69,1028.65,0.877
21,242.00,476.00,30.39,157.68,638.02,0.928
22,468.00,333.00,26.72,164.42,488.28,0.867
23,213.00,493.00,31.16,154.73,670.57,0.871
24,288.00,424.00,24.63,160.88,405.82,0.888
25,352.00,437.00,26.37,166.13,481.77,0.881
26,346.00,366.00,25.17,168.02,434.03,0.919
27,19.00,375.00,27.28,139.31,499.13,0.861
28,280.00,457.00,26.75,154.72,481.77,0.881
29,388.00,362.00,23.75,163.02,364.58,0.808
30,77.00,324.00,26.44,156.43,468.75,0.933
31,225.00,455.00,26.25,150.00,466.58,0.917
32,455.00,363.00,25.13,167.03,431.86,0.886
33,71.00,428.00,25.21,150.72,436.20,0.895
34,221.00,431.00,23.29,152.57,364.58,0.863
35,373.00,347.00,38.06,149.20,1032.99,0.856
36,337.00,409.00,27.80,162.00,542.53,0.864
37,416.00,414.00,27.66,161.32,529.51,0.913
38,474.00,433.00,38.35,151.59,1032.99,0.906
39,402.00,423.00,29.83,162.07,629.34,0.915
40,348.00,348.00,34.32,156.00,835.50,0.893
41,313.00,314.00,61.68,132.06,2784.29,0.899
42,344.00,469.00,39.28,148.14,1085.07,0.889
43,356.00,381.00,34.05,157.85,805.12,0.889
44,493.00,415.00,48.97,141.71,1718.75,0.910
45,425.00,464.00,36.34,150.79,933.16,0.853
46,318.00,411.00,35.75,152.32,913.63,0.906
47,380.00,458.00,32.94,155.67,759.55,0.887
48,391.00,441.00,35.84,151.63,933.16,0.905
49,378.00,321.00,40.58,148.77,1154.51,0.920
50,444.00,424.00,32.39,156.40,735.68,0.892
51,470.00,410.00,33.98,157.88,815.97,0.864
52,431.00,376.00,35.61,152.61,878.91,0.910
54,315.00,440.00,39.31,149.32,1098.09,0.875
55,458.00,451.00,34.10,152.45,824.65,0.902
56,434.00,395.00,29.18,163.87,590.28,0.891
57,334.00,497.00,30.33,158.14,677.08,0.902
58,471.00,381.00,55.12,137.54,2215.71,0.905
59,182.00,350.00,23.81,150.91,375.43,0.901
60,499.00,446.00,32.94,149.30,755.21,0.882
61,332.00,425.00,30.13,158.53,627.17,0.857
62,372.00,368.00,36.49,153.08,930.99,0.923
63,364.00,450.00,30.22,161.51,620.66,0.889
64,98.00,441.00,26.72,158.54,462.24,0.892
65,464.00,474.00,35.29,152.07,894.10,0.906
66,322.00,344.00,55.60,136.21,2248.26,0.896
67,487.00,360.00,32.24,156.54,713.98,0.896
68,58.00,490.00,30.97,129.21,499.13,0.847
69,400.00,379.00,39.47,145.21,1117.62,0.908
70,75.00,491.00,30.97,145.48,479.60,0.669
