cluster_id,rep_x,rep_y,num_observations,z_levels,diameter_min,diameter_max,diameter_mean,diameter_std,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15
89,46.125,353.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",28.98,36.12,32.306875,2.5249250452983736,28.98,29.17,29.09,29.17,30.05,30.35,31.42,32.01,32.61,33.54,34.26,34.26,34.68,35.54,35.66,36.12
957,438.0,492.0,4,"z_3,z_4,z_5,z_7",35.73,36.12,35.925,0.19500000000000028,,,,36.12,35.73,35.73,,36.12,,,,,,,,
424,279.0,31.25,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",30.1,36.1,32.731874999999995,2.1747304969524395,30.33,30.33,30.33,30.1,30.33,31.36,31.56,32.11,32.53,33.37,33.77,34.5,35.43,35.49,36.07,36.1
299,158.0,282.4375,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",29.25,36.09,32.30625,2.51295860242464,29.25,29.26,29.38,29.45,29.83,29.83,31.36,31.8,32.4,33.66,34.27,34.42,34.91,34.91,36.08,36.09
298,288.87499999999994,186.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",28.62,36.04,31.432499999999997,2.4125077720082064,28.69,28.69,28.62,29.09,29.18,29.18,29.83,31.02,31.71,32.4,32.13,33.39,33.95,34.3,34.7,36.04
63,410.0,439.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",28.58,35.99,32.054375,2.5921756517209635,28.94,28.58,28.94,29.27,29.98,30.23,30.85,31.5,31.95,32.57,32.94,34.79,34.97,35.67,35.7,35.99
356,118.06249999999999,151.25000000000003,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",27.95,35.99,30.977500000000003,2.5817181778807696,28.14,28.4,28.26,27.95,28.69,28.8,29.52,30.13,30.85,31.36,31.98,32.72,33.77,34.35,34.73,35.99
899,460.25,436.25,4,"z_9,z_10,z_11,z_12",27.99,35.84,32.305,2.8732255393546833,,,,,,,,,,33.59,27.99,35.84,31.8,,,
305,58.4375,61.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",27.95,35.83,30.865624999999998,2.570911727262334,27.95,27.95,27.95,28.35,28.67,29.17,29.45,29.83,30.39,31.48,31.55,32.61,33.61,34.49,34.57,35.83
297,35.875,25.3125,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",27.95,35.75,31.258125,2.562948055340763,28.07,28.62,27.95,28.67,28.67,29.51,29.9,30.52,31.48,31.95,32.61,33.01,33.66,34.34,35.42,35.75
168,459.0625,80.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",28.92,35.68,31.853125,2.322296058726147,28.92,29.27,29.03,29.15,29.44,30.36,31.02,31.48,31.98,32.34,33.01,33.35,34.28,34.68,35.68,35.66
151,328.0,183.9375,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",28.31,35.66,31.323749999999997,2.3109166877020906,28.31,28.76,29.14,28.9,29.14,30.07,30.39,30.69,31.11,31.34,31.94,32.4,33.35,34.71,35.27,35.66
196,317.0,193.6875,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",29.36,35.66,32.31625,1.7232849263833296,30.33,29.36,30.11,31.16,31.29,31.99,31.88,31.89,32.36,32.4,32.41,33.34,35.66,35.66,34.01,33.21
322,13.375,125.5,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",28.43,35.66,31.409999999999997,2.392932301591501,28.43,28.53,29.08,29.13,29.13,30.01,29.98,30.24,31.01,32.1,32.54,33.19,33.59,34.98,34.96,35.66
145,378.0,43.43749999999999,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",28.36,35.63,31.149375,2.3872171789292653,28.51,28.36,28.4,28.67,28.96,29.27,29.49,30.44,31.17,31.9,32.44,32.94,34.1,34.2,33.91,35.63
7,361.87499999999994,331.0625,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",26.68,35.6,29.939999999999998,2.6146486379626617,26.68,27.28,27.28,27.95,27.66,27.66,28.51,28.88,29.27,30.19,31.37,31.58,32.34,33.11,33.68,35.6
458,65.60000000000001,132.30000000000004,10,"z_0,z_1,z_2,z_8,z_9,z_10,z_11,z_12,z_13,z_15",29.08,35.6,31.308,2.4678038819971095,34.92,34.5,35.6,,,,,,29.08,29.08,30.15,30.15,30.15,29.35,,30.1
351,205.0,184.375,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",28.12,35.55,31.39625,2.631574801805944,28.12,28.12,28.42,28.54,28.94,29.49,29.83,30.58,31.9,32.15,32.94,33.73,33.73,35.15,35.15,35.55
210,473.37500000000006,309.1875,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",26.75,35.52,30.143125000000005,2.7256277229979524,26.75,27.2,27.27,27.28,27.5,27.95,28.69,29.28,30.05,31.0,31.37,32.21,33.04,33.59,33.59,35.52
358,16.125,266.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",28.09,35.51,31.18125,2.486875235611952,28.34,28.09,28.09,28.4,28.51,29.15,30.02,30.76,31.54,32.34,32.78,33.66,33.77,33.77,34.17,35.51
185,486.0,137.33333333333334,3,"z_0,z_1,z_2",34.17,35.49,34.61,0.622253967444162,35.49,34.17,34.17,,,,,,,,,,,,,
150,464.0,15.0625,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",27.65,35.42,30.558749999999996,2.524551630983213,27.65,27.72,27.76,28.05,28.43,28.58,29.24,29.61,30.26,31.02,31.68,32.36,32.78,33.69,34.69,35.42
9,451.37500000000006,392.25,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",27.5,35.15,30.988125000000004,2.4060502352143436,27.95,27.5,27.95,28.62,28.69,29.0,30.05,30.85,31.63,32.21,32.21,33.04,33.59,33.76,33.61,35.15
403,244.93749999999997,51.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",28.94,35.1,31.62125,2.308795343355491,28.94,28.94,28.94,29.08,29.36,29.41,30.5,30.96,31.75,32.63,32.99,33.59,34.1,34.76,34.89,35.1
157,391.37500000000006,186.125,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",28.34,35.06,31.081875,2.3722568862530466,28.54,28.34,28.34,28.47,29.06,29.13,29.64,30.11,31.02,31.58,32.61,33.01,33.48,34.24,34.68,35.06
329,315.25,271.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",28.09,34.98,31.124374999999997,2.4150154470261675,28.09,28.09,28.34,28.98,29.13,29.38,29.25,30.46,31.32,31.57,32.69,32.82,33.58,34.35,34.96,34.98
6,479.125,461.9375,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",28.4,34.93,31.1475,2.2596943930540694,28.4,28.49,28.49,28.73,29.12,29.45,30.18,30.33,31.01,32.12,32.48,32.2,33.91,33.8,34.93,34.72
162,429.0,172.18750000000003,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",27.41,34.93,30.5075,2.328055787561802,27.41,27.5,27.5,28.71,28.94,28.58,29.08,30.35,30.61,31.12,31.67,31.88,32.65,32.99,34.2,34.93
152,474.0,134.37499999999997,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",28.98,34.92,31.871875000000003,2.0559797504778596,29.13,28.98,28.98,29.83,29.49,31.16,31.75,31.98,31.98,32.02,32.82,33.71,34.02,34.49,34.69,34.92
473,442.0,406.8571428571429,7,"z_0,z_1,z_10,z_11,z_12,z_13,z_14",25.77,34.92,28.358571428571427,3.608693584630746,32.94,34.92,,,,,,,,,25.77,25.86,25.77,25.77,27.48,
948,395.0,467.0,1,z_15,34.92,34.92,34.92,0.0,,,,,,,,,,,,,,,,34.92
316,84.0,23.562499999999996,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",28.39,34.9,30.82375,2.1638474848057108,28.56,28.4,28.39,28.51,28.49,29.47,29.83,30.05,30.99,31.08,31.75,31.75,32.99,33.59,34.43,34.9
161,364.0,33.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",27.5,34.79,30.688125,2.369813333234287,27.95,27.5,27.95,28.33,28.49,28.92,29.03,30.26,31.13,31.3,32.03,32.7,32.94,33.84,33.85,34.79
158,337.3125,49.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",26.94,34.74,29.610625,2.695780194929661,27.05,27.23,26.94,26.96,27.18,27.18,27.66,28.51,29.17,29.97,30.24,31.05,32.18,33.04,34.67,34.74
16,420.1875,353.31250000000006,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",26.81,34.73,29.903750000000002,2.5032251072366623,26.81,27.09,27.44,27.5,27.5,27.95,28.69,28.98,29.38,30.13,31.3,31.83,32.82,32.96,33.35,34.73
332,303.0,87.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",26.96,34.68,29.951875,2.6562549264660196,26.96,26.96,27.18,26.96,27.53,27.8,28.63,29.3,29.61,30.76,30.76,31.57,32.62,33.71,34.2,34.68
195,462.8125,110.125,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",30.91,34.67,32.58125,1.0650755548316748,31.29,31.8,30.91,32.12,32.12,31.57,31.84,31.84,32.12,33.48,33.48,33.08,34.17,34.67,33.73,33.08
872,495.3076923076923,488.53846153846155,13,"z_1,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_12,z_13,z_14,z_15",33.01,34.63,33.879230769230766,0.50592583126933,,33.4,,33.59,33.59,33.59,33.59,33.59,33.91,33.91,34.36,,33.01,34.63,34.63,34.63
64,337.0,409.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",27.53,34.57,30.14,2.347661070086566,27.53,27.53,27.8,27.8,27.54,28.42,28.63,29.52,30.11,30.37,31.29,31.75,32.52,33.03,33.83,34.57
19,248.06250000000003,491.4375,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",27.5,34.51,30.603125000000002,2.313846145355175,27.5,27.95,28.47,28.47,28.47,28.62,29.17,29.45,30.69,31.05,31.95,33.05,32.86,33.38,34.06,34.51
12,414.0,321.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",26.44,34.49,29.595625,2.421399308122268,26.96,26.44,27.06,27.23,27.52,27.8,28.39,28.63,29.61,30.26,30.33,30.81,32.26,32.8,32.94,34.49
423,240.68750000000003,104.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",28.34,34.43,30.81125,2.1389158322617567,28.58,28.34,28.34,28.58,28.94,29.27,29.6,29.83,30.69,31.15,31.37,32.65,33.59,33.59,34.03,34.43
1,329.0,394.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",27.44,34.33,29.99125,2.250818948183082,27.44,27.61,28.03,27.76,28.09,28.26,28.43,28.63,29.48,30.52,31.01,31.71,32.05,32.9,33.61,34.33
134,292.0,409.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",27.8,34.24,30.468125,2.240257292003532,28.05,28.05,28.11,27.8,28.63,28.63,29.04,29.78,30.28,30.77,31.58,32.26,32.4,33.73,34.14,34.24
457,286.0,290.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",27.76,34.24,30.205625000000005,2.0491948685703365,27.76,28.04,28.34,28.07,28.09,28.47,29.27,29.27,30.37,30.96,31.25,31.25,31.9,32.1,33.91,34.24
285,290.43750000000006,99.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",26.68,34.2,29.2875,2.3278302665787303,26.68,26.68,26.88,27.04,27.21,27.29,28.09,28.47,29.08,29.83,29.83,31.11,31.58,32.02,32.61,34.2
490,46.0,194.18750000000003,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",26.44,34.2,29.70375,2.26291812434741,26.44,27.17,27.17,27.44,27.64,28.04,28.63,29.08,29.86,30.37,31.01,31.81,31.88,32.02,32.5,34.2
346,63.0,203.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",27.5,34.19,30.301875000000003,2.2475298072272594,27.5,27.5,27.99,28.09,28.09,28.4,28.92,29.44,30.33,31.48,31.92,32.17,32.56,32.94,33.31,34.19
57,481.0625,343.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",27.59,34.17,30.25625,2.1864894094186687,27.59,27.76,28.03,28.04,28.07,28.63,29.18,29.38,29.83,31.28,31.53,31.48,32.26,33.29,33.58,34.17
342,90.5,120.5,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",27.21,34.17,29.640625,2.3689118513306906,27.23,27.23,27.21,27.28,27.66,27.66,27.95,27.95,29.83,30.24,30.33,31.37,32.21,32.82,33.11,34.17
2,352.0,437.375,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",26.36,34.12,29.146250000000002,2.4922050352047678,26.68,26.36,26.37,26.37,27.18,28.04,27.5,28.14,28.74,29.26,29.81,30.5,31.75,31.98,33.54,34.12
207,344.9375,121.0625,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",27.5,34.1,30.346875,2.340474628013515,27.95,27.66,27.5,27.92,28.34,28.34,28.94,29.27,29.83,31.58,31.8,32.34,32.94,32.94,34.1,34.1
3,468.4375,332.9375,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",26.72,34.02,28.9875,2.2831324425008734,26.72,26.72,26.84,26.72,26.88,27.38,27.41,27.95,27.95,29.64,30.24,30.24,31.03,31.78,32.28,34.02
35,453.0,409.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",26.1,34.02,28.891875000000002,2.5912502261215535,26.1,26.1,26.1,26.12,26.25,26.78,27.26,28.12,28.58,29.57,30.76,31.02,31.12,31.92,32.45,34.02
337,119.16666666666667,220.0,12,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_15",26.88,33.97,28.75666666666667,2.051492681493702,26.88,26.96,26.96,27.44,27.44,27.52,28.47,28.47,29.74,30.22,31.01,,,,,33.97
201,353.43750000000006,135.125,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",26.68,33.93,29.788125,2.3197392599977693,27.27,27.38,27.28,26.68,27.41,28.09,28.56,28.98,30.97,30.77,30.81,31.02,31.36,32.19,33.91,33.93
944,20.0,194.0,1,z_14,33.93,33.93,33.93,0.0,,,,,,,,,,,,,,,33.93,
347,31.0,186.81249999999997,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",26.34,33.92,29.0775,2.5229434694419925,26.72,26.34,26.34,26.44,26.94,26.44,27.85,28.47,28.58,29.44,30.28,30.45,31.58,32.05,33.4,33.92
464,139.5833333333333,58.0,12,"z_0,z_1,z_2,z_3,z_4,z_9,z_10,z_11,z_12,z_13,z_14,z_15",30.33,33.91,32.35,0.9147677300823411,33.91,32.94,32.94,32.94,32.94,,,,,30.33,32.34,30.97,32.34,32.34,32.34,31.87
319,63.0,121.5,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",26.72,33.86,29.419375,2.4059080114116993,26.72,26.78,27.1,26.98,27.11,27.41,27.5,28.8,29.26,30.1,30.33,31.33,31.75,32.65,33.03,33.86
141,163.06250000000003,444.4375,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",27.01,33.85,30.286875000000002,2.2897863403328707,27.01,27.01,27.95,28.14,28.09,28.71,28.94,29.83,30.44,31.36,32.05,32.13,32.81,32.99,33.28,33.85
170,393.18750000000006,103.68749999999999,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",26.72,33.72,29.39,2.2419717884041264,26.72,26.72,26.88,27.17,27.59,27.73,28.11,28.94,29.49,29.97,30.33,30.33,31.01,32.12,33.41,33.72
112,262.0,382.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",27.06,33.69,30.029375,2.4024400844505984,27.23,27.06,27.33,27.57,27.52,27.94,28.63,29.37,30.32,30.93,31.36,32.36,32.69,32.94,33.53,33.69
304,262.0,25.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",27.11,33.65,29.803124999999998,2.206149696728443,27.11,27.26,27.29,27.18,28.16,27.83,28.56,29.11,30.92,30.37,30.5,31.37,31.75,32.65,33.14,33.65
13,408.0,456.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",27.57,33.61,30.06125,2.0404438089543167,27.57,27.8,27.8,27.8,27.8,28.39,29.02,29.86,30.04,30.76,31.36,31.51,31.98,32.69,32.99,33.61
194,449.0,199.0,9,"z_0,z_1,z_2,z_8,z_9,z_10,z_11,z_12,z_13",30.01,33.61,31.282222222222224,1.4472332053326051,32.68,33.59,33.61,,,,,,30.33,30.33,30.33,30.33,30.33,30.01,,
206,440.37500000000006,43.25,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",27.1,33.59,29.358125,1.932819245137786,27.1,27.61,27.44,27.44,27.44,28.04,27.95,28.49,29.18,30.26,29.83,30.66,30.85,31.8,32.05,33.59
349,256.4375,289.5,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",27.41,33.59,29.771875,2.010840056885431,27.41,27.41,27.95,27.41,27.95,27.95,28.69,29.46,29.8,30.18,30.33,31.37,32.1,32.1,32.65,33.59
66,416.0625,413.9375,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",26.88,33.41,29.811875,2.1341163825749985,26.88,27.41,27.95,27.66,27.95,27.95,27.95,29.47,30.17,30.17,31.01,31.34,32.12,32.65,32.9,33.41
31,363.0,466.43750000000006,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",26.79,33.35,29.2675,2.047945616953732,26.79,26.79,27.08,27.09,27.09,28.03,28.34,28.94,28.94,29.56,30.35,31.25,31.29,31.36,32.03,33.35
481,135.68749999999997,217.81249999999997,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",26.95,33.35,29.18375,2.05237019991521,27.17,27.18,26.95,27.23,27.23,27.56,27.66,27.95,29.04,30.05,30.1,30.33,31.01,32.08,32.05,33.35
336,315.0,288.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",27.3,33.33,29.813125,2.1794802096772985,27.3,27.43,27.43,27.48,27.8,27.8,28.49,28.63,29.85,31.19,31.58,31.36,32.03,32.03,33.28,33.33
132,141.0,489.8125,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",26.44,33.21,29.32875,2.2662520683939813,26.44,26.96,26.96,27.01,27.23,27.38,28.09,28.47,29.04,30.07,30.33,31.56,31.63,31.98,32.9,33.21
819,122.06249999999999,480.75000000000006,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",26.86,33.21,29.635624999999997,2.078530035716348,26.86,27.09,27.21,27.83,28.0,28.34,28.34,28.58,29.26,30.5,31.05,31.56,31.56,31.94,32.84,33.21
148,372.0,141.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",26.44,33.2,29.182499999999997,2.3363259083441252,26.44,26.54,26.78,26.78,26.86,27.23,27.76,28.4,28.86,29.83,30.93,30.93,31.68,31.92,32.78,33.2
209,485.0,207.125,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",25.99,33.16,28.68125,2.3650578084901004,26.28,26.44,25.99,26.1,26.44,26.44,27.18,27.5,28.92,29.18,30.05,30.44,31.13,31.75,31.9,33.16
625,385.0,478.0,10,"z_0,z_1,z_2,z_4,z_10,z_11,z_12,z_13,z_14,z_15",27.48,33.16,30.093,2.1543586052465815,27.8,27.8,27.88,,27.48,,,,,,29.54,31.05,31.29,31.81,33.12,33.16
467,218.0,25.625,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",25.82,33.07,28.70125,2.2588987222759678,25.82,25.82,26.52,26.72,26.43,26.96,27.61,28.09,28.74,28.94,29.81,30.39,30.79,31.33,32.18,33.07
324,30.625,132.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",25.77,33.03,28.441875000000003,2.497419214784534,25.77,25.77,26.1,26.1,26.1,26.1,26.79,27.5,28.09,28.8,29.27,30.33,31.05,31.73,32.54,33.03
350,137.75,113.25,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",26.68,33.01,29.0775,2.2574169419936583,26.68,26.68,26.68,26.68,27.13,27.33,27.66,27.95,28.98,29.26,30.1,30.65,31.37,32.26,32.82,33.01
460,176.0,50.5625,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",25.69,33.01,28.485000000000003,2.475022727168379,31.89,33.01,32.13,31.01,29.41,30.65,28.35,28.35,27.8,26.74,26.35,25.69,25.69,25.69,25.69,27.31
483,118.0,196.50000000000003,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",26.72,33.01,29.391875,2.298907943867044,26.72,26.84,26.84,26.84,27.26,27.26,27.95,28.71,29.27,30.05,31.25,31.8,31.86,31.86,32.75,33.01
334,26.0,223.50000000000003,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",25.69,32.98,28.680000000000003,2.4997324856872183,25.77,25.69,25.69,26.12,26.68,26.68,26.68,27.95,28.69,29.68,30.1,31.3,31.3,31.67,31.9,32.98
355,249.0,34.3125,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",26.17,32.98,28.814375,2.360116439791689,26.55,26.36,26.36,26.17,26.46,27.11,27.13,27.66,29.04,29.17,29.55,30.45,31.38,31.95,32.71,32.98
205,431.0,229.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",26.72,32.97,29.418750000000003,2.279692619082669,26.72,27.17,27.24,27.26,26.89,27.31,28.05,28.58,29.26,29.6,30.79,31.16,31.9,32.83,32.97,32.97
417,309.9375,26.5625,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",27.09,32.97,29.3875,2.138751095850099,27.09,27.11,27.23,27.26,27.29,27.56,27.66,28.75,29.18,29.83,30.39,31.17,31.78,31.97,32.97,32.96
58,429.6875,316.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",26.27,32.94,28.683124999999997,2.180082334311023,26.27,26.36,26.44,26.44,26.64,27.09,27.17,27.87,28.56,28.94,29.83,30.33,30.36,31.67,32.02,32.94
142,223.0,324.8125,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",26.15,32.94,28.973125,2.2660751276987705,26.15,26.24,26.25,26.78,26.72,27.23,27.23,28.98,28.98,30.06,30.85,30.33,31.32,31.56,31.95,32.94
