Mask_ID,Center_X_px,Center_Y_px,Diameter_μm,Mean_Intensity,Area_μm²,Circularity
0,533.00,612.00,53.74,52.16,2116.96,0.890
1,869.00,780.00,49.24,45.32,1790.31,0.910
2,508.00,650.00,52.30,50.01,2002.08,0.900
3,445.00,780.00,51.71,48.19,1963.32,0.889
4,750.00,992.00,52.59,49.25,2033.22,0.892
5,857.00,740.00,47.18,45.09,1640.14,0.889
6,386.00,923.00,54.15,47.55,2170.93,0.898
7,670.00,544.00,53.63,52.70,2139.10,0.895
8,627.00,400.00,52.81,52.02,2017.30,0.892
9,749.00,785.00,51.92,49.52,1991.00,0.891
10,876.00,979.00,47.11,41.39,1609.69,0.900
11,990.00,758.00,52.73,47.97,2048.44,0.888
12,393.00,633.00,53.74,51.32,2141.18,0.897
13,625.00,905.00,50.26,43.42,1858.82,0.898
14,814.00,468.00,47.64,46.10,1667.82,0.909
15,912.00,676.00,55.97,51.98,2322.49,0.898
16,712.00,805.00,46.73,44.92,1592.39,0.899
17,961.00,789.00,46.79,40.96,1587.54,0.881
18,665.00,420.00,48.00,47.73,1656.75,0.898
19,758.00,949.00,49.25,45.08,1760.55,0.887
20,743.00,423.00,49.18,48.35,1776.47,0.892
21,424.00,410.00,48.79,46.72,1767.47,0.906
22,863.00,414.00,49.03,47.37,1783.39,0.895
23,652.00,706.00,51.78,49.45,1975.78,0.899
24,478.00,510.00,46.78,46.58,1613.84,0.880
25,609.00,976.00,49.84,42.40,1820.76,0.888
26,672.00,946.00,47.35,41.49,1627.68,0.899
27,457.00,706.00,53.33,49.25,2020.76,0.876
28,408.00,562.00,46.12,45.86,1576.47,0.910
29,436.00,543.00,46.25,46.11,1422.15,0.845
30,422.00,740.00,55.94,52.69,2253.98,0.884
31,887.00,940.00,47.10,40.64,1648.44,0.899
33,966.00,961.00,55.71,46.88,2177.85,0.873
230,49.00,841.00,52.34,38.07,2001.38,0.886
231,105.00,701.00,50.55,41.93,1848.44,0.886
232,320.00,665.00,54.29,49.85,2188.24,0.888
233,48.00,590.00,52.09,40.31,1998.62,0.881
234,67.00,553.00,47.02,37.89,1586.85,0.884
235,368.00,964.00,53.31,44.41,2051.90,0.897
236,140.00,724.00,47.99,40.80,1687.20,0.892
237,298.00,834.00,51.76,45.59,1968.17,0.903
238,222.00,704.00,51.28,45.40,1930.80,0.896
239,130.00,792.00,54.78,43.29,2210.38,0.888
240,250.00,468.00,51.84,45.54,1991.70,0.888
241,320.00,450.00,46.07,42.27,1554.33,0.886
242,304.00,518.00,45.86,44.54,1559.17,0.909
243,196.00,978.00,58.75,43.23,2557.79,0.903
244,222.00,827.00,53.92,45.63,2129.41,0.895
245,232.00,383.00,52.90,46.92,2079.58,0.884
246,68.00,471.00,53.16,41.40,2084.43,0.904
247,347.00,631.00,47.46,41.71,1646.37,0.901
248,261.00,688.00,46.67,41.92,1577.16,0.890
249,38.00,946.00,53.32,37.33,2092.73,0.887
250,264.00,508.00,48.63,47.73,1712.11,0.889
251,273.00,985.00,47.95,39.58,1649.13,0.886
252,282.00,942.00,53.99,47.80,2148.79,0.889
253,312.00,911.00,45.95,40.40,1535.64,0.895
254,313.00,988.00,44.92,38.21,1463.67,0.905
363,865.00,42.00,54.39,63.92,2161.25,0.904
364,423.00,292.00,52.52,48.30,2049.83,0.879
365,506.00,96.00,57.45,59.72,2465.05,0.892
366,443.00,112.00,49.02,48.90,1774.39,0.888
367,688.00,274.00,53.61,62.00,2141.87,0.886
368,786.00,136.00,59.02,69.23,2613.15,0.895
481,75.00,345.00,52.33,39.06,2026.99,0.886
482,329.00,203.00,49.65,42.05,1815.92,0.893
484,130.00,304.00,57.72,45.62,2483.74,0.896
485,374.00,216.00,54.30,48.03,2207.61,0.896
486,84.00,141.00,52.76,35.17,2044.98,0.890
487,121.00,358.00,52.81,42.66,2088.58,0.895
488,335.00,291.00,54.47,48.93,2208.30,0.890
489,222.00,238.00,51.87,42.19,2001.38,0.892
490,295.00,361.00,53.99,48.51,2155.02,0.885
491,45.00,76.00,54.52,33.14,2200.00,0.886
492,139.00,154.00,54.38,34.57,2193.77,0.901
