Diameter_μm,occupancy
45.08,0
48.52,0
47.19,0
41.97,0
48.24,0
42.84,0
49.59,0
44.72,0
49.88,0
48.77,0
38.83,0
42.67,0
52.97,0
41.95,0
43.88,0
48.45,0
42.5,0
42.19,0
47.91,0
41.73,0
49.75,0
44.09,0
50.02,0
54.76,0
50.0,0
54.01,0
42.64,0
54.49,0
42.22,0
49.73,0
42.64,0
45.21,0
37.41,0
42.1,0
48.85,0
42.61,0
44.91,0
43.81,0
51.19,0
43.4,0
62.5,0
50.14,0
46.25,0
42.34,0
45.41,0
48.37,0
41.35,0
48.82,0
41.1,0
39.8,0
43.55,0
42.21,0
48.43,0
45.15,0
49.56,0
49.68,0
47.51,0
48.54,0
49.67,0
43.04,0
50.46,0
37.22,0
41.78,0
48.64,0
42.26,0
42.2,0
48.16,0
49.56,0
42.57,0
40.6,0
41.81,0
44.83,0
47.81,0
49.69,0
48.66,0
48.37,0
48.81,0
48.2,0
49.03,0
42.42,0
42.51,0
49.06,0
42.19,0
51.21,0
49.06,0
44.62,0
48.38,0
42.19,0
42.63,0
48.9,0
45.12,0
41.89,0
44.45,0
45.52,0
41.28,0
45.6,0
46.29,0
47.78,0
38.97,0
48.92,0
42.21,0
49.65,0
44.83,0
42.32,0
43.06,0
48.21,0
46.6,0
43.0,0
49.27,0
47.64,0
50.94,0
50.88,0
48.66,0
42.04,0
43.29,0
41.64,0
47.03,0
44.37,0
50.67,0
42.12,0
41.92,0
45.83,0
41.69,0
42.53,0
48.42,0
42.43,0
43.42,0
42.28,0
41.64,0
47.96,0
48.01,0
48.48,0
42.76,0
43.53,0
50.3,0
48.38,0
44.4,0
48.39,0
44.27,0
41.67,0
42.61,0
47.91,0
47.86,0
46.2,0
43.13,0
41.37,0
41.94,0
54.7,0
48.82,0
44.16,0
42.08,0
47.93,0
42.27,0
38.52,0
43.51,0
43.15,0
46.04,0
43.26,0
49.65,0
49.68,0
43.0,0
48.59,0
43.08,0
48.34,0
44.27,0
46.54,0
42.16,0
42.04,0
42.52,0
41.23,0
41.59,0
42.91,0
42.59,0
47.1,0
42.43,0
41.94,0
45.42,0
53.26,0
42.72,0
42.24,0
48.61,0
43.02,0
48.53,0
42.24,0
42.78,0
42.49,0
50.85,0
44.36,0
48.13,0
48.51,0
45.05,0
43.09,0
55.1,0
43.38,0
47.51,0
42.78,0
50.66,0
46.05,0
43.26,0
54.16,0
49.73,0
27.2,0
42.85,0
43.19,0
42.23,0
41.54,0
38.32,0
49.3,0
50.31,0
44.44,0
48.54,0
48.13,0
42.47,0
38.27,0
42.16,0
41.89,0
47.38,0
42.26,0
43.04,0
42.96,0
45.46,0
49.29,0
50.04,0
45.61,0
50.42,0
48.51,0
42.05,0
50.93,0
39.98,0
43.24,0
41.48,0
49.82,0
41.7,0
50.52,0
42.72,0
54.68,0
44.16,0
42.1,0
43.57,0
47.1,0
49.17,0
43.83,0
48.64,0
48.27,0
46.19,0
53.2,0
43.39,0
42.36,0
50.28,0
43.15,0
49.81,0
48.51,0
45.31,0
43.08,0
42.05,0
49.86,0
41.63,0
42.41,0
43.26,0
49.74,0
42.88,0
48.21,1
44.39,1
47.68,1
50.31,1
44.31,1
48.75,1
41.54,1
45.37,1
49.25,1
48.76,1
47.57,1
43.17,1
43.0,1
48.08,1
42.76,1
45.47,1
45.34,1
53.89,1
43.79,1
51.36,1
50.76,1
48.56,1
51.41,1
42.09,1
46.41,1
49.13,1
47.98,1
47.46,1
49.19,1
42.75,1
42.98,1
44.87,1
48.23,1
54.83,1
44.83,1
49.68,1
45.54,1
50.65,1
42.24,1
44.74,1
41.27,1
49.59,1
48.24,1
43.09,1
48.38,1
49.49,1
55.17,1
44.67,1
49.63,1
50.05,1
50.14,1
51.58,1
50.79,1
52.01,1
49.29,1
42.29,1
49.67,1
48.58,1
42.68,1
43.07,1
50.53,1
50.28,1
42.09,1
50.25,1
43.88,1
49.07,1
44.72,1
48.69,1
52.41,1
43.56,1
53.66,1
48.63,1
47.82,1
44.15,1
