Diameter_μm,occupancy
50.21,0
42.11,0
44.65,0
41.81,0
45.18,0
42.41,0
44.39,0
48.95,0
51.42,0
15.08,0
45.48,0
45.76,0
42.8,0
49.26,0
44.32,0
41.34,0
47.58,0
42.13,0
42.84,0
39.21,0
42.95,0
48.53,0
41.77,0
42.28,0
50.19,0
44.85,0
48.57,0
47.56,0
34.79,0
46.07,0
43.41,0
47.67,0
44.65,0
49.8,0
51.89,0
50.27,0
49.41,0
44.54,0
54.21,0
43.07,0
54.51,0
48.98,0
48.04,0
45.89,0
47.22,0
42.2,0
51.26,0
53.24,0
50.0,0
44.56,0
44.81,0
43.57,0
47.61,0
50.48,0
41.81,0
54.69,0
42.07,0
47.79,0
42.72,0
41.78,0
42.07,0
48.21,0
41.54,0
48.83,0
48.01,0
42.68,0
45.3,0
37.85,0
42.49,0
41.47,0
50.34,0
48.45,0
44.45,0
44.9,0
42.21,0
44.57,0
49.76,0
50.26,0
47.83,0
44.37,0
43.78,0
43.79,0
43.74,0
53.95,0
43.33,0
48.05,0
47.79,0
38.26,0
49.46,0
48.51,0
43.83,0
49.58,0
45.06,0
48.01,0
38.74,0
48.43,0
49.33,0
54.67,0
42.34,0
49.89,0
42.94,0
47.53,0
49.95,0
44.51,0
48.9,0
48.14,0
49.21,0
43.86,0
47.67,0
41.97,0
49.69,0
43.55,0
42.66,0
42.1,0
49.93,0
55.19,0
42.25,0
41.91,0
41.78,0
48.88,0
50.7,0
41.94,0
42.66,0
38.56,0
41.95,0
48.15,0
42.67,0
46.81,0
41.78,0
48.78,0
41.7,0
45.93,0
41.7,0
42.53,0
41.83,0
48.97,0
47.98,0
51.17,0
48.7,0
43.72,0
49.69,0
49.07,0
50.15,0
43.58,0
48.45,0
45.96,0
42.84,0
19.3,0
32.02,0
48.45,0
43.43,0
51.12,0
49.57,0
41.55,0
42.15,0
42.94,0
14.22,0
44.68,0
43.03,0
48.51,0
48.88,0
43.29,0
43.99,0
47.02,0
45.88,0
45.54,0
44.72,0
49.44,0
46.03,0
42.32,0
42.4,0
42.01,0
40.95,0
13.15,0
15.94,0
44.68,0
44.59,0
42.6,0
50.37,0
48.51,0
45.9,0
51.47,0
42.13,0
51.53,0
46.47,0
40.48,0
50.96,0
44.88,0
42.39,0
49.64,0
50.4,0
43.0,0
43.23,0
48.26,0
49.84,0
45.37,0
50.89,0
48.83,0
53.2,0
44.27,0
50.76,0
