Mask_ID,Center_X_px,Center_Y_px,Diameter_μm,Mean_Intensity,Area_μm²,Circularity
0,55.00,375.00,36.67,119.85,924.48,0.870
1,51.00,356.00,31.63,121.23,690.10,0.875
2,401.00,321.00,27.16,138.01,494.79,0.853
3,148.00,489.00,26.71,134.56,479.60,0.851
4,143.00,379.00,29.87,128.18,575.09,0.845
5,124.00,362.00,41.13,119.50,1121.96,0.901
6,490.00,327.00,34.67,125.56,807.29,0.883
7,365.00,458.00,61.59,115.15,2441.41,0.803
8,291.00,473.00,25.13,140.41,410.16,0.842
9,160.00,378.00,28.43,126.01,549.05,0.885
10,236.00,499.00,26.44,132.67,468.75,0.894
11,160.00,392.00,24.87,132.77,407.99,0.864
12,115.00,348.00,25.17,129.91,438.37,0.929
13,451.00,333.00,31.19,132.17,627.17,0.888
14,136.00,480.00,27.31,132.20,501.30,0.855
15,386.00,389.00,30.13,131.63,598.96,0.904
16,277.00,435.00,27.67,138.16,499.13,0.897
17,492.00,456.00,28.80,132.85,559.90,0.878
18,327.00,329.00,49.84,118.13,1482.20,0.756
19,294.00,440.00,39.61,123.75,1043.84,0.872
20,287.00,460.00,25.17,137.46,438.37,0.929
21,44.00,387.00,27.36,127.72,512.15,0.883
22,224.00,424.00,28.37,132.18,551.22,0.878
23,189.00,379.00,23.75,137.38,368.92,0.818
24,93.00,398.00,30.20,127.76,601.13,0.883
25,252.00,491.00,32.78,129.23,740.02,0.856
26,151.00,472.00,31.37,129.77,672.74,0.896
27,33.00,359.00,33.74,118.28,789.93,0.864
28,165.00,466.00,27.44,132.39,512.15,0.883
29,299.00,489.00,41.22,122.65,1100.26,0.837
30,397.00,372.00,30.33,128.27,596.79,0.845
31,68.00,393.00,39.53,117.12,1104.60,0.897
32,57.00,472.00,45.07,117.06,1243.49,0.847
33,433.00,335.00,31.95,131.04,655.38,0.860
34,126.00,492.00,34.20,125.00,800.78,0.884
35,481.00,471.00,42.22,120.32,1221.79,0.895
36,235.00,486.00,25.21,135.65,436.20,0.895
37,357.00,373.00,33.21,129.08,755.21,0.894
38,343.00,465.00,31.98,128.54,685.76,0.869
39,357.00,338.00,32.26,130.70,709.64,0.860
40,430.00,461.00,35.27,126.71,868.06,0.880
41,337.00,445.00,37.45,124.98,991.75,0.888
42,388.00,461.00,29.45,133.10,590.28,0.891
43,464.00,343.00,32.73,129.54,735.68,0.851
44,464.00,431.00,47.21,119.04,1553.82,0.869
45,335.00,419.00,51.12,116.88,1801.22,0.841
46,391.00,351.00,57.41,117.64,2042.10,0.766
47,401.00,432.00,44.87,120.10,1438.80,0.887
48,400.00,450.00,27.50,134.52,529.51,0.913
49,384.00,444.00,35.42,129.39,844.18,0.902
50,465.00,454.00,41.81,119.69,1236.98,0.867
51,423.00,441.00,38.95,123.83,1061.20,0.887
52,375.00,333.00,41.93,121.43,1134.98,0.841
53,486.00,426.00,25.17,137.04,442.71,0.938
54,407.00,363.00,23.81,140.22,375.43,0.901
55,325.00,463.00,39.32,123.48,1017.80,0.827
56,444.00,373.00,30.85,132.13,664.06,0.884
57,413.00,457.00,29.27,132.17,590.28,0.891
58,478.00,388.00,32.01,131.55,700.95,0.910
59,211.00,324.00,26.54,135.22,481.77,0.881
60,337.00,399.00,27.42,134.66,501.30,0.890
61,446.00,316.00,34.18,129.16,802.95,0.878
62,445.00,352.00,45.00,123.43,1373.70,0.868
63,316.00,442.00,47.53,117.78,1551.65,0.751
64,366.00,413.00,25.54,137.99,444.88,0.913
65,447.00,390.00,31.03,130.93,661.89,0.904
66,320.00,392.00,43.88,119.96,1332.47,0.827
67,88.00,334.00,32.05,123.18,661.89,0.891
68,268.00,449.00,32.65,131.30,711.81,0.902
69,31.00,441.00,39.18,119.81,1076.39,0.882
70,246.00,452.00,38.28,126.61,970.05,0.894
71,226.00,327.00,28.34,136.81,533.85,0.885
72,177.00,361.00,45.78,116.68,1462.67,0.866
73,205.00,453.00,35.13,128.28,876.74,0.888
74,105.00,467.00,36.08,124.50,904.95,0.870
75,201.00,368.00,37.92,125.03,993.92,0.872
76,449.00,468.00,41.93,120.96,1200.09,0.856
77,128.00,323.00,51.85,115.21,1855.47,0.853
78,250.00,387.00,33.19,129.80,753.04,0.900
79,166.00,486.00,51.15,115.22,1851.13,0.841
80,89.00,452.00,44.20,118.99,1341.15,0.802
81,124.00,468.00,37.80,124.00,1011.28,0.887
82,265.00,376.00,39.32,124.69,1085.07,0.864
83,66.00,436.00,37.27,124.54,946.18,0.918
84,108.00,450.00,28.83,133.78,579.43,0.898
85,183.00,421.00,28.51,134.99,557.73,0.899
86,260.00,463.00,30.56,134.64,633.68,0.875
87,172.00,400.00,28.35,136.41,555.56,0.921
88,206.00,432.00,46.89,118.52,1495.23,0.787
89,13.00,465.00,41.96,114.13,1250.00,0.909
90,276.00,397.00,55.47,113.90,2207.03,0.884
91,283.00,364.00,43.49,120.14,1354.17,0.892
92,247.00,369.00,36.10,129.23,909.29,0.901
93,246.00,406.00,45.49,119.99,1458.33,0.906
94,185.00,466.00,54.73,114.46,2107.20,0.828
95,146.00,430.00,45.61,120.45,1482.20,0.914
96,243.00,430.00,49.27,116.90,1749.13,0.878
97,297.00,383.00,46.16,120.81,1430.12,0.852
98,166.00,424.00,37.46,125.62,983.07,0.880
99,193.00,319.00,48.40,117.50,1664.50,0.896
100,64.00,312.00,62.00,109.49,2814.67,0.909
101,272.00,348.00,31.80,134.11,687.93,0.894
102,304.00,462.00,41.80,121.95,1263.02,0.918
103,204.00,388.00,41.67,121.54,1217.45,0.916
104,265.00,330.00,44.07,122.58,1299.91,0.872
105,289.00,417.00,42.37,121.80,1234.81,0.881
106,141.00,454.00,50.56,117.57,1744.79,0.839
107,34.00,411.00,49.07,113.28,1636.28,0.847
108,243.00,320.00,41.24,123.08,1171.88,0.852
109,50.00,446.00,35.78,123.23,887.59,0.908
110,283.00,323.00,29.61,133.18,598.96,0.857
111,20.00,338.00,31.97,124.36,711.81,0.902
112,104.00,433.00,36.63,124.86,944.01,0.870
113,303.00,402.00,36.09,126.51,863.72,0.864
114,225.00,455.00,29.80,130.98,609.81,0.864
115,84.00,434.00,26.28,136.74,473.09,0.902
116,175.00,384.00,33.35,127.18,750.87,0.877
117,162.00,444.00,38.58,124.22,1041.67,0.914
118,126.00,425.00,35.10,127.61,828.99,0.867
119,262.00,419.00,35.35,125.03,828.99,0.867
120,288.00,346.00,29.83,134.05,603.30,0.911
121,314.00,478.00,33.12,130.19,757.38,0.905
122,138.00,413.00,26.44,140.28,460.07,0.916
123,104.00,411.00,29.11,131.97,581.60,0.878
124,312.00,341.00,24.52,140.67,414.50,0.907
125,188.00,343.00,32.94,128.15,727.00,0.841
126,169.00,344.00,29.85,130.25,601.13,0.883
127,92.00,421.00,29.14,132.53,575.09,0.892
128,159.00,408.00,29.27,131.85,568.58,0.892
129,154.00,319.00,40.03,123.77,1117.62,0.908
130,83.00,472.00,61.03,109.49,1746.96,0.758
131,233.00,388.00,32.94,129.72,763.89,0.904
132,312.00,420.00,42.18,119.28,1293.40,0.906
133,190.00,404.00,40.04,122.38,1132.81,0.902
134,123.00,442.00,33.14,130.06,748.70,0.895
135,123.00,404.00,39.19,121.62,1078.56,0.901
136,203.00,335.00,27.50,136.13,529.51,0.913
137,260.00,359.00,26.87,140.25,466.58,0.901
138,36.00,461.00,42.18,115.65,1265.19,0.870
139,301.00,331.00,35.84,128.48,848.52,0.868
140,351.00,433.00,32.43,130.09,709.64,0.878
141,69.00,455.00,36.43,124.50,863.72,0.891
142,172.00,327.00,35.88,127.44,887.59,0.908
143,225.00,440.00,29.41,133.84,598.96,0.904
144,50.00,425.00,32.34,127.15,733.51,0.898
145,21.00,393.00,37.89,117.87,991.75,0.888
146,246.00,474.00,35.10,125.90,874.57,0.906
147,67.00,414.00,33.76,125.74,792.10,0.916
148,225.00,405.00,36.61,127.02,894.10,0.842
149,144.00,397.00,41.81,120.77,1230.47,0.878
150,389.00,310.00,34.36,127.11,753.04,0.871
151,371.00,91.00,28.94,132.56,551.22,0.899
152,368.00,232.00,23.75,139.44,379.77,0.870
153,371.00,263.00,34.96,126.85,770.40,0.835
154,458.00,45.00,48.14,120.26,1592.88,0.863
155,455.00,406.00,40.63,123.70,1113.28,0.919
156,367.00,354.00,39.87,124.83,1072.05,0.878
157,472.00,85.00,35.48,103.43,779.08,0.889
158,488.00,165.00,31.09,120.22,603.30,0.864
159,373.00,246.00,27.95,135.62,525.17,0.906
160,440.00,60.00,42.18,118.78,1265.19,0.903
161,479.00,279.00,41.37,124.01,1171.88,0.898
162,477.00,145.00,38.35,127.60,944.01,0.870
163,289.00,117.00,26.81,135.50,490.45,0.896
164,432.00,405.00,49.97,118.91,1755.64,0.895
165,400.00,300.00,24.49,135.20,421.01,0.892
166,351.00,90.00,25.77,136.51,436.20,0.857
167,334.00,295.00,25.99,136.85,447.05,0.890
168,502.00,136.00,29.26,122.79,557.73,0.899
169,412.00,223.00,25.17,135.67,429.69,0.910
170,349.00,321.00,44.95,121.82,1323.78,0.822
171,339.00,149.00,32.61,132.68,720.49,0.913
172,369.00,311.00,36.67,124.41,902.78,0.876
173,350.00,197.00,31.44,133.62,657.55,0.885
174,342.00,182.00,30.07,134.79,618.49,0.876
175,325.00,87.00,35.02,127.87,789.93,0.892
176,329.00,227.00,25.54,139.09,444.88,0.913
177,477.00,26.00,49.43,114.74,1614.58,0.875
178,457.00,228.00,37.52,128.77,967.88,0.885
179,336.00,242.00,29.83,133.40,590.28,0.858
180,322.00,146.00,34.13,130.87,798.61,0.902
181,476.00,299.00,37.47,126.60,976.56,0.919
182,336.00,372.00,48.81,118.74,1675.35,0.887
183,418.00,293.00,34.38,127.42,792.10,0.874
184,361.00,77.00,39.51,121.91,1093.75,0.921
185,487.00,97.00,46.12,122.24,1365.02,0.893
186,435.00,127.00,56.17,118.21,1864.15,0.783
187,463.00,206.00,38.15,124.74,998.26,0.851
188,481.00,201.00,32.94,117.61,755.21,0.882
189,419.00,311.00,29.86,132.04,588.11,0.864
190,389.00,269.00,31.01,130.40,611.98,0.845
191,323.00,284.00,29.75,132.68,603.30,0.911
192,439.00,199.00,27.99,118.58,507.81,0.912
193,486.00,186.00,26.72,125.26,466.58,0.901
194,493.00,241.00,25.47,109.39,418.84,0.860
195,445.00,214.00,33.11,120.44,731.34,0.904
196,447.00,115.00,24.42,117.37,388.45,0.890
197,460.00,122.00,30.01,123.98,581.60,0.878
198,458.00,244.00,26.44,115.26,466.58,0.917
199,447.00,101.00,26.53,120.32,457.90,0.884
200,474.00,124.00,24.32,120.48,386.28,0.856
201,497.00,196.00,27.56,115.75,501.30,0.928
202,481.00,114.00,25.51,112.15,434.03,0.919
203,496.00,215.00,55.78,119.47,1805.56,0.808
204,403.00,90.00,50.38,117.42,1634.11,0.791
205,313.00,211.00,48.89,118.17,1638.45,0.854
206,435.00,151.00,36.45,110.27,794.27,0.830
207,303.00,22.00,26.27,128.78,457.90,0.862
208,421.00,351.00,46.06,121.55,1464.84,0.873
209,472.00,239.00,30.44,123.66,635.85,0.901
210,433.00,305.00,28.63,135.10,544.70,0.878
211,337.00,277.00,28.85,131.06,553.39,0.892
212,395.00,220.00,40.44,121.80,1041.67,0.799
213,444.00,446.00,47.56,118.02,1631.94,0.913
214,428.00,94.00,52.58,117.97,1883.68,0.853
215,425.00,51.00,26.61,131.63,481.77,0.881
216,414.00,123.00,24.82,120.96,407.99,0.904
217,409.00,273.00,50.73,118.78,1623.26,0.774
218,344.00,228.00,29.55,134.32,607.64,0.917
219,414.00,109.00,27.41,124.40,520.83,0.898
220,384.00,166.00,26.44,135.96,486.11,0.927
221,437.00,39.00,39.42,116.72,1043.84,0.872
222,488.00,128.00,30.76,126.18,625.00,0.895
223,484.00,50.00,55.89,121.89,1892.36,0.830
224,448.00,300.00,26.24,141.57,455.73,0.907
225,491.00,310.00,30.81,129.09,644.53,0.880
226,467.00,66.00,38.91,110.78,1035.16,0.890
227,488.00,75.00,40.37,113.50,1022.14,0.786
228,417.00,25.00,41.09,123.38,1176.22,0.902
229,325.00,167.00,53.30,116.02,2005.21,0.855
230,405.00,204.00,34.06,127.28,811.63,0.888
231,336.00,211.00,41.67,123.16,1245.66,0.905
232,347.00,19.00,42.03,123.12,1204.43,0.906
233,325.00,192.00,43.50,121.61,1293.40,0.883
234,355.00,243.00,44.79,120.38,1325.95,0.867
235,411.00,171.00,39.82,125.20,1011.28,0.852
236,340.00,68.00,41.77,123.60,1197.92,0.871
237,316.00,31.00,31.92,133.67,709.64,0.890
238,359.00,182.00,36.67,125.50,937.50,0.910
239,359.00,141.00,51.86,119.01,1879.34,0.877
240,435.00,233.00,51.48,117.57,1868.49,0.867
241,465.00,164.00,51.69,117.71,1803.39,0.892
242,368.00,161.00,35.84,128.53,904.95,0.897
243,352.00,266.00,32.99,131.96,713.98,0.883
244,424.00,211.00,45.87,119.01,1453.99,0.881
245,469.00,187.00,38.75,127.84,993.92,0.897
246,401.00,187.00,32.94,131.85,735.68,0.879
247,459.00,12.00,41.53,124.76,1154.51,0.885
248,366.00,22.00,30.26,133.47,629.34,0.901
249,320.00,128.00,32.81,131.15,763.89,0.863
250,353.00,405.00,34.71,127.95,826.82,0.884
251,315.00,372.00,36.25,126.31,900.61,0.893
252,482.00,442.00,38.88,123.38,1059.03,0.929
253,417.00,328.00,38.07,125.63,985.24,0.864
254,475.00,412.00,41.31,122.51,1148.00,0.841
255,348.00,388.00,30.11,132.64,618.49,0.909
256,366.00,391.00,40.97,122.89,1145.83,0.878
257,379.00,405.00,32.63,130.73,729.17,0.924
258,378.00,373.00,42.20,123.07,1215.28,0.851
259,324.00,353.00,40.10,124.59,1137.15,0.872
260,383.00,233.00,28.63,133.40,583.77,0.905
261,343.00,352.00,35.23,127.04,868.06,0.880
262,380.00,424.00,42.18,121.88,1247.83,0.890
263,443.00,424.00,36.92,125.84,985.24,0.900
264,428.00,382.00,41.67,125.41,1176.22,0.902
265,414.00,416.00,34.10,129.53,820.31,0.927
266,313.00,211.00,49.55,118.40,1764.32,0.920
267,315.00,68.00,47.63,120.07,1623.26,0.908
268,330.00,111.00,46.94,120.61,1471.35,0.823
269,348.00,165.00,39.77,124.82,1111.11,0.885
270,404.00,9.00,40.61,127.09,1050.35,0.860
271,429.00,167.00,25.74,140.86,436.20,0.895
272,336.00,43.00,60.97,115.78,2478.30,0.825
273,378.00,120.00,54.30,116.40,1892.36,0.800
274,383.00,186.00,33.71,130.03,774.74,0.896
275,432.00,272.00,37.02,126.10,891.93,0.847
276,359.00,106.00,40.69,123.28,1048.18,0.819
277,330.00,22.00,28.33,138.87,540.36,0.906
278,385.00,147.00,51.45,121.52,1458.33,0.816
279,413.00,240.00,42.56,121.19,1189.24,0.864
280,456.00,141.00,47.00,122.10,1484.38,0.879
281,323.00,249.00,25.28,141.49,412.33,0.914
282,422.00,8.00,28.01,137.17,514.32,0.913
283,438.00,19.00,42.57,121.77,1250.00,0.876
284,470.00,259.00,46.62,120.38,1469.18,0.884
285,378.00,46.00,33.31,130.86,746.53,0.872
286,451.00,84.00,47.81,123.92,1469.18,0.827
287,355.00,55.00,32.54,131.06,707.47,0.897
288,327.00,308.00,30.78,131.99,638.02,0.850
289,383.00,77.00,40.29,122.46,1128.47,0.865
290,475.00,222.00,35.93,127.32,898.44,0.883
291,445.00,173.00,37.36,125.54,950.52,0.869
292,385.00,100.00,30.77,131.84,635.85,0.901
293,373.00,62.00,31.98,130.85,696.61,0.874
294,451.00,270.00,38.63,124.59,1035.16,0.890
295,355.00,299.00,40.57,123.05,1095.92,0.856
296,375.00,217.00,37.19,126.96,961.37,0.913
297,418.00,70.00,52.45,118.80,1907.55,0.877
298,440.00,255.00,34.93,128.32,848.52,0.907
299,369.00,199.00,37.63,127.12,983.07,0.880
300,390.00,287.00,40.21,122.64,1130.64,0.860
301,428.00,185.00,46.06,120.66,1404.08,0.817
302,467.00,104.00,43.55,122.79,1254.34,0.879
303,211.00,106.00,44.61,120.57,1421.44,0.876
304,338.00,130.00,37.20,127.65,970.05,0.894
305,398.00,111.00,32.94,125.88,798.61,0.902
306,422.00,256.00,32.12,129.90,713.98,0.927
307,460.00,288.00,39.51,124.94,1059.03,0.892
308,356.00,214.00,37.59,124.34,933.16,0.853
309,406.00,50.00,38.68,127.37,1059.03,0.877
310,365.00,281.00,40.07,123.43,1041.67,0.808
311,360.00,38.00,34.24,130.89,798.61,0.873
312,390.00,60.00,31.94,130.96,709.64,0.922
313,387.00,203.00,32.24,130.76,729.17,0.863
314,125.00,155.00,30.33,132.64,618.49,0.909
315,300.00,56.00,31.75,132.03,679.25,0.882
316,74.00,68.00,37.66,124.50,976.56,0.882
317,267.00,89.00,27.29,136.59,518.66,0.921
318,108.00,115.00,36.67,124.84,920.14,0.866
319,217.00,276.00,41.99,122.48,1215.28,0.907
320,160.00,290.00,35.05,127.65,855.03,0.894
321,161.00,148.00,40.57,124.01,1106.77,0.826
322,170.00,202.00,37.10,125.82,950.52,0.834
323,307.00,138.00,28.49,138.61,566.41,0.878
324,262.00,43.00,27.80,137.33,523.00,0.892
325,45.00,159.00,36.92,123.50,946.18,0.865
326,106.00,93.00,38.01,124.94,970.05,0.788
327,80.00,114.00,27.16,137.63,466.58,0.901
328,291.00,29.00,30.24,132.83,611.98,0.876
329,26.00,247.00,38.06,118.73,1032.99,0.906
330,158.00,48.00,33.94,129.53,733.51,0.856
331,307.00,285.00,25.95,137.02,453.56,0.854
332,87.00,142.00,40.82,123.45,957.03,0.777
333,195.00,241.00,43.68,119.14,1297.74,0.864
334,297.00,224.00,30.10,131.48,629.34,0.869
335,49.00,236.00,54.18,113.08,1918.40,0.851
336,60.00,29.00,36.94,125.05,935.33,0.899
337,117.00,212.00,44.04,119.80,1388.89,0.893
338,227.00,218.00,30.24,132.38,631.51,0.894
339,290.00,184.00,47.10,119.93,1525.61,0.859
340,243.00,282.00,47.81,119.87,1510.42,0.865
341,139.00,189.00,50.96,116.19,1692.71,0.774
342,310.00,102.00,28.00,134.82,516.49,0.870
343,250.00,216.00,35.60,126.29,889.76,0.902
344,182.00,67.00,36.76,126.66,954.86,0.899
345,289.00,142.00,38.95,125.90,1052.52,0.905
346,199.00,65.00,29.81,135.27,605.47,0.890
347,14.00,230.00,44.16,114.40,1384.55,0.890
348,159.00,126.00,41.79,122.75,1228.30,0.917
349,249.00,71.00,28.34,135.62,549.05,0.885
350,187.00,22.00,39.26,123.99,1039.50,0.812
351,101.00,303.00,49.83,112.97,1729.60,0.837
352,286.00,46.00,34.63,129.84,802.95,0.850
353,267.00,147.00,48.77,117.50,1651.48,0.799
354,71.00,156.00,35.71,126.16,820.31,0.858
355,120.00,103.00,26.17,139.50,455.73,0.907
356,175.00,298.00,29.87,132.85,614.15,0.903
357,33.00,60.00,26.86,132.08,492.62,0.875
358,183.00,283.00,34.76,126.94,837.67,0.876
359,307.00,193.00,28.01,135.81,527.34,0.899
360,287.00,162.00,39.06,125.15,1054.69,0.888
361,295.00,239.00,24.85,139.41,403.65,0.855
362,145.00,279.00,37.27,125.60,887.59,0.880
363,50.00,64.00,41.93,118.94,1163.19,0.892
364,239.00,228.00,26.15,139.45,449.22,0.922
365,101.00,149.00,23.57,141.23,368.92,0.873
366,275.00,106.00,39.47,124.44,1037.33,0.850
367,202.00,35.00,28.86,131.97,559.90,0.878
368,138.00,123.00,38.95,122.30,970.05,0.824
369,227.00,309.00,35.60,126.83,818.14,0.847
370,32.00,271.00,33.59,124.69,772.57,0.873
371,33.00,303.00,31.01,125.30,672.74,0.896
372,312.00,271.00,28.49,134.90,540.36,0.906
373,47.00,97.00,32.05,127.13,711.81,0.902
374,17.00,309.00,30.10,124.20,633.68,0.875
375,223.00,293.00,27.08,137.92,490.45,0.935
376,139.00,213.00,39.63,123.51,1104.60,0.897
377,149.00,250.00,38.38,124.49,983.07,0.845
