Mask_ID,Center_X_px,Center_Y_px,Distance_px,Diameter_μm,Ring_Width_μm,Ground_Truth_Diameter_μm,Diameter_Difference_μm,Mean_Intensity,Area_μm²,Circularity,Dark_Edge_Diameter_μm,Dark_Ratio,Slide
546,313.0,156.0,1.0,28.98,4.92,34.24,-5.26,134.43,549.05,0.921,38.69,0.387,z15
547,167.0,203.0,0.0,23.75,5.49,27.62,-3.87,137.35,375.43,0.86,34.02,0.417,z13
548,21.0,97.0,1.0,51.35,5.96,53.28,-1.93,112.6,1788.19,0.834,61.94,0.372,z15
549,59.0,184.0,0.0,24.91,5.57,29.52,-4.61,134.05,412.33,0.873,35.64,0.436,z15
550,251.0,216.0,0.0,32.15,4.7,35.45,-3.3,122.7,716.15,0.877,40.46,0.335,z13
551,316.0,114.0,0.0,24.59,5.33,29.24,-4.65,138.2,416.67,0.883,34.98,0.421,z15
552,299.0,41.0,1.0,26.12,5.25,30.44,-4.32,133.86,460.07,0.877,35.94,0.394,z15
553,109.0,71.0,0.0,42.22,5.3,44.07,-1.85,120.6,1158.85,0.812,52.38,0.385,z15
556,193.0,186.0,1.0,33.14,5.84,36.65,-3.51,126.94,718.32,0.888,43.95,0.366,z11
557,296.0,196.0,1.0,49.2,5.46,50.86,-1.66,121.45,1512.59,0.771,59.07,0.348,z13
558,378.0,62.0,0.0,16.8,6.43,17.92,-1.12,138.63,171.44,0.869,28.03,0.529,z13
559,495.0,207.0,9.85,8.59,5.1,44.64,-36.05,119.31,43.4,0.925,16.8,0.25,z01
561,436.0,296.0,0.0,11.44,4.84,11.44,0.0,125.92,78.12,0.832,20.9,0.655,z08
562,458.0,296.0,5.1,13.18,5.38,39.95,-26.77,120.03,121.53,0.943,21.29,0.378,z15
563,397.0,400.0,1.0,21.45,4.75,22.81,-1.36,140.77,312.5,0.923,30.1,0.451,z13
564,401.0,343.0,7.07,17.8,4.5,35.08,-17.28,119.37,208.33,0.941,25.6,0.377,z00
565,301.0,338.0,1.0,17.92,5.35,20.52,-2.6,145.35,186.63,0.901,26.56,0.413,z15
566,387.0,431.0,1.0,13.6,5.92,19.76,-6.16,153.33,112.85,0.846,24.0,0.457,z15
568,431.0,189.0,0.0,9.03,4.1,9.03,0.0,120.88,47.74,0.887,16.8,0.372,z08
569,309.0,189.0,0.0,16.87,6.0,16.87,0.0,100.06,167.1,0.847,25.78,0.55,z08
570,431.0,210.0,1.0,10.42,5.54,11.53,-1.11,135.65,52.08,0.769,19.67,0.6,z09
571,207.0,272.0,7.81,6.59,-0.35,46.93,-40.34,135.67,19.53,0.832,5.89,0.075,z11
573,506.0,188.0,0.0,11.22,6.55,12.15,-0.93,118.72,73.78,0.871,22.15,0.365,z09
578,168.0,10.0,0.0,12.15,4.81,13.42,-1.27,140.52,95.49,0.887,21.77,0.512,z09
584,343.0,423.0,1.0,17.86,4.85,22.12,-4.26,142.03,203.99,0.864,27.02,0.491,z15
586,504.0,325.0,0.0,14.27,5.83,14.27,0.0,129.03,117.19,0.809,24.54,0.418,z08
587,443.0,320.0,0.0,18.32,6.39,19.21,-0.89,142.67,195.31,0.806,29.61,0.461,z11
588,455.0,443.0,0.0,17.71,6.33,18.63,-0.92,150.17,171.44,0.845,29.46,0.514,z12
589,484.0,429.0,0.0,9.32,5.17,13.42,-4.1,146.53,45.57,0.88,19.65,0.515,z00
593,106.0,151.0,0.0,17.92,4.92,21.0,-3.08,144.24,195.31,0.859,26.72,0.427,z15
596,364.0,449.0,1.0,21.45,5.07,25.7,-4.25,140.66,312.5,0.923,31.03,0.449,z15
598,452.0,370.0,1.0,21.58,5.81,26.56,-4.98,139.79,308.16,0.864,32.54,0.426,z15
599,348.0,384.0,6.0,19.26,5.79,39.92,-20.66,112.83,214.84,0.849,28.38,0.414,z12
600,480.0,364.0,0.0,22.18,5.61,26.04,-3.86,140.27,314.67,0.851,32.68,0.401,z15
601,425.0,361.0,0.0,17.92,6.37,21.0,-3.08,149.54,193.14,0.89,29.61,0.47,z15
603,426.0,442.0,6.08,13.18,5.53,27.08,-13.9,130.97,91.15,0.846,22.55,0.425,z01
605,392.0,122.0,9.43,13.6,4.57,21.45,-7.85,151.03,112.85,0.846,22.64,0.5,z15
606,411.0,499.0,1.0,23.29,5.58,25.28,-1.99,134.51,321.18,0.798,33.59,0.293,z13
607,358.0,473.0,1.0,15.87,5.78,20.64,-4.77,150.36,156.25,0.895,27.05,0.467,z15
608,374.0,325.0,0.0,11.53,6.08,15.02,-3.49,139.08,78.12,0.832,21.47,0.567,z00
609,277.0,164.0,0.0,19.21,5.28,19.26,-0.05,125.09,221.35,0.809,28.49,0.694,z11
610,444.0,398.0,1.0,14.78,5.74,17.31,-2.53,146.07,132.38,0.863,25.47,0.525,z13
611,374.0,442.0,1.0,22.93,5.63,27.23,-4.3,136.74,353.73,0.91,33.21,0.453,z15
612,424.0,260.0,3.0,16.83,5.16,40.47,-23.64,131.32,180.12,0.913,25.69,0.519,z00
613,387.0,460.0,0.0,13.6,6.16,18.63,-5.03,155.62,104.17,0.851,25.09,0.516,z15
615,451.0,484.0,0.0,14.21,5.8,14.73,-0.52,142.85,104.17,0.781,23.75,0.484,z12
616,474.0,412.0,0.0,11.79,5.18,13.18,-1.39,167.38,67.27,0.82,22.15,0.643,z00
618,239.0,323.0,0.0,13.99,5.98,13.99,0.0,128.97,108.51,0.813,23.75,0.573,z08
620,366.0,464.0,0.0,8.84,5.09,12.15,-3.31,161.06,39.06,0.785,18.1,0.473,z00
624,501.0,353.0,0.0,17.0,6.0,20.86,-3.86,150.25,169.27,0.817,28.03,0.495,z15
626,407.0,420.0,0.0,13.98,5.0,13.98,0.0,134.08,115.02,0.916,23.34,0.513,z09
630,47.0,210.0,0.0,13.36,4.57,14.27,-0.91,139.22,97.66,0.85,21.28,0.494,z12
631,102.0,80.0,1.0,12.92,5.7,14.02,-1.1,124.97,99.83,0.846,22.61,0.431,z11
632,4.0,126.0,9.22,13.51,6.48,22.44,-8.93,125.85,102.0,0.812,25.11,0.533,z11
634,186.0,153.0,0.0,12.88,5.29,14.06,-1.18,111.79,91.15,0.88,21.01,0.453,z09
637,142.0,144.0,0.0,13.51,4.26,13.99,-0.48,111.49,110.68,0.881,20.04,0.596,z11
638,230.0,104.0,1.0,13.51,5.12,14.37,-0.86,136.38,106.34,0.846,21.76,0.484,z13
639,171.0,61.0,1.0,19.26,6.76,19.65,-0.39,128.31,210.5,0.832,30.15,0.495,z11
640,71.0,131.0,9.43,15.32,5.57,22.63,-7.31,127.26,141.06,0.852,23.29,0.343,z15
643,283.0,197.0,7.81,8.84,4.1,33.47,-24.63,124.2,36.89,0.82,15.87,0.512,z15
644,290.0,272.0,0.0,19.4,5.38,21.45,-2.05,138.25,223.52,0.831,28.9,0.364,z15
646,313.0,399.0,0.0,20.17,5.62,24.49,-4.32,141.91,271.27,0.899,31.01,0.397,z15
647,104.0,433.0,0.0,17.0,4.64,19.26,-2.26,137.98,169.27,0.817,23.44,0.325,z15
649,92.0,434.0,0.0,21.45,5.8,25.17,-3.72,139.4,303.82,0.897,31.87,0.404,z13
650,282.0,348.0,0.0,16.87,4.58,21.0,-4.13,152.54,184.46,0.935,26.03,0.422,z15
651,248.0,414.0,0.0,22.44,5.77,26.53,-4.09,140.07,316.84,0.888,32.99,0.416,z15
652,222.0,395.0,1.41,21.02,5.85,24.57,-3.55,143.76,282.12,0.879,32.54,0.488,z15
653,285.0,453.0,1.0,17.8,5.34,21.78,-3.98,146.69,203.99,0.922,27.95,0.444,z15
654,163.0,363.0,1.0,19.89,5.63,21.78,-1.89,136.86,249.57,0.876,29.13,0.487,z13
655,207.0,336.0,1.0,22.98,5.25,26.37,-3.39,142.38,353.73,0.91,33.43,0.427,z15
656,186.0,491.0,1.0,19.85,5.42,23.8,-3.95,139.86,260.42,0.877,30.23,0.443,z15
657,184.0,412.0,0.0,19.39,5.66,24.4,-5.01,144.5,227.86,0.848,30.05,0.403,z15
658,188.0,355.0,9.49,19.67,5.98,24.39,-4.72,144.22,240.89,0.896,30.23,0.429,z00
659,244.0,477.0,1.0,21.96,5.08,25.44,-3.48,140.88,321.18,0.9,31.92,0.43,z15
660,290.0,341.0,1.0,23.03,5.56,29.02,-5.99,140.97,353.73,0.91,33.59,0.433,z15
661,216.0,431.0,1.0,21.73,5.42,27.16,-5.43,142.9,292.97,0.898,31.48,0.476,z15
662,227.0,381.0,1.0,38.44,5.4,40.74,-2.3,123.0,1006.94,0.858,48.34,0.366,z13
663,186.0,366.0,1.0,22.83,5.43,27.28,-4.45,140.73,347.22,0.906,33.68,0.4,z15
664,97.0,355.0,0.0,49.61,5.79,53.28,-3.67,116.33,1608.07,0.802,58.93,0.324,z15
665,77.0,439.0,0.0,41.13,5.84,44.02,-2.89,120.8,1139.32,0.857,51.85,0.346,z13
667,67.0,193.0,1.0,19.93,5.34,24.26,-4.33,136.1,253.91,0.891,30.33,0.559,z15
669,105.0,56.0,1.41,21.09,6.01,24.16,-3.07,138.06,288.63,0.885,32.54,0.5,z15
671,114.0,37.0,1.0,13.98,5.73,17.29,-3.31,157.0,121.53,0.911,25.43,0.505,z13
672,154.0,77.0,0.0,17.15,5.67,22.7,-5.55,151.25,186.63,0.901,28.34,0.438,z15
674,59.0,283.0,1.0,18.41,6.09,22.93,-4.52,139.11,225.69,0.876,29.46,0.373,z15
675,33.0,26.0,0.0,18.63,4.93,21.54,-2.91,132.97,206.16,0.836,26.72,0.444,z15
676,36.0,186.0,0.0,17.68,4.91,21.28,-3.6,140.68,201.82,0.818,27.23,0.487,z15
677,223.0,178.0,0.0,21.45,5.56,24.4,-2.95,139.51,284.29,0.921,31.1,0.431,z15
679,38.0,131.0,0.0,21.25,6.0,25.59,-4.34,131.58,303.82,0.851,31.88,0.4,z15
680,133.0,211.0,1.0,21.28,5.01,27.59,-6.31,139.64,299.48,0.884,31.1,0.357,z13
681,68.0,204.0,0.0,19.91,5.67,24.14,-4.23,143.82,260.42,0.877,31.02,0.511,z15
682,94.0,131.0,0.0,20.9,5.24,26.1,-5.2,140.55,295.14,0.941,31.13,0.417,z15
683,143.0,89.0,0.0,21.53,5.8,24.54,-3.01,140.02,301.65,0.877,32.44,0.471,z15
684,259.0,58.0,0.0,44.15,4.66,44.88,-0.73,119.24,1328.12,0.833,53.17,0.522,z09
685,293.0,137.0,1.0,22.88,5.8,28.39,-5.51,141.78,334.2,0.872,34.05,0.451,z15
686,52.0,46.0,0.0,17.0,5.37,18.96,-1.96,134.09,182.29,0.88,26.68,0.526,z09
687,106.0,102.0,0.0,18.35,5.63,22.59,-4.24,142.9,212.67,0.878,28.34,0.508,z15
688,44.0,261.0,0.0,15.87,6.66,15.87,0.0,111.74,169.27,0.902,26.68,0.5,z08
689,69.0,68.0,0.0,18.28,5.65,18.28,0.0,102.65,214.84,0.871,27.23,0.557,z07
690,104.0,124.0,1.0,15.02,5.61,19.98,-4.96,153.41,132.38,0.863,25.58,0.528,z15
691,275.0,22.0,0.0,16.87,6.24,21.45,-4.58,142.74,184.46,0.935,28.34,0.368,z15
692,132.0,118.0,0.0,19.36,5.81,24.85,-5.49,139.08,227.86,0.848,29.65,0.445,z15
693,175.0,487.0,0.0,22.96,5.94,27.41,-4.45,137.87,351.56,0.873,34.2,0.371,z15
694,50.0,190.0,0.0,13.83,5.35,18.02,-4.19,156.81,115.02,0.841,24.3,0.548,z15
695,258.0,95.0,1.0,22.22,6.22,25.58,-3.36,137.59,323.35,0.874,33.92,0.433,z15
698,169.0,313.0,1.0,19.68,5.71,23.94,-4.26,140.26,247.4,0.904,30.05,0.45,z15
699,168.0,238.0,0.0,15.39,5.59,21.45,-6.06,149.44,141.06,0.852,25.44,0.476,z15
700,52.0,228.0,0.0,17.0,4.97,21.45,-4.45,145.23,177.95,0.859,26.24,0.505,z15
701,179.0,302.0,0.0,18.85,5.49,22.55,-3.7,141.03,230.03,0.893,29.46,0.393,z15
703,454.0,206.0,8.54,16.63,5.33,39.43,-22.8,120.21,173.61,0.838,26.12,0.478,z00
704,377.0,234.0,10.0,16.34,6.22,21.77,-5.43,124.07,149.74,0.876,26.71,0.56,z15
706,410.0,168.0,2.0,23.05,5.71,25.43,-2.38,113.77,342.88,0.895,32.54,0.456,z15
707,331.0,6.0,0.0,16.63,5.53,19.21,-2.58,134.38,173.61,0.838,26.84,0.44,z13
709,351.0,262.0,0.0,20.52,5.12,24.4,-3.88,113.95,282.12,0.899,29.92,0.5,z13
711,392.0,290.0,0.0,21.06,6.26,28.63,-7.57,138.32,273.44,0.807,32.18,0.455,z15
713,501.0,249.0,1.0,19.26,5.89,23.57,-4.31,136.95,223.52,0.831,29.61,0.422,z15
714,353.0,240.0,1.0,13.6,4.61,16.83,-3.23,151.62,95.49,0.78,22.83,0.564,z12
715,373.0,196.0,8.25,19.31,5.88,42.18,-22.87,109.29,236.55,0.83,29.08,0.473,z00
720,328.0,301.0,0.0,22.86,5.93,27.16,-4.3,135.29,342.88,0.852,34.17,0.447,z15
721,368.0,60.0,0.0,20.26,5.14,23.75,-3.49,138.04,273.44,0.871,29.83,0.404,z15
723,321.0,266.0,1.41,21.02,6.31,25.47,-4.45,126.83,275.61,0.845,31.63,0.476,z07
724,482.0,123.0,1.41,16.8,5.85,19.65,-2.85,149.21,177.95,0.804,28.07,0.443,z12
726,450.0,67.0,10.0,16.34,5.05,25.17,-8.83,150.24,162.76,0.825,26.17,0.481,z15
728,504.0,44.0,1.0,14.27,5.7,15.02,-0.75,125.62,130.21,0.898,24.32,0.529,z09
729,448.0,120.0,0.0,19.39,6.41,19.84,-0.45,141.28,219.18,0.866,29.98,0.476,z09
730,432.0,307.0,1.0,13.34,5.3,15.21,-1.87,136.48,102.0,0.812,23.4,0.565,z12
731,420.0,123.0,0.0,11.65,5.69,11.65,0.0,131.92,73.78,0.786,22.0,0.574,z09
733,451.0,93.0,9.43,16.5,5.01,23.75,-7.25,132.71,160.59,0.831,24.93,0.505,z15
734,474.0,253.0,1.0,11.79,6.42,26.78,-14.99,153.96,69.44,0.785,22.15,0.699,z15
735,363.0,153.0,0.0,21.45,5.48,25.58,-4.13,142.55,312.5,0.923,32.41,0.369,z15
737,376.0,244.0,0.0,22.61,5.74,29.61,-7.0,130.44,323.35,0.874,32.61,0.449,z15
740,366.0,116.0,1.0,19.26,7.56,20.64,-1.38,125.94,223.52,0.831,30.98,0.509,z15
741,296.0,429.0,0.0,13.3,5.53,13.36,-0.06,129.41,99.83,0.846,23.21,0.536,z09
746,48.0,322.0,0.0,10.98,6.03,11.31,-0.33,98.26,67.27,0.858,20.9,0.5,z11
748,37.0,429.0,0.0,10.42,5.53,12.15,-1.73,153.05,56.42,0.779,19.9,0.597,z01
749,167.0,504.0,1.0,9.32,4.34,12.15,-2.83,110.22,49.91,0.846,15.26,0.319,z02
750,253.0,299.0,1.0,16.27,4.85,16.8,-0.53,137.67,149.74,0.815,24.49,0.482,z09
751,288.0,484.0,0.0,14.73,6.65,17.0,-2.27,133.67,125.87,0.802,25.17,0.482,z15
753,263.0,471.0,0.0,13.6,4.96,15.09,-1.49,138.41,97.66,0.85,21.57,0.44,z13
754,132.0,451.0,2.0,17.28,5.38,23.29,-6.01,120.93,195.31,0.882,25.97,0.476,z12
755,238.0,420.0,0.0,16.34,6.16,19.84,-3.5,149.5,149.74,0.876,26.68,0.547,z15
757,277.0,446.0,1.0,22.96,4.65,29.12,-6.16,138.79,345.05,0.887,32.13,0.4,z15
760,365.0,6.0,1.0,19.65,6.0,20.83,-1.18,148.57,234.38,0.887,31.25,0.523,z09
761,487.0,314.0,1.0,20.91,5.36,24.08,-3.17,139.45,275.61,0.845,30.97,0.409,z15
762,420.0,162.0,1.0,20.52,4.79,23.75,-3.23,143.56,277.78,0.885,30.1,0.438,z15
763,320.0,65.0,0.0,22.51,5.24,25.45,-2.94,138.54,325.52,0.912,32.01,0.427,z15
765,424.0,43.0,1.0,22.99,6.29,27.76,-4.77,137.57,329.86,0.861,34.17,0.415,z15
766,378.0,147.0,0.0,21.97,4.38,25.13,-3.16,140.94,312.5,0.876,30.64,0.396,z13
767,452.0,78.0,1.0,22.0,4.85,25.97,-3.97,145.6,303.82,0.897,31.15,0.401,z15
768,463.0,40.0,0.0,21.01,5.7,24.62,-3.61,143.41,273.44,0.852,32.41,0.401,z15
769,460.0,165.0,0.0,19.98,5.66,22.63,-2.65,145.83,269.1,0.907,31.25,0.469,z13
771,424.0,199.0,1.0,39.75,5.29,40.85,-1.1,121.86,1080.73,0.861,49.07,0.364,z15
772,344.0,33.0,0.0,50.46,5.46,52.53,-2.07,118.34,1805.56,0.906,59.95,0.345,z15
777,216.0,315.0,1.0,14.37,5.58,15.02,-0.65,106.07,134.55,0.928,23.75,0.566,z09
