Mask_ID,Center_X_px,Center_Y_px,Distance_px,Diameter_μm,Ring_Width_μm,Ground_Truth_Diameter_μm,Diameter_Difference_μm,Mean_Intensity,Area_μm²,Circularity,Dark_Edge_Diameter_μm,Dark_Ratio,Slide
0,410.0,450.0,0.0,26.1,5.33,28.31,-2.21,133.61,436.2,0.895,35.42,0.366,z13
1,343.0,473.0,0.0,26.24,5.2,29.83,-3.59,135.73,460.07,0.916,36.34,0.424,z15
2,150.0,350.0,0.0,61.54,4.03,61.99,-0.45,114.91,2690.97,0.859,123.33,0.51,z07
3,36.0,376.0,0.0,59.67,4.29,60.09,-0.42,111.99,2519.53,0.887,112.37,0.492,z09
4,347.0,345.0,0.0,24.63,5.47,31.89,-7.26,117.82,392.8,0.9,33.86,0.456,z15
6,335.0,385.0,0.0,31.0,5.32,35.7,-4.7,124.64,655.38,0.905,40.45,0.394,z15
7,428.0,320.0,0.0,40.32,5.0,43.51,-3.19,124.65,1080.73,0.885,49.43,0.366,z13
8,411.0,483.0,0.0,40.34,5.19,42.34,-2.0,123.75,980.9,0.752,50.51,0.294,z12
9,449.0,472.0,0.0,37.34,4.86,38.52,-1.18,123.49,913.63,0.818,45.93,0.341,z11
10,376.0,456.0,1.0,31.29,5.26,34.74,-3.45,127.52,661.89,0.86,41.67,0.408,z15
11,317.0,414.0,1.0,28.67,5.16,33.67,-5.0,131.92,581.6,0.878,38.9,0.319,z13
12,401.0,465.0,0.0,43.44,5.94,44.05,-0.61,119.47,1256.51,0.843,54.69,0.397,z09
13,354.0,460.0,0.0,36.77,5.84,38.38,-1.61,124.28,870.23,0.89,47.57,0.411,z15
14,395.0,416.0,0.0,42.11,4.85,43.4,-1.29,121.59,1089.41,0.845,50.99,0.36,z15
15,317.0,326.0,0.0,25.77,5.57,30.04,-4.27,136.25,451.39,0.898,36.49,0.44,z15
16,334.0,415.0,0.0,25.04,5.59,27.81,-2.77,135.93,421.01,0.892,35.62,0.429,z13
17,432.0,394.0,0.0,32.94,5.82,35.93,-2.99,127.29,755.21,0.853,44.59,0.333,z15
18,195.0,329.0,0.0,25.95,5.57,29.49,-3.54,130.79,449.22,0.846,36.25,0.642,z13
19,477.0,322.0,1.0,25.77,5.99,29.08,-3.31,131.86,431.86,0.886,37.2,0.417,z13
20,443.0,420.0,0.0,24.41,5.32,28.94,-4.53,140.47,397.14,0.909,34.76,0.411,z13
21,387.0,346.0,1.0,40.07,5.42,40.42,-0.35,126.28,1063.37,0.896,50.5,0.319,z11
22,267.0,383.0,0.0,30.84,6.61,33.11,-2.27,123.78,625.0,0.863,41.72,0.386,z13
23,474.0,336.0,0.0,24.78,4.94,27.33,-2.55,134.87,405.82,0.929,34.22,0.393,z12
24,330.0,479.0,0.0,28.25,5.51,30.82,-2.57,131.2,527.34,0.85,37.89,0.385,z13
25,418.0,468.0,0.0,24.78,5.17,27.8,-3.02,134.25,412.33,0.914,34.2,0.444,z13
26,398.0,372.0,1.0,33.67,4.81,34.99,-1.32,129.64,740.02,0.817,43.2,0.374,z13
27,407.0,316.0,1.0,44.32,5.17,47.0,-2.68,119.14,1302.08,0.771,54.66,0.624,z12
28,384.0,185.0,0.0,50.69,6.17,51.57,-0.88,116.73,1801.22,0.885,61.55,0.349,z12
29,492.0,16.0,0.0,59.13,6.18,60.47,-1.34,114.7,2473.96,0.876,69.73,0.361,z11
30,366.0,42.0,0.0,44.32,5.26,47.04,-2.72,120.9,1380.21,0.91,54.83,0.622,z11
31,408.0,45.0,0.0,43.8,5.47,46.26,-2.46,120.43,1328.12,0.931,53.12,0.32,z13
32,349.0,226.0,0.0,48.59,5.86,49.69,-1.1,118.08,1692.71,0.896,59.4,0.388,z15
33,494.0,91.0,1.0,40.1,6.11,41.64,-1.54,123.11,1128.47,0.899,50.86,0.361,z15
34,442.0,17.0,1.0,43.44,5.6,45.5,-2.06,121.92,1282.55,0.905,53.38,0.348,z15
35,376.0,163.0,0.0,42.18,6.03,44.97,-2.79,120.55,1302.08,0.912,53.46,0.391,z12
36,366.0,21.0,0.0,39.14,5.58,42.55,-3.41,125.13,1093.75,0.932,49.59,0.465,z13
37,461.0,57.0,0.0,47.25,5.42,48.16,-0.91,118.7,1536.46,0.86,56.98,0.411,z15
38,425.0,27.0,0.0,34.89,4.98,38.87,-3.98,128.79,835.5,0.922,43.8,0.304,z11
39,442.0,233.0,1.0,48.39,5.57,52.24,-3.85,118.82,1636.28,0.859,58.48,0.343,z13
40,407.0,183.0,1.0,41.52,5.79,46.12,-4.6,121.61,1236.98,0.923,52.03,0.328,z13
41,327.0,19.0,0.0,37.09,4.67,41.67,-4.58,127.0,933.16,0.843,45.99,0.375,z13
42,478.0,35.0,0.0,37.48,5.89,40.76,-3.28,124.29,976.56,0.856,48.84,0.39,z11
43,345.0,114.0,1.0,48.51,5.51,53.5,-4.99,118.61,1638.45,0.923,58.09,0.355,z13
44,407.0,266.0,0.0,31.84,5.53,32.81,-0.97,134.11,666.23,0.897,42.18,0.416,z11
45,382.0,91.0,0.0,40.11,6.22,41.3,-1.19,123.01,1143.66,0.87,51.58,0.392,z12
46,467.0,239.0,0.0,43.38,5.74,47.96,-4.58,122.32,1299.91,0.872,54.66,0.343,z12
47,453.0,178.0,1.0,40.72,5.05,43.25,-2.53,123.07,1165.36,0.911,50.83,0.672,z11
48,353.0,204.0,1.0,35.61,5.58,38.48,-2.87,128.42,837.67,0.849,45.89,0.368,z15
49,445.0,159.0,0.0,41.9,6.27,44.02,-2.12,122.76,1195.75,0.853,53.2,0.374,z13
50,374.0,429.0,0.0,29.36,5.43,32.34,-2.98,132.08,590.28,0.891,39.8,0.346,z13
51,451.0,455.0,0.0,29.26,5.19,32.61,-3.35,131.37,590.28,0.926,39.46,0.399,z13
52,382.0,389.0,0.0,57.43,5.6,59.13,-1.7,116.03,2302.52,0.757,68.26,0.317,z09
53,430.0,477.0,0.0,36.12,6.08,38.44,-2.32,123.87,870.23,0.863,47.53,0.365,z15
54,335.0,495.0,1.0,37.75,6.31,39.71,-1.96,122.0,1011.28,0.887,49.14,0.352,z12
55,413.0,351.0,0.0,39.11,5.01,40.93,-1.82,125.27,920.14,0.784,48.36,0.385,z15
56,437.0,339.0,1.0,47.74,5.67,48.93,-1.19,119.49,1410.59,0.815,57.94,0.33,z12
57,477.0,401.0,0.0,31.29,5.58,34.35,-3.06,128.99,640.19,0.861,41.67,0.356,z13
58,466.0,464.0,1.0,34.59,6.0,36.51,-1.92,125.61,826.82,0.884,45.87,0.389,z12
59,390.0,444.0,1.41,45.6,6.09,47.75,-2.15,118.75,1330.3,0.82,56.87,0.393,z15
60,430.0,431.0,0.0,38.85,5.81,39.33,-0.48,121.67,1032.99,0.88,49.67,0.362,z09
61,442.0,41.0,0.0,53.55,6.12,55.14,-1.59,115.62,2035.59,0.903,63.76,0.397,z11
62,342.0,248.0,0.0,44.33,5.96,46.51,-2.18,120.58,1414.93,0.91,55.35,0.373,z13
63,426.0,61.0,0.0,52.29,5.59,54.11,-1.82,116.85,1918.4,0.895,61.93,0.372,z12
64,363.0,100.0,0.0,44.04,5.47,45.29,-1.25,121.02,1375.87,0.907,54.09,0.365,z13
65,283.0,379.0,1.0,38.26,5.99,40.78,-2.52,125.72,1002.6,0.905,49.11,0.351,z13
66,25.0,317.0,0.0,35.25,5.49,39.66,-4.41,122.07,876.74,0.917,45.71,0.388,z15
67,170.0,400.0,1.0,40.5,6.34,42.15,-1.65,121.56,1161.02,0.907,51.77,0.363,z11
68,224.0,327.0,0.0,54.59,5.58,54.8,-0.21,116.9,1961.81,0.754,63.84,0.356,z11
69,281.0,402.0,0.0,52.49,5.66,53.54,-1.05,117.86,1796.88,0.766,62.64,0.324,z12
70,274.0,461.0,0.0,34.01,5.71,37.1,-3.09,126.55,807.29,0.883,44.71,0.409,z13
71,199.0,347.0,0.0,29.61,4.96,32.82,-3.21,131.79,605.47,0.89,39.29,0.391,z15
72,296.0,448.0,1.0,30.33,4.88,34.02,-3.69,127.73,668.4,0.89,39.74,0.385,z13
73,65.0,465.0,0.0,42.24,5.28,44.86,-2.62,116.5,1269.53,0.883,52.8,0.439,z15
74,60.0,318.0,1.0,46.47,5.78,47.97,-1.5,117.24,1464.84,0.853,56.73,0.344,z12
75,117.0,456.0,0.0,37.55,5.55,40.17,-2.62,124.88,952.69,0.878,47.66,0.385,z11
76,140.0,466.0,0.0,60.99,6.18,61.32,-0.33,114.52,2556.42,0.816,71.07,0.366,z11
77,47.0,435.0,0.0,36.51,6.02,39.04,-2.53,122.38,917.97,0.91,47.55,0.379,z12
78,292.0,354.0,1.41,28.62,5.47,32.34,-3.72,135.5,544.7,0.913,38.89,0.458,z13
79,25.0,427.0,0.0,36.77,6.23,38.81,-2.04,118.73,950.52,0.922,47.51,0.4,z15
80,60.0,447.0,0.0,32.41,4.38,35.86,-3.45,126.76,707.47,0.826,39.82,0.35,z13
81,203.0,315.0,1.0,35.84,5.8,38.68,-2.84,125.87,894.1,0.842,47.28,0.377,z12
82,302.0,370.0,1.0,43.55,5.56,44.75,-1.2,120.23,1295.57,0.869,53.25,0.412,z12
83,216.0,348.0,1.0,37.29,4.64,41.17,-3.88,125.14,959.2,0.866,45.94,0.385,z13
84,184.0,316.0,1.0,36.66,4.9,39.66,-3.0,125.6,894.1,0.842,46.26,0.388,z11
85,101.0,446.0,0.0,36.18,6.47,40.87,-4.69,123.66,909.29,0.901,47.63,0.36,z12
86,158.0,452.0,0.0,31.22,4.72,35.5,-4.28,131.18,664.06,0.917,40.21,0.312,z13
87,175.0,334.0,0.0,42.18,5.17,45.74,-3.56,120.95,1284.72,0.9,52.53,0.333,z15
88,247.0,381.0,0.0,42.18,5.41,44.57,-2.39,120.66,1278.21,0.912,51.99,0.39,z12
89,122.0,313.0,0.0,43.8,5.46,44.79,-0.99,119.91,1295.57,0.891,53.12,0.391,z11
90,310.0,350.0,1.0,43.72,5.99,44.68,-0.96,121.87,1250.0,0.784,54.69,0.393,z13
91,174.0,354.0,0.0,37.22,5.24,40.36,-3.14,123.56,954.86,0.873,46.63,0.398,z13
92,293.0,467.0,1.0,44.07,5.7,45.74,-1.67,119.6,1384.55,0.912,54.42,0.364,z13
93,237.0,399.0,0.0,40.26,5.8,42.33,-2.07,122.98,1128.47,0.899,50.86,0.407,z13
94,132.0,495.0,0.0,58.44,5.83,59.15,-0.71,113.27,2450.09,0.895,67.87,0.316,z13
95,172.0,422.0,0.0,43.8,4.83,43.95,-0.15,120.01,1258.68,0.829,51.79,0.367,z13
96,238.0,491.0,1.0,40.27,4.99,41.91,-1.64,120.52,1134.98,0.887,48.81,0.343,z12
97,84.0,376.0,0.0,48.26,6.13,49.96,-1.7,116.14,1679.69,0.89,59.15,0.35,z12
98,45.0,461.0,0.0,38.35,4.71,40.9,-2.55,117.94,1050.35,0.895,46.95,0.481,z11
99,204.0,367.0,0.0,53.37,5.68,54.05,-0.68,115.21,1942.27,0.85,63.85,0.538,z13
100,243.0,432.0,0.0,33.35,6.19,35.96,-2.61,127.62,759.55,0.887,44.65,0.403,z13
101,101.0,465.0,0.0,37.3,5.81,40.84,-3.54,122.56,976.56,0.919,47.7,0.399,z11
102,263.0,348.0,0.0,42.18,6.08,44.37,-2.19,120.82,1263.02,0.885,53.12,0.379,z11
103,40.0,330.0,0.0,42.32,5.3,43.95,-1.63,118.02,1210.94,0.871,51.45,0.355,z11
104,259.0,484.0,0.0,45.53,5.61,46.84,-1.31,118.46,1469.18,0.855,56.3,0.358,z11
105,67.0,396.0,0.0,40.11,4.46,42.18,-2.07,116.84,1108.94,0.891,46.28,0.301,z11
106,19.0,336.0,0.0,41.29,5.6,43.54,-2.25,115.08,1215.28,0.907,51.75,0.316,z11
107,262.0,316.0,0.0,36.38,5.72,40.13,-3.75,126.77,894.1,0.878,46.9,0.376,z15
108,186.0,382.0,0.0,37.56,4.51,39.06,-1.5,123.92,974.39,0.898,45.48,0.349,z12
109,84.0,458.0,1.41,32.04,6.58,36.71,-4.67,125.26,694.44,0.88,43.28,0.354,z15
111,129.0,393.0,0.0,31.79,5.25,35.81,-4.02,129.36,692.27,0.899,41.94,0.382,z13
112,207.0,458.0,1.0,57.47,5.94,57.47,0.0,115.34,2280.82,0.812,67.34,0.352,z11
113,282.0,494.0,1.0,31.77,5.26,35.46,-3.69,127.78,692.27,0.899,41.67,0.368,z12
114,187.0,400.0,0.0,25.17,5.33,29.44,-4.27,137.2,438.37,0.929,35.42,0.401,z15
115,80.0,347.0,0.0,28.84,5.81,32.94,-4.1,126.09,551.22,0.832,39.8,0.402,z15
116,314.0,478.0,0.0,33.1,4.16,35.23,-2.13,123.53,729.17,0.893,40.65,0.31,z15
117,294.0,418.0,0.0,30.85,5.33,33.31,-2.46,128.92,603.3,0.864,41.25,0.367,z12
118,261.0,367.0,1.0,33.28,5.87,36.53,-3.25,125.97,761.72,0.881,44.59,0.394,z13
119,228.0,427.0,1.41,24.3,5.77,28.47,-4.17,136.81,394.97,0.917,35.84,0.433,z13
122,191.0,426.0,0.0,31.92,5.05,34.76,-2.84,127.56,642.36,0.855,41.67,0.32,z13
123,27.0,472.0,0.0,38.98,6.03,43.1,-4.12,117.07,1030.82,0.886,50.05,0.448,z15
124,188.0,444.0,1.0,37.19,5.15,40.1,-2.91,124.9,922.31,0.85,46.82,0.377,z13
125,156.0,497.0,0.0,37.34,4.55,40.54,-3.2,125.06,959.2,0.903,45.2,0.332,z13
127,278.0,361.0,1.41,33.73,5.74,38.54,-4.81,127.5,748.7,0.895,43.99,0.391,z13
128,204.0,393.0,1.0,49.41,5.17,49.84,-0.43,116.55,1566.84,0.787,59.75,0.625,z15
129,253.0,465.0,1.0,33.71,5.62,37.56,-3.85,127.3,761.72,0.852,44.19,0.385,z13
130,154.0,373.0,0.0,28.2,5.36,32.31,-4.11,133.82,531.68,0.906,38.25,0.403,z13
131,203.0,437.0,1.0,28.98,5.04,32.62,-3.64,134.27,562.07,0.906,38.81,0.419,z15
132,278.0,478.0,0.0,31.67,5.49,34.37,-2.7,128.71,703.12,0.891,42.23,0.373,z11
133,224.0,363.0,1.0,28.34,5.51,31.32,-2.98,130.16,551.22,0.864,38.68,0.437,z13
134,339.0,192.0,1.0,34.93,5.91,38.42,-3.49,127.88,859.38,0.898,45.71,0.367,z13
135,233.0,464.0,0.0,46.82,5.85,48.46,-1.64,119.71,1388.89,0.777,57.21,0.349,z11
136,41.0,418.0,0.0,32.61,5.98,37.36,-4.75,126.32,729.17,0.893,43.95,0.396,z13
137,84.0,474.0,0.0,44.97,5.35,47.0,-2.03,114.93,922.31,0.753,54.9,0.48,z11
138,118.0,475.0,0.0,38.29,5.05,40.93,-2.64,123.92,967.88,0.849,47.56,0.371,z12
139,299.0,487.0,0.0,34.67,5.95,36.95,-2.28,125.57,822.48,0.908,45.24,0.35,z12
140,243.0,448.0,0.0,28.9,5.69,32.51,-3.61,130.77,585.94,0.884,40.02,0.425,z12
141,17.0,361.0,0.0,35.36,5.24,37.61,-2.25,120.57,813.8,0.859,44.19,0.363,z13
142,300.0,389.0,1.0,32.4,5.23,35.61,-3.21,127.44,709.64,0.89,42.44,0.352,z15
144,366.0,235.0,0.0,28.05,5.79,32.04,-3.99,129.81,525.17,0.906,38.75,0.435,z13
145,473.0,424.0,0.0,34.49,4.95,37.73,-3.24,128.73,815.97,0.922,44.38,0.34,z13
146,396.0,57.0,0.0,23.75,4.86,28.43,-4.68,138.15,379.77,0.831,33.48,0.409,z15
147,386.0,252.0,2.24,25.7,6.15,30.05,-4.35,117.41,416.67,0.866,36.44,0.463,z15
149,362.0,394.0,1.0,27.66,5.64,30.18,-2.52,135.16,512.15,0.883,38.55,0.388,z12
150,226.0,66.0,0.0,36.86,4.94,37.83,-0.97,128.19,913.63,0.906,75.29,0.703,z11
151,483.0,233.0,8.25,23.29,6.09,37.56,-14.27,126.63,368.92,0.873,34.35,0.481,z15
152,365.0,216.0,1.0,25.43,5.86,27.95,-2.52,135.81,392.8,0.843,35.78,0.445,z15
153,328.0,338.0,1.0,37.29,5.27,38.56,-1.27,124.36,939.67,0.866,47.28,0.424,z15
154,431.0,375.0,0.0,41.42,5.76,45.27,-3.85,121.67,1210.94,0.88,52.25,0.381,z11
155,418.0,412.0,0.0,44.24,5.62,45.1,-0.86,120.56,1286.89,0.786,55.16,0.298,z15
156,456.0,430.0,0.0,36.08,6.25,38.15,-2.07,124.67,891.93,0.884,47.43,0.406,z13
157,384.0,204.0,0.0,25.28,4.84,29.1,-3.82,134.53,416.67,0.924,34.96,0.392,z13
158,322.0,366.0,1.0,35.88,5.6,38.01,-2.13,123.5,865.89,0.858,46.6,0.355,z15
159,451.0,386.0,0.0,44.73,5.48,45.82,-1.09,120.87,1310.76,0.864,54.38,0.38,z15
160,372.0,474.0,0.0,37.99,5.73,42.49,-4.5,123.31,980.9,0.86,48.94,0.388,z12
161,351.0,314.0,2.24,45.53,4.93,59.8,-14.27,112.64,1341.15,0.794,55.37,0.281,z11
162,371.0,407.0,0.0,30.11,5.13,33.11,-3.0,129.64,609.81,0.896,39.39,0.342,z12
163,478.0,86.0,0.0,26.72,5.73,29.87,-3.15,137.55,455.73,0.907,37.29,0.439,z15
164,483.0,136.0,1.0,29.02,5.22,31.34,-2.32,132.67,568.58,0.906,39.14,0.362,z13
165,450.0,106.0,1.41,35.52,5.66,37.56,-2.04,126.56,815.97,0.853,45.77,0.404,z13
166,441.0,284.0,0.0,40.68,5.06,42.94,-2.26,122.16,1126.3,0.804,50.27,0.383,z12
167,473.0,283.0,1.0,28.05,4.73,31.51,-3.46,134.97,546.88,0.906,37.46,0.374,z13
170,496.0,37.0,0.0,29.01,5.04,32.18,-3.17,135.03,546.88,0.892,38.25,0.351,z15
171,339.0,169.0,0.0,30.77,4.65,32.61,-1.84,128.46,620.66,0.827,40.07,0.412,z12
172,417.0,333.0,0.0,29.18,4.62,32.06,-2.88,132.89,577.26,0.905,37.82,0.346,z13
173,349.0,148.0,0.0,25.44,4.41,29.62,-4.18,135.79,427.52,0.878,33.97,0.405,z15
174,381.0,267.0,1.0,28.4,5.7,31.57,-3.17,123.59,549.05,0.885,39.32,0.473,z13
175,343.0,273.0,1.0,31.25,5.86,33.53,-2.28,101.5,614.15,0.87,39.13,0.502,z13
176,318.0,385.0,0.0,36.04,5.78,37.56,-1.52,128.32,865.89,0.858,46.49,0.424,z13
177,482.0,208.0,1.0,28.95,5.81,32.94,-3.99,132.63,570.75,0.885,40.05,0.415,z15
178,502.0,119.0,1.0,25.74,5.3,29.09,-3.35,133.54,447.05,0.852,36.06,0.429,z15
179,403.0,250.0,1.0,31.97,6.4,37.5,-5.53,116.31,685.76,0.9,42.95,0.436,z15
180,361.0,376.0,0.0,43.08,5.58,46.08,-3.0,122.29,1254.34,0.879,53.8,0.369,z11
181,355.0,434.0,0.0,50.96,5.39,54.71,-3.75,116.52,1853.3,0.91,61.57,0.514,z08
182,459.0,325.0,1.0,51.59,6.25,54.38,-2.79,118.13,1801.22,0.858,62.5,0.376,z13
183,483.0,383.0,0.0,38.46,5.13,40.73,-2.27,122.94,1026.48,0.882,47.82,0.365,z13
184,492.0,328.0,1.0,36.83,5.74,38.72,-1.89,126.48,924.48,0.87,47.24,0.381,z11
185,337.0,449.0,0.0,39.6,5.69,44.02,-4.42,122.4,1067.71,0.899,50.43,0.378,z13
186,353.0,410.0,0.0,45.75,5.35,46.43,-0.68,119.91,1443.14,0.89,55.56,0.511,z09
187,330.0,431.0,0.0,36.4,5.31,38.39,-1.99,124.9,926.65,0.919,46.18,0.326,z12
188,344.0,330.0,0.0,32.26,4.96,36.4,-4.14,124.6,720.49,0.913,41.79,0.386,z15
189,486.0,348.0,0.0,44.15,4.94,46.13,-1.98,121.32,1375.87,0.907,53.23,0.366,z12
190,463.0,351.0,0.0,53.3,5.59,53.92,-0.62,118.14,1892.36,0.754,62.67,0.345,z07
191,411.0,389.0,0.0,52.82,6.36,54.07,-1.25,116.72,2018.23,0.896,64.18,0.377,z12
192,497.0,367.0,0.0,45.87,6.14,46.78,-0.91,119.12,1449.65,0.879,56.83,0.377,z12
193,467.0,373.0,0.0,36.63,5.86,38.93,-2.3,126.3,928.82,0.874,47.51,0.388,z12
194,315.0,457.0,0.0,53.16,5.76,53.64,-0.48,115.58,2029.08,0.895,63.77,0.55,z15
195,468.0,205.0,1.0,24.62,6.07,26.44,-1.82,134.72,394.97,0.875,34.57,0.429,z13
196,484.0,457.0,1.0,40.74,5.86,42.25,-1.51,122.27,1167.53,0.895,51.75,0.329,z12
197,411.0,433.0,0.0,41.52,6.18,43.28,-1.76,119.35,1174.05,0.86,52.16,0.393,z12
198,410.0,213.0,2.83,25.35,5.53,28.12,-2.77,116.44,425.35,0.862,34.92,0.423,z15
199,443.0,359.0,1.0,31.36,5.29,35.49,-4.13,131.43,661.89,0.891,41.73,0.396,z15
200,468.0,446.0,0.0,35.42,5.9,37.65,-2.23,124.13,881.08,0.921,46.28,0.347,z12
201,495.0,437.0,0.0,47.1,5.57,48.07,-0.97,120.38,1547.31,0.871,57.78,0.361,z09
203,490.0,414.0,1.0,41.47,5.62,44.2,-2.73,123.33,1158.85,0.865,51.88,0.367,z15
204,387.0,325.0,0.0,40.07,5.7,42.16,-2.09,124.37,1087.24,0.908,50.42,0.346,z12
205,341.0,134.0,0.0,31.29,5.58,33.9,-2.61,130.39,661.89,0.891,41.67,0.42,z15
206,459.0,408.0,0.0,48.62,5.28,49.98,-1.36,120.24,1549.48,0.839,58.53,0.358,z13
207,432.0,456.0,0.0,48.51,5.97,49.67,-1.16,118.87,1519.1,0.87,59.69,0.33,z12
209,414.0,369.0,0.0,28.58,5.49,32.52,-3.94,132.87,564.24,0.885,39.52,0.421,z15
210,331.0,317.0,0.0,40.69,6.23,42.18,-1.49,122.15,1117.62,0.898,51.21,0.35,z13
211,354.0,487.0,0.0,42.8,5.91,43.55,-0.75,120.84,1297.74,0.909,53.2,0.39,z09
212,343.0,362.0,0.0,46.37,5.32,47.23,-0.86,122.53,1464.84,0.833,56.19,0.351,z15
213,363.0,332.0,0.0,41.57,4.71,43.38,-1.81,125.59,1148.0,0.873,50.41,0.336,z11
214,424.0,296.0,0.0,42.37,5.48,43.54,-1.17,121.59,1176.22,0.878,52.07,0.375,z15
215,380.0,113.0,0.0,46.6,6.07,48.05,-1.45,118.24,1406.25,0.824,57.21,0.373,z12
216,480.0,171.0,0.0,37.57,6.23,42.86,-5.29,123.77,948.35,0.874,48.81,0.372,z13
217,395.0,167.0,0.0,32.48,5.73,37.25,-4.77,129.1,727.0,0.912,43.35,0.359,z13
218,320.0,249.0,0.0,41.12,5.69,42.83,-1.71,122.81,1182.73,0.9,51.29,0.388,z12
219,419.0,239.0,1.0,46.89,5.72,48.77,-1.88,121.67,1467.01,0.898,57.47,0.381,z09
220,485.0,248.0,0.0,34.79,5.72,38.92,-4.13,126.98,813.8,0.898,45.14,0.428,z13
221,400.0,227.0,1.0,41.06,5.52,43.53,-2.47,124.82,1178.39,0.896,51.59,0.393,z11
222,429.0,177.0,0.0,53.1,5.59,53.85,-0.75,116.71,1881.51,0.754,62.77,0.335,z11
223,408.0,123.0,1.0,39.32,6.54,40.45,-1.13,123.62,963.54,0.821,50.86,0.342,z11
224,407.0,149.0,0.0,53.4,6.15,55.36,-1.96,115.38,1953.12,0.825,63.89,0.404,z11
225,407.0,67.0,0.0,29.26,5.44,31.92,-2.66,132.57,581.6,0.912,39.42,0.366,z15
226,383.0,51.0,0.0,30.33,5.63,32.94,-2.61,131.83,638.02,0.913,41.35,0.377,z11
227,364.0,133.0,0.0,60.92,5.83,60.92,0.0,115.04,2463.11,0.83,69.92,0.392,z08
228,478.0,265.0,0.0,37.16,6.17,38.28,-1.12,127.33,946.18,0.891,48.64,0.424,z11
229,344.0,292.0,1.0,47.32,4.81,50.39,-3.07,122.18,1569.01,0.892,56.57,0.324,z13
230,442.0,210.0,0.0,37.29,5.56,38.87,-1.58,126.56,909.29,0.874,48.09,0.378,z15
231,317.0,39.0,1.0,50.86,6.22,52.74,-1.88,118.52,1707.9,0.826,61.88,0.385,z15
232,497.0,262.0,1.41,35.42,5.83,38.58,-3.16,125.32,876.74,0.917,46.03,0.394,z15
233,357.0,169.0,0.0,34.66,5.14,36.76,-2.1,127.6,811.63,0.848,44.69,0.349,z13
234,427.0,220.0,0.0,33.19,5.16,36.44,-3.25,130.97,737.85,0.891,43.32,0.358,z15
235,417.0,99.0,1.0,30.76,5.53,34.01,-3.25,132.32,627.17,0.922,41.09,0.4,z13
236,388.0,30.0,0.0,55.57,5.24,55.69,-0.12,116.02,2204.86,0.888,65.4,0.343,z07
237,363.0,253.0,0.0,41.3,6.15,44.87,-3.57,121.44,1187.07,0.879,52.21,0.395,z12
238,499.0,234.0,1.0,42.5,6.03,44.11,-1.61,121.05,1276.04,0.894,53.26,0.429,z15
239,344.0,89.0,1.0,41.1,6.47,47.0,-5.9,123.29,1152.34,0.876,52.46,0.36,z12
240,390.0,305.0,0.0,37.27,5.95,39.78,-2.51,125.71,963.54,0.935,48.32,0.373,z13
241,320.0,197.0,0.0,45.37,6.01,46.05,-0.68,120.24,1419.27,0.86,55.98,0.41,z13
242,413.0,83.0,0.0,34.03,5.74,36.05,-2.02,127.89,770.4,0.85,44.59,0.377,z15
243,331.0,151.0,1.0,44.31,5.39,47.09,-2.78,121.04,1380.21,0.887,55.09,0.619,z11
244,335.0,56.0,0.0,47.96,6.02,48.64,-0.68,119.22,1538.63,0.839,58.19,0.429,z15
245,389.0,135.0,0.0,41.77,5.69,46.63,-4.86,122.17,1226.13,0.875,52.42,0.365,z13
246,480.0,53.0,0.0,29.44,5.63,32.61,-3.17,132.91,603.3,0.911,40.45,0.376,z15
247,435.0,87.0,0.0,59.74,6.29,59.74,0.0,115.41,2263.45,0.791,70.96,0.398,z08
248,424.0,134.0,0.0,35.23,5.2,38.95,-3.72,127.95,850.69,0.889,45.07,0.382,z13
249,400.0,100.0,0.0,35.29,5.77,37.2,-1.91,125.27,894.1,0.906,46.18,0.383,z13
250,469.0,100.0,0.0,40.27,5.65,42.98,-2.71,122.84,1139.32,0.89,50.56,0.403,z13
251,361.0,187.0,1.0,36.09,5.56,40.5,-4.41,128.15,883.25,0.876,46.54,0.331,z15
252,388.0,71.0,1.0,39.56,6.05,41.16,-1.6,122.32,1067.71,0.91,49.98,0.383,z15
253,459.0,219.0,1.0,41.86,5.96,42.95,-1.09,123.34,1202.26,0.897,53.12,0.367,z15
254,327.0,229.0,0.0,41.49,4.64,42.77,-1.28,127.51,1171.88,0.875,50.31,0.349,z12
255,491.0,281.0,0.0,42.18,5.85,43.44,-1.26,121.16,1252.17,0.894,52.6,0.397,z12
256,405.0,297.0,1.41,29.13,5.69,34.62,-5.49,136.51,575.09,0.927,40.48,0.461,z15
257,389.0,152.0,1.41,25.3,5.12,29.83,-4.53,138.56,416.67,0.883,34.57,0.446,z15
258,398.0,85.0,0.0,24.66,5.84,28.49,-3.83,138.36,403.65,0.895,35.36,0.457,z15
259,502.0,217.0,0.0,26.96,4.77,30.76,-3.8,136.12,475.26,0.879,35.64,0.394,z13
260,394.0,277.0,0.0,31.02,5.38,33.71,-2.69,135.07,620.66,0.889,40.59,0.444,z13
261,441.0,131.0,1.0,30.76,5.2,33.93,-3.17,131.81,655.38,0.938,41.16,0.381,z13
262,491.0,155.0,0.0,32.12,5.48,35.44,-3.32,128.61,700.95,0.91,42.32,0.395,z13
263,347.0,71.0,0.0,27.57,5.02,32.36,-4.79,135.64,512.15,0.883,37.62,0.389,z15
264,321.0,129.0,1.0,34.5,5.28,36.82,-2.32,127.27,783.42,0.865,43.95,0.397,z13
