Mask_ID,Center_X_px,Center_Y_px,Diameter_μm,Mean_Intensity,Area_μm²,Circularity
0,327.00,19.00,39.16,112.05,998.26,0.876
1,436.00,87.00,58.53,107.28,2274.31,0.827
2,413.00,83.00,36.05,107.91,776.91,0.878
3,345.00,114.00,50.58,106.93,1718.75,0.863
4,461.00,272.00,38.41,109.67,976.56,0.832
5,495.00,91.00,41.64,106.73,1134.98,0.831
6,460.00,219.00,42.95,109.11,1156.68,0.825
7,466.00,125.00,57.67,106.71,2278.65,0.860
8,483.00,70.00,40.02,107.47,1024.31,0.863
9,424.00,200.00,40.85,108.00,1121.96,0.877
10,331.00,151.00,47.00,108.14,1467.01,0.860
11,365.00,77.00,48.92,106.63,1582.03,0.851
12,335.00,56.00,48.64,107.35,1603.73,0.883
13,445.00,305.00,45.69,109.17,1440.97,0.873
14,450.00,107.00,36.98,111.41,878.91,0.845
15,339.00,193.00,37.56,110.16,974.39,0.847
16,491.00,154.00,34.05,111.18,761.72,0.841
17,364.00,133.00,59.79,106.34,2413.19,0.870
18,320.00,196.00,45.70,110.10,1362.85,0.867
19,363.00,276.00,48.26,111.20,1527.78,0.855
20,342.00,248.00,45.51,108.43,1414.93,0.866
21,430.00,177.00,53.40,106.24,1946.61,0.841
22,453.00,142.00,33.09,113.28,692.27,0.828
23,407.00,67.00,31.92,108.65,677.08,0.858
24,388.00,72.00,41.16,106.66,1124.13,0.896
25,344.00,89.00,43.53,107.00,1276.04,0.885
26,399.00,100.00,36.76,107.52,913.63,0.879
27,425.00,27.00,37.61,108.44,924.48,0.845
28,408.00,123.00,39.53,105.62,1093.75,0.871
29,326.00,100.00,44.97,106.23,1408.42,0.848
30,384.00,185.00,50.75,107.13,1779.51,0.856
31,315.00,81.00,47.51,107.96,1436.63,0.850
32,318.00,38.00,51.76,107.07,1851.13,0.869
33,390.00,305.00,38.91,108.93,1006.94,0.883
34,407.00,183.00,42.70,108.72,1243.49,0.887
35,446.00,159.00,43.38,107.74,1247.83,0.881
36,380.00,113.00,47.51,107.85,1508.25,0.878
37,469.00,100.00,42.22,108.24,1221.79,0.881
38,443.00,234.00,50.39,107.06,1720.92,0.877
39,430.00,115.00,46.84,108.63,1410.59,0.876
40,408.00,149.00,53.58,106.76,1924.91,0.867
41,470.00,150.00,48.40,108.11,1521.27,0.837
42,343.00,274.00,33.21,84.08,740.02,0.856
43,366.00,21.00,40.79,110.55,1165.36,0.886
44,382.00,91.00,40.98,108.77,1139.32,0.867
45,389.00,135.00,46.15,108.14,1354.17,0.892
46,416.00,100.00,33.71,110.88,696.61,0.874
47,499.00,235.00,44.11,109.48,1291.23,0.857
48,341.00,134.00,33.90,112.45,727.00,0.841
49,441.00,131.00,32.34,108.45,716.15,0.877
50,238.00,49.00,54.04,109.48,1838.11,0.845
51,372.00,313.00,39.45,111.54,1056.86,0.883
52,408.00,283.00,40.50,104.11,915.80,0.771
53,396.00,57.00,28.43,109.63,492.62,0.840
54,453.00,179.00,41.72,109.40,1163.19,0.855
55,358.00,169.00,36.66,111.14,863.72,0.849
56,424.00,296.00,43.54,108.21,1219.62,0.854
57,458.00,28.00,32.04,112.88,616.32,0.851
58,353.00,205.00,38.48,112.17,883.25,0.839
59,496.00,37.00,32.18,112.68,625.00,0.876
60,320.00,249.00,41.38,109.10,1191.41,0.882
61,467.00,76.00,33.04,109.98,657.55,0.842
62,484.00,136.00,29.44,112.17,538.19,0.825
63,320.00,65.00,25.45,115.75,412.33,0.873
64,427.00,220.00,36.44,111.69,839.84,0.859
65,472.00,19.00,30.79,113.66,601.13,0.883
66,333.00,75.00,31.71,111.51,635.85,0.856
67,425.00,43.00,27.76,117.82,438.37,0.821
68,496.00,263.00,38.58,108.75,993.92,0.847
69,471.00,306.00,42.18,108.71,1121.96,0.877
70,320.00,129.00,35.71,107.30,874.57,0.867
71,478.00,191.00,41.42,108.65,1104.60,0.863
72,429.00,151.00,31.98,109.35,672.74,0.853
73,487.00,109.00,39.71,108.03,1076.39,0.882
74,478.00,35.00,40.28,109.22,1072.05,0.878
75,467.00,239.00,44.60,110.27,1308.59,0.856
76,354.00,57.00,34.60,109.74,787.76,0.870
77,398.00,85.00,28.49,111.33,518.66,0.884
78,481.00,171.00,40.07,110.07,1037.33,0.850
79,383.00,51.00,31.02,110.01,644.53,0.837
80,395.00,167.00,35.97,112.33,802.95,0.839
81,442.00,41.00,52.89,106.89,1957.47,0.887
82,460.00,12.00,32.34,102.84,622.83,0.821
83,420.00,239.00,47.69,111.62,1369.36,0.816
84,344.00,293.00,47.43,111.67,1501.74,0.840
85,363.00,253.00,44.08,108.54,1252.17,0.871
86,361.00,188.00,40.50,110.18,998.26,0.851
87,424.00,134.00,38.44,109.51,889.76,0.848
88,349.00,226.00,49.69,107.66,1712.24,0.901
89,491.00,281.00,42.18,107.54,1245.66,0.873
90,441.00,284.00,42.88,107.51,1245.66,0.842
91,480.00,53.00,32.61,110.91,616.32,0.851
92,68.00,491.00,30.97,147.58,486.11,0.762
93,287.00,434.00,33.98,108.68,763.89,0.863
94,293.00,355.00,31.38,110.54,611.98,0.832
95,27.00,472.00,43.10,102.14,1106.77,0.796
96,299.00,324.00,46.61,107.65,1391.06,0.829
97,118.00,456.00,39.36,110.63,1006.94,0.883
98,253.00,464.00,34.84,109.39,768.23,0.868
99,294.00,419.00,32.17,109.73,651.04,0.825
100,186.00,367.00,27.28,111.45,436.20,0.879
101,203.00,438.00,32.62,110.07,659.72,0.866
102,303.00,370.00,43.40,109.09,1187.07,0.825
103,229.00,427.00,28.12,109.89,509.98,0.835
104,224.00,363.00,30.97,113.21,596.79,0.877
105,276.00,446.00,29.12,108.97,531.68,0.871
106,207.00,335.00,26.37,112.36,475.26,0.895
107,313.00,399.00,24.49,110.87,410.16,0.897
108,260.00,366.00,35.16,112.88,800.78,0.856
109,118.00,475.00,38.37,109.39,926.65,0.830
110,175.00,487.00,27.41,108.02,492.62,0.912
111,191.00,426.00,32.94,108.70,705.30,0.843
112,197.00,412.00,31.42,109.68,594.62,0.821
113,244.00,476.00,25.44,116.65,394.97,0.875
114,60.00,318.00,47.07,104.15,1558.16,0.872
115,199.00,347.00,32.82,108.73,733.51,0.898
116,282.00,402.00,52.56,107.21,1835.94,0.822
117,282.00,495.00,34.76,107.18,798.61,0.890
118,243.00,432.00,34.20,109.45,787.76,0.842
119,206.00,458.00,56.75,106.71,2161.46,0.831
120,159.00,452.00,34.44,109.74,742.19,0.838
121,196.00,329.00,28.34,108.02,551.22,0.864
122,188.00,444.00,39.15,108.98,985.24,0.864
123,300.00,487.00,36.90,107.20,896.27,0.851
124,101.00,465.00,39.13,106.92,1041.67,0.877
125,300.00,390.00,35.61,112.28,766.06,0.830
126,278.00,478.00,32.94,109.23,729.17,0.893
127,204.00,315.00,37.55,109.01,954.86,0.873
128,262.00,316.00,40.13,109.41,991.75,0.829
129,274.00,462.00,35.01,108.42,846.35,0.885
130,219.00,412.00,43.53,107.20,1321.61,0.865
131,284.00,379.00,40.56,111.22,1041.67,0.830
132,297.00,448.00,33.18,110.64,731.34,0.874
133,154.00,372.00,31.30,111.20,601.13,0.851
134,244.00,448.00,31.81,108.87,644.53,0.867
135,248.00,262.00,49.73,107.30,1649.31,0.873
136,247.00,381.00,44.08,107.51,1315.10,0.867
137,75.00,359.00,31.02,94.33,566.41,0.790
138,207.00,243.00,50.69,106.92,1666.67,0.891
139,492.00,16.00,58.88,106.70,2408.85,0.875
