Center_X_px,Center_Y_px,Diameter_μm,slide
129.0,91.0,31.73,z15
333.0,75.0,31.71,z15
103.0,43.0,31.67,z15
380.0,267.0,31.57,z13
279.0,140.0,31.51,z12
474.0,283.0,31.51,z13
222.0,502.0,31.48,z02
483.0,137.0,31.34,z13
224.0,364.0,31.32,z13
242.0,67.0,31.27,z12
380.0,279.0,31.25,z00
217.0,80.0,31.11,z12
75.0,359.0,31.02,z15
284.0,125.0,31.02,z15
40.0,490.0,30.97,z13
117.0,219.0,30.97,z13
68.0,491.0,30.97,z15
330.0,479.0,30.82,z13
472.0,19.0,30.79,z15
502.0,217.0,30.76,z13
442.0,193.0,30.68,z15
8.0,251.0,30.61,z02
298.0,41.0,30.44,z15
127.0,68.0,30.42,z15
199.0,127.0,30.33,z15
45.0,179.0,30.2,z13
363.0,394.0,30.18,z12
191.0,19.0,30.09,z15
387.0,254.0,30.05,z15
317.0,326.0,30.04,z15
116.0,124.0,29.95,z15
478.0,86.0,29.87,z15
343.0,473.0,29.83,z15
390.0,153.0,29.83,z15
328.0,116.0,29.8,z00
349.0,148.0,29.62,z15
376.0,244.0,29.61,z15
59.0,184.0,29.52,z15
195.0,329.0,29.49,z13
187.0,400.0,29.44,z15
180.0,106.0,29.26,z15
316.0,114.0,29.24,z15
276.0,446.0,29.12,z15
384.0,204.0,29.1,z13
503.0,119.0,29.09,z15
477.0,323.0,29.08,z13
291.0,341.0,29.02,z15
378.0,417.0,29.02,z12
57.0,199.0,28.98,z15
443.0,420.0,28.94,z13
86.0,120.0,28.67,z15
392.0,290.0,28.63,z15
398.0,85.0,28.49,z15
229.0,426.0,28.47,z13
396.0,57.0,28.43,z15
293.0,138.0,28.39,z15
410.0,450.0,28.31,z13
412.0,215.0,28.12,z15
365.0,217.0,27.95,z15
132.0,18.0,27.95,z15
73.0,182.0,27.9,z15
365.0,419.0,27.82,z00
334.0,415.0,27.81,z13
418.0,468.0,27.8,z13
274.0,153.0,27.8,z02
425.0,43.0,27.76,z15
167.0,203.0,27.62,z13
134.0,211.0,27.59,z13
175.0,487.0,27.41,z15
203.0,154.0,27.41,z13
474.0,336.0,27.33,z12
70.0,26.0,27.33,z15
186.0,367.0,27.28,z15
107.0,114.0,27.23,z15
374.0,443.0,27.23,z15
328.0,301.0,27.16,z15
216.0,430.0,27.16,z15
420.0,443.0,27.08,z01
29.0,79.0,26.98,z15
475.0,253.0,26.78,z15
453.0,370.0,26.56,z15
248.0,414.0,26.53,z15
