Mask_ID,Center_X,Center_Y,Diameter,Mean_Intensity,Area,Circularity
189,483.00,383.00,19.22,115.59,250.00,0.864
190,315.00,457.00,25.45,112.14,468.00,0.901
191,486.00,348.00,21.68,115.70,323.00,0.879
192,355.00,434.00,24.70,112.56,431.00,0.919
193,456.00,430.00,17.71,116.81,214.50,0.858
194,467.00,373.00,18.17,117.47,231.00,0.879
195,469.00,204.00,11.96,127.80,93.00,0.855
196,411.00,389.00,25.77,111.76,470.00,0.887
197,330.00,431.00,18.18,115.69,226.50,0.906
198,344.00,292.00,23.42,110.24,383.00,0.880
199,215.00,48.00,19.79,117.03,279.00,0.858
200,421.00,279.00,12.53,121.73,102.50,0.913
201,318.00,385.00,18.03,120.99,207.00,0.872
202,414.00,369.00,14.42,122.10,141.00,0.924
203,334.00,415.00,12.26,125.38,102.50,0.913
204,327.00,401.00,17.85,117.64,206.00,0.842
205,354.00,487.00,20.83,114.89,302.50,0.903
206,496.00,396.00,16.37,119.52,180.00,0.912
207,343.00,362.00,22.32,118.93,335.00,0.861
208,411.00,433.00,19.98,115.09,269.50,0.857
209,468.00,446.00,17.48,116.59,212.00,0.893
210,335.00,495.00,18.69,115.13,242.50,0.905
211,371.00,407.00,14.77,122.60,143.50,0.915
212,459.00,408.00,23.54,115.66,363.50,0.822
213,331.00,317.00,19.74,116.01,264.50,0.873
214,497.00,367.00,22.07,114.29,337.00,0.866
215,354.00,460.00,17.91,118.04,201.00,0.873
216,432.00,456.00,23.84,114.08,360.00,0.874
217,337.00,449.00,19.74,115.14,263.00,0.830
218,363.00,332.00,20.64,120.06,273.50,0.903
219,389.00,152.00,12.59,126.11,105.50,0.900
220,345.00,114.00,23.36,114.47,380.50,0.930
221,424.00,296.00,20.62,115.79,276.50,0.879
222,491.00,281.00,21.10,115.08,292.50,0.873
223,429.00,151.00,15.67,119.98,168.00,0.924
224,328.00,180.00,14.77,121.48,146.00,0.907
225,320.00,249.00,20.08,116.23,287.50,0.890
226,315.00,81.00,21.46,116.04,307.50,0.852
227,398.00,84.00,12.23,128.30,94.50,0.880
228,458.00,28.00,14.21,123.83,140.00,0.870
229,408.00,123.00,18.89,116.56,230.50,0.860
230,382.00,220.00,19.27,120.90,241.50,0.842
231,320.00,129.00,17.18,118.30,194.50,0.837
232,344.00,33.00,24.81,113.28,415.00,0.799
233,317.00,39.00,24.41,115.19,395.00,0.800
234,487.00,109.00,19.51,115.20,246.50,0.827
235,442.00,210.00,18.42,119.18,217.50,0.870
236,372.00,313.00,18.97,119.21,251.00,0.868
237,420.00,239.00,22.92,116.89,338.50,0.835
238,326.00,100.00,21.48,114.22,301.00,0.773
239,424.00,199.00,19.50,115.39,253.50,0.837
240,427.00,220.00,16.42,122.28,180.50,0.893
241,417.00,99.00,15.31,122.16,156.50,0.882
242,335.00,57.00,23.34,115.13,354.00,0.814
243,467.00,239.00,23.07,116.01,321.50,0.852
244,327.00,229.00,20.06,120.86,277.00,0.897
245,388.00,30.00,26.63,112.83,502.00,0.878
246,353.00,205.00,17.88,120.37,202.00,0.851
247,413.00,82.00,16.76,117.49,195.00,0.885
248,407.00,67.00,14.58,122.34,141.50,0.903
249,320.00,197.00,21.99,115.62,331.00,0.892
250,380.00,113.00,22.37,114.85,326.00,0.810
251,435.00,87.00,28.55,112.87,522.50,0.778
252,466.00,76.00,15.06,121.40,157.50,0.888
253,355.00,57.00,15.35,121.30,164.00,0.902
254,395.00,167.00,16.19,120.43,176.00,0.892
255,442.00,233.00,24.19,113.91,382.00,0.851
256,383.00,51.00,15.21,122.24,157.50,0.858
257,357.00,169.00,17.24,120.25,197.50,0.888
258,363.00,253.00,20.66,115.60,282.00,0.890
259,429.00,177.00,25.64,112.99,436.00,0.778
260,453.00,179.00,20.40,116.28,283.00,0.861
261,332.00,151.00,22.28,115.37,328.50,0.870
262,453.00,142.00,14.77,123.57,146.00,0.907
263,364.00,134.00,28.84,112.33,560.50,0.772
264,490.00,301.00,16.92,120.07,184.50,0.856
265,343.00,274.00,15.27,94.22,145.00,0.901
266,470.00,150.00,23.63,114.30,356.50,0.755
267,459.00,219.00,20.35,117.05,274.00,0.804
268,442.00,192.00,13.01,125.19,110.50,0.887
269,445.00,305.00,22.25,116.19,319.50,0.867
270,472.00,306.00,19.86,116.98,280.00,0.907
271,478.00,86.00,13.04,124.79,111.50,0.895
272,339.00,169.00,15.22,121.54,154.00,0.890
273,496.00,37.00,14.01,125.79,125.50,0.845
274,449.00,107.00,17.20,119.95,196.50,0.883
275,483.00,136.00,14.18,124.49,132.50,0.892
276,408.00,200.00,11.75,126.06,89.50,0.890
277,473.00,283.00,14.45,123.99,135.00,0.884
278,365.00,216.00,12.21,127.86,95.00,0.914
279,362.00,276.00,23.40,118.04,366.50,0.876
280,366.00,235.00,14.04,117.52,134.50,0.905
281,381.00,267.00,14.05,114.61,131.50,0.920
282,497.00,262.00,17.50,117.80,211.00,0.889
283,434.00,252.00,16.12,118.82,169.50,0.879
284,485.00,248.00,17.03,119.35,195.50,0.868
285,333.00,75.00,13.04,124.93,113.00,0.881
286,460.00,272.00,18.11,119.31,216.50,0.866
287,378.00,291.00,17.20,122.10,193.00,0.876
288,502.00,217.00,13.60,123.11,122.50,0.857
289,347.00,71.00,14.10,123.20,133.00,0.871
290,478.00,265.00,18.18,119.46,219.50,0.796
291,471.00,19.00,13.87,125.84,131.00,0.858
292,101.00,446.00,17.82,115.77,222.50,0.890
293,460.00,12.00,17.34,106.00,172.00,0.766
294,394.00,277.00,15.04,126.70,147.50,0.861
295,491.00,155.00,15.83,121.35,165.50,0.888
296,441.00,131.00,15.66,121.15,161.50,0.867
297,361.00,376.00,21.38,116.64,296.50,0.854
298,400.00,228.00,20.09,119.65,275.50,0.876
299,478.00,191.00,19.57,115.14,249.50,0.824
300,483.00,70.00,18.61,116.48,233.00,0.755
301,232.00,27.00,20.02,116.14,266.50,0.847
302,31.00,147.00,24.85,107.32,402.00,0.790
303,208.00,185.00,13.59,121.69,124.50,0.838
304,130.00,278.00,27.53,110.59,517.50,0.836
305,251.00,284.00,21.63,114.12,337.00,0.908
306,75.00,306.00,14.77,120.75,149.00,0.926
307,87.00,73.00,22.56,115.64,329.50,0.769
308,188.00,166.00,24.84,112.46,418.00,0.847
309,58.00,258.00,23.02,112.55,356.50,0.871
310,129.00,91.00,14.01,121.70,135.00,0.884
311,141.00,75.00,15.12,120.27,148.50,0.899
312,267.00,245.00,26.02,113.55,474.50,0.901
313,255.00,79.00,18.97,116.47,229.00,0.792
314,145.00,120.00,16.60,118.11,182.50,0.874
315,103.00,42.00,14.09,122.73,127.50,0.892
316,281.00,310.00,19.13,116.87,241.50,0.852
317,282.00,177.00,19.42,116.99,251.00,0.868
318,55.00,87.00,47.64,106.18,1580.00,0.795
319,262.00,109.00,16.70,118.56,191.50,0.889
320,157.00,271.00,24.93,111.79,424.00,0.824
321,307.00,217.00,23.23,120.20,374.00,0.899
322,219.00,303.00,21.37,115.24,296.50,0.863
323,117.00,49.00,14.56,121.39,140.00,0.870
324,55.00,25.00,16.30,116.60,178.00,0.902
325,279.00,140.00,14.39,124.69,135.50,0.898
326,134.00,196.00,17.05,117.41,193.00,0.876
327,187.00,35.00,19.24,116.49,254.00,0.929
328,41.00,37.00,18.16,114.30,234.00,0.891
329,26.00,175.00,20.93,109.78,295.00,0.844
330,84.00,16.00,20.25,114.38,286.00,0.870
331,99.00,168.00,16.69,116.63,191.00,0.840
332,140.00,252.00,24.00,110.94,398.00,0.849
333,66.00,142.00,18.03,113.82,220.50,0.882
334,117.00,123.00,13.42,121.82,123.00,0.921
335,43.00,303.00,21.22,111.82,291.00,0.854
336,32.00,253.00,17.60,114.91,197.00,0.855
337,214.00,219.00,15.93,120.41,175.00,0.887
338,172.00,185.00,24.70,113.58,403.00,0.799
339,76.00,250.00,14.56,120.29,154.00,0.890
340,46.00,240.00,18.43,114.60,229.50,0.881
341,191.00,142.00,20.72,113.73,296.00,0.847
342,59.00,216.00,17.74,115.91,198.50,0.804
343,18.00,70.00,16.49,113.81,187.00,0.848
344,256.00,195.00,27.49,113.74,492.00,0.853
345,97.00,253.00,18.36,116.98,223.50,0.868
346,50.00,151.00,15.38,117.31,162.50,0.916
347,228.00,117.00,17.89,118.02,202.00,0.877
348,109.00,71.00,20.50,114.87,271.00,0.775
349,151.00,209.00,24.27,111.63,370.50,0.795
350,248.00,14.00,19.75,115.59,270.00,0.875
351,261.00,167.00,26.74,112.43,485.50,0.756
352,307.00,141.00,15.98,120.55,171.50,0.890
353,25.00,194.00,14.31,117.70,130.50,0.832
354,88.00,36.00,17.57,117.91,212.00,0.866
355,150.00,189.00,16.85,116.55,196.50,0.846
356,226.00,443.00,19.29,116.55,257.50,0.873
357,16.00,269.00,17.47,112.46,198.00,0.785
358,127.00,68.00,13.32,123.98,111.00,0.866
359,208.00,290.00,12.53,125.20,105.00,0.907
360,70.00,25.00,11.67,125.16,90.50,0.900
361,119.00,147.00,15.03,118.34,140.50,0.896
362,191.00,19.00,13.08,123.31,115.50,0.890
363,286.00,258.00,18.60,118.67,229.50,0.881
364,298.00,41.00,12.86,125.27,110.00,0.910
365,284.00,125.00,13.93,123.61,129.00,0.928
366,264.00,146.00,16.01,121.29,172.50,0.866
367,161.00,297.00,23.43,113.28,384.00,0.883
368,233.00,290.00,15.37,119.82,154.50,0.871
369,292.00,157.00,27.29,112.31,506.50,0.783
370,224.00,194.00,21.04,114.28,290.50,0.770
371,196.00,279.00,16.89,118.30,186.00,0.844
372,230.00,134.00,14.77,124.23,149.00,0.926
373,293.00,137.00,11.40,128.43,85.00,0.873
374,86.00,178.00,14.45,119.61,141.00,0.876
375,117.00,218.00,12.90,123.73,113.00,0.896
376,282.00,288.00,21.63,115.07,302.50,0.801
377,203.00,154.00,11.96,128.03,92.50,0.878
378,78.00,218.00,19.73,113.66,275.50,0.909
379,180.00,106.00,12.26,124.79,99.50,0.886
380,47.00,57.00,15.91,119.09,157.50,0.817
381,198.00,49.00,14.49,121.45,137.00,0.851
382,91.00,52.00,14.83,120.15,149.00,0.861
383,242.00,67.00,13.95,124.25,133.00,0.871
384,160.00,108.00,20.33,114.70,276.50,0.879
385,216.00,80.00,13.67,123.22,124.00,0.877
386,194.00,298.00,19.10,115.07,249.00,0.861
387,303.00,60.00,24.52,114.19,387.00,0.777
388,63.00,294.00,13.95,119.48,127.00,0.864
389,101.00,312.00,18.70,116.81,246.50,0.919
390,194.00,112.00,15.96,120.19,175.50,0.911
391,65.00,234.00,20.60,112.82,290.50,0.900
392,172.00,221.00,20.48,115.69,289.50,0.897
393,90.00,148.00,23.98,111.48,399.50,0.865
394,138.00,300.00,19.24,115.92,259.00,0.896
395,134.00,53.00,17.91,117.51,216.00,0.883
396,301.00,123.00,20.47,114.78,291.50,0.903
397,304.00,102.00,19.93,115.26,283.00,0.917
398,137.00,175.00,19.32,115.85,250.50,0.840
399,156.00,166.00,22.20,113.32,337.50,0.873
400,177.00,263.00,16.35,118.29,187.00,0.888
401,282.00,106.00,23.23,113.02,395.00,0.908
402,215.00,48.00,19.70,115.89,264.50,0.897
403,113.00,91.00,15.91,119.11,173.50,0.900
404,141.00,103.00,17.07,116.82,199.50,0.914
405,204.00,202.00,20.77,115.03,292.50,0.852
406,308.00,19.00,17.81,117.84,218.50,0.874
407,211.00,111.00,16.76,118.70,199.00,0.903
408,24.00,121.00,22.85,107.53,368.00,0.873
409,232.00,214.00,20.68,113.42,303.00,0.898
410,148.00,16.00,18.67,116.30,242.50,0.879
411,196.00,89.00,30.89,108.85,694.00,0.885
412,177.00,282.00,20.25,114.99,282.50,0.875
413,182.00,243.00,22.03,114.45,343.50,0.889
414,245.00,235.00,22.04,114.76,346.00,0.910
415,194.00,223.00,23.10,113.86,378.00,0.889
416,104.00,274.00,18.46,115.18,241.00,0.892
417,266.00,127.00,19.79,114.97,279.00,0.904
418,225.00,232.00,16.13,120.01,180.50,0.906
419,133.00,228.00,23.66,112.26,402.50,0.891
420,99.00,213.00,23.06,111.97,381.50,0.891
421,148.00,38.00,23.04,113.51,381.50,0.891
422,289.00,13.00,21.87,114.46,341.00,0.876
423,211.00,168.00,19.53,114.76,270.00,0.875
424,271.00,90.00,15.81,120.11,174.50,0.876
425,244.00,148.00,23.12,114.07,375.00,0.882
426,177.00,123.00,23.19,112.67,386.00,0.887
427,207.00,66.00,18.80,116.61,254.00,0.878
428,122.00,107.00,19.65,114.20,271.50,0.896
429,186.00,64.00,20.64,115.67,295.00,0.897
430,246.00,125.00,19.66,115.12,271.50,0.896
431,214.00,128.00,16.33,119.10,184.00,0.902
432,111.00,293.00,21.48,113.56,325.50,0.892
433,116.00,258.00,20.07,113.81,284.00,0.864
434,162.00,250.00,17.63,116.65,221.00,0.903
435,226.00,66.00,17.52,119.31,208.50,0.897
436,217.00,146.00,18.58,116.03,239.50,0.893
437,199.00,126.00,12.85,123.33,111.50,0.895
438,41.00,199.00,17.54,113.39,214.50,0.895
439,157.00,89.00,15.05,117.55,158.50,0.894
440,265.00,299.00,16.04,119.99,174.50,0.905
441,16.00,13.00,20.59,110.50,287.50,0.890
442,117.00,202.00,17.66,116.07,221.00,0.903
443,173.00,92.00,15.83,119.19,172.50,0.895
444,168.00,24.00,23.17,114.33,360.50,0.881
445,103.00,188.00,20.13,114.22,276.50,0.826
446,20.00,34.00,22.90,108.85,353.00,0.811
447,95.00,93.00,17.30,115.47,207.00,0.846
448,231.00,273.00,16.47,120.02,185.00,0.907
449,269.00,271.00,21.63,115.51,328.00,0.915
450,16.00,210.00,22.83,107.91,361.00,0.838
451,283.00,34.00,20.13,115.45,282.50,0.775
452,154.00,60.00,20.64,114.49,281.50,0.820
453,235.00,83.00,18.71,114.88,239.50,0.868
454,107.00,136.00,15.81,116.88,184.00,0.902
455,291.00,84.00,24.52,114.68,388.00,0.845
456,75.00,164.00,18.20,114.61,227.00,0.840
457,57.00,167.00,17.34,113.99,209.00,0.854
458,21.00,237.00,20.66,111.43,278.50,0.885
459,127.00,34.00,19.11,116.47,252.00,0.871
460,154.00,232.00,18.51,115.98,233.00,0.887
461,131.00,134.00,21.69,112.96,328.50,0.879
462,207.00,243.00,23.02,113.19,372.00,0.895
463,248.00,262.00,22.22,114.90,350.50,0.885
464,280.00,55.00,20.71,114.13,297.00,0.880
465,194.00,258.00,15.65,118.98,173.00,0.919
466,20.00,297.00,22.23,109.01,341.50,0.863
