x,y,diameter,occupancy
235.0,207.0,84.71,1
255.0,72.0,61.79,1
171.0,328.0,53.43,1
103.0,351.0,52.45,1
447.0,279.0,51.54,1
382.0,122.0,52.71,1
313.0,313.0,62.44,1
