XY_Distance,BF_Mask_ID,BF_Center_X_px,BF_Center_Y_px,BF_Diameter_μm,BF_Mean_Intensity,BF_Area_μm²,BF_Circularity,F_Mask_ID,F_Center_X_px,F_Center_Y_px,F_Diameter_μm,F_Mean_Intensity,F_Area_μm²,F_Circularity
1.4142135623730951,259.0,261.0,439.0,44.25,186.85,1433.91,0.901,318.0,262.0,438.0,45.9,42.94,1498.96,0.877
2.8284271247461903,260.0,149.0,677.0,48.6,174.68,1757.09,0.893,253.0,151.0,675.0,50.79,37.77,1899.65,0.9
1.4142135623730951,261.0,229.0,417.0,43.81,184.6,1409.69,0.877,310.0,230.0,416.0,45.46,45.5,1489.27,0.9
1.4142135623730951,262.0,298.0,698.0,44.24,182.94,1431.14,0.894,292.0,299.0,697.0,46.54,39.73,1555.71,0.887
2.23606797749979,263.0,135.0,894.0,48.68,170.87,1749.48,0.897,254.0,136.0,892.0,51.09,38.64,1915.57,0.889
2.23606797749979,263.0,135.0,894.0,48.68,170.87,1749.48,0.897,373.0,136.0,892.0,52.73,37.59,1960.55,0.871
1.4142135623730951,264.0,201.0,769.0,47.65,176.84,1691.35,0.906,272.0,202.0,768.0,50.38,40.66,1810.38,0.89
2.23606797749979,264.0,201.0,769.0,47.65,176.84,1691.35,0.906,627.0,202.0,767.0,51.01,39.94,1870.59,0.886
2.23606797749979,265.0,186.0,731.0,45.95,177.4,1553.63,0.889,268.0,187.0,729.0,47.86,37.75,1666.44,0.892
2.23606797749979,266.0,59.0,698.0,47.51,174.0,1672.66,0.904,286.0,60.0,696.0,49.16,36.35,1773.01,0.883
2.23606797749979,268.0,188.0,563.0,46.12,180.98,1566.09,0.896,326.0,189.0,561.0,47.38,38.39,1618.69,0.886
1.4142135623730951,269.0,331.0,769.0,48.3,178.92,1737.02,0.902,274.0,330.0,768.0,50.6,44.58,1878.89,0.879
2.23606797749979,272.0,309.0,430.0,71.77,169.98,3874.05,0.899,256.0,310.0,428.0,71.26,51.23,3734.26,0.889
3.605551275463989,272.0,309.0,430.0,71.77,169.98,3874.05,0.899,641.0,311.0,427.0,68.92,47.82,3296.89,0.847
1.0,273.0,88.0,493.0,56.89,167.16,2432.53,0.887,283.0,88.0,492.0,58.16,49.59,2503.11,0.89
1.0,274.0,369.0,756.0,42.6,185.45,1335.64,0.905,289.0,369.0,755.0,45.16,40.76,1470.59,0.897
2.0,275.0,362.0,547.0,44.25,186.09,1444.98,0.89,257.0,362.0,545.0,46.26,39.4,1562.63,0.902
2.8284271247461903,278.0,258.0,551.0,44.12,185.79,1424.22,0.89,287.0,260.0,549.0,46.48,37.96,1584.78,0.891
1.0,279.0,142.0,410.0,49.39,173.39,1823.53,0.889,375.0,143.0,410.0,54.33,27.63,1830.45,0.851
2.23606797749979,281.0,132.0,474.0,54.9,171.04,2230.45,0.899,263.0,133.0,472.0,56.29,51.09,2303.11,0.887
2.23606797749979,282.0,42.0,736.0,48.08,174.49,1680.97,0.892,267.0,43.0,734.0,49.73,37.01,1723.88,0.861
2.23606797749979,286.0,99.0,577.0,44.41,178.23,1424.22,0.907,269.0,101.0,576.0,45.69,36.98,1521.8,0.887
3.0,287.0,306.0,877.0,44.13,180.98,1426.3,0.887,304.0,306.0,874.0,46.16,40.7,1548.79,0.883
2.23606797749979,288.0,109.0,769.0,46.42,175.45,1569.55,0.883,270.0,110.0,767.0,48.77,37.5,1693.43,0.887
1.0,289.0,360.0,438.0,48.27,181.87,1737.02,0.891,316.0,360.0,437.0,50.26,39.41,1808.3,0.877
2.0,289.0,360.0,438.0,48.27,181.87,1737.02,0.891,381.0,360.0,436.0,48.52,38.94,1604.15,0.872
1.4142135623730951,290.0,295.0,513.0,44.18,185.05,1451.21,0.903,252.0,296.0,512.0,46.14,37.82,1566.09,0.901
2.23606797749979,291.0,234.0,745.0,43.8,182.02,1414.53,0.901,302.0,235.0,743.0,46.14,39.62,1541.87,0.879
2.23606797749979,292.0,125.0,855.0,42.58,177.68,1337.72,0.898,255.0,126.0,853.0,45.09,35.23,1479.58,0.882
2.23606797749979,294.0,176.0,803.0,45.78,178.26,1528.03,0.911,317.0,177.0,801.0,47.61,37.83,1640.83,0.886
2.8284271247461903,296.0,74.0,656.0,48.32,172.24,1722.49,0.902,282.0,76.0,654.0,50.22,36.56,1869.9,0.893
2.23606797749979,297.0,103.0,537.0,48.62,175.3,1750.87,0.898,285.0,104.0,535.0,50.45,45.12,1825.61,0.882
1.4142135623730951,299.0,185.0,602.0,44.08,180.98,1401.38,0.884,258.0,186.0,601.0,45.62,36.45,1513.49,0.906
2.8284271247461903,300.0,21.0,593.0,43.68,178.8,1407.61,0.896,264.0,23.0,591.0,45.94,33.97,1522.49,0.896
2.23606797749979,301.0,253.0,919.0,47.44,173.78,1691.35,0.906,290.0,254.0,917.0,50.34,46.36,1815.22,0.896
2.23606797749979,302.0,175.0,485.0,44.09,180.99,1417.3,0.885,309.0,176.0,483.0,46.6,43.83,1546.71,0.869
1.4142135623730951,302.0,175.0,485.0,44.09,180.99,1417.3,0.885,369.0,176.0,484.0,46.94,43.67,1585.47,0.841
2.23606797749979,303.0,268.0,398.0,49.98,178.66,1846.37,0.908,278.0,269.0,396.0,51.08,46.06,1880.97,0.883
2.23606797749979,308.0,348.0,399.0,44.06,185.95,1431.83,0.891,284.0,349.0,397.0,45.61,35.94,1505.88,0.874
1.4142135623730951,308.0,348.0,399.0,44.06,185.95,1431.83,0.891,635.0,349.0,398.0,46.29,38.73,1539.1,0.866
2.0,309.0,132.0,809.0,54.33,168.4,2213.84,0.892,281.0,132.0,807.0,56.8,40.62,2360.55,0.883
2.23606797749979,309.0,132.0,809.0,54.33,168.4,2213.84,0.892,622.0,133.0,807.0,58.61,39.78,2487.89,0.885
1.4142135623730951,310.0,50.0,449.0,41.86,175.69,1289.27,0.896,330.0,51.0,448.0,42.61,42.44,1328.72,0.875
2.23606797749979,311.0,367.0,478.0,43.66,185.22,1409.69,0.889,265.0,368.0,476.0,45.42,37.41,1493.43,0.89
2.23606797749979,312.0,200.0,971.0,44.98,170.91,1478.2,0.893,327.0,201.0,969.0,46.88,49.17,1582.01,0.897
2.23606797749979,313.0,227.0,577.0,46.46,181.33,1608.3,0.888,260.0,228.0,575.0,48.51,39.27,1714.88,0.891
2.8284271247461903,314.0,322.0,477.0,44.7,186.6,1445.67,0.882,295.0,324.0,475.0,46.32,37.04,1557.09,0.887
1.4142135623730951,315.0,295.0,915.0,46.38,176.33,1591.7,0.89,307.0,296.0,914.0,48.51,44.76,1713.49,0.89
2.8284271247461903,318.0,33.0,665.0,45.5,175.26,1532.18,0.885,301.0,35.0,663.0,47.5,35.04,1627.68,0.899
2.0,320.0,266.0,878.0,45.01,178.9,1504.5,0.885,275.0,266.0,876.0,47.63,40.22,1642.91,0.891
2.0,322.0,224.0,664.0,44.1,179.94,1438.06,0.903,322.0,224.0,662.0,46.3,38.14,1557.09,0.899
2.23606797749979,324.0,261.0,677.0,44.18,181.54,1447.75,0.892,294.0,262.0,675.0,46.28,38.9,1555.71,0.882
2.23606797749979,325.0,110.0,616.0,44.09,177.78,1438.75,0.907,262.0,111.0,614.0,46.09,34.37,1562.63,0.902
2.23606797749979,325.0,110.0,616.0,44.09,177.78,1438.75,0.907,646.0,111.0,614.0,47.49,35.75,1606.92,0.899
1.4142135623730951,327.0,230.0,704.0,47.66,177.05,1682.35,0.881,296.0,231.0,703.0,49.63,39.85,1796.54,0.894
2.23606797749979,329.0,341.0,730.0,43.62,184.78,1397.23,0.894,321.0,342.0,728.0,45.09,42.38,1472.66,0.895
1.4142135623730951,330.0,341.0,620.0,45.49,182.89,1532.18,0.901,266.0,342.0,619.0,48.08,40.62,1686.51,0.911
1.4142135623730951,330.0,341.0,620.0,45.49,182.89,1532.18,0.901,335.0,342.0,619.0,48.96,41.43,1733.56,0.881
1.4142135623730951,333.0,62.0,532.0,44.68,177.07,1478.2,0.893,319.0,63.0,531.0,46.47,41.47,1539.1,0.877
2.23606797749979,334.0,213.0,820.0,43.69,180.26,1417.3,0.89,291.0,214.0,818.0,46.57,38.69,1600.0,0.888
2.23606797749979,335.0,321.0,981.0,46.48,173.78,1580.62,0.913,308.0,322.0,979.0,48.86,52.3,1725.95,0.896
2.23606797749979,336.0,54.0,571.0,43.96,177.67,1433.22,0.904,303.0,56.0,570.0,45.94,36.95,1531.49,0.893
2.23606797749979,336.0,54.0,571.0,43.96,177.67,1433.22,0.904,591.0,56.0,570.0,46.61,39.69,1566.78,0.893
2.23606797749979,337.0,23.0,547.0,43.39,178.8,1395.16,0.906,313.0,24.0,545.0,45.89,38.04,1489.27,0.888
2.23606797749979,338.0,48.0,931.0,44.92,166.98,1483.04,0.893,324.0,49.0,929.0,47.53,42.18,1623.53,0.885
3.1622776601683795,339.0,371.0,919.0,48.68,178.42,1751.56,0.89,311.0,372.0,916.0,51.89,44.94,1930.8,0.885
2.23606797749979,340.0,219.0,537.0,43.8,183.42,1395.16,0.889,276.0,220.0,535.0,45.58,41.01,1519.72,0.894
1.4142135623730951,340.0,219.0,537.0,43.8,183.42,1395.16,0.889,613.0,220.0,536.0,46.8,40.85,1589.62,0.886
2.8284271247461903,341.0,139.0,517.0,44.18,178.54,1446.37,0.903,305.0,141.0,515.0,46.94,43.45,1567.47,0.885
2.23606797749979,342.0,30.0,507.0,46.44,175.26,1582.7,0.894,314.0,31.0,505.0,48.29,41.01,1668.51,0.885
1.4142135623730951,342.0,30.0,507.0,46.44,175.26,1582.7,0.894,621.0,31.0,506.0,50.25,39.99,1755.71,0.871
1.4142135623730951,344.0,241.0,472.0,44.16,183.07,1430.45,0.89,259.0,242.0,471.0,46.11,42.3,1548.1,0.89
1.4142135623730951,344.0,241.0,472.0,44.16,183.07,1430.45,0.89,603.0,242.0,471.0,47.27,42.99,1615.22,0.876
2.23606797749979,345.0,271.0,762.0,45.52,180.26,1519.72,0.894,298.0,272.0,760.0,47.09,41.48,1634.6,0.891
3.1622776601683795,348.0,338.0,849.0,44.91,180.93,1493.43,0.89,251.0,339.0,846.0,47.44,40.86,1655.36,0.886
1.4142135623730951,349.0,105.0,437.0,51.1,172.33,1924.57,0.901,293.0,106.0,436.0,52.63,49.2,2000.69,0.889
3.1622776601683795,350.0,99.0,691.0,43.84,176.91,1420.76,0.896,277.0,100.0,688.0,45.76,34.97,1543.94,0.9
2.23606797749979,351.0,376.0,712.0,44.38,184.68,1450.52,0.894,300.0,377.0,710.0,46.69,42.6,1559.17,0.88
3.0,354.0,159.0,970.0,49.22,166.1,1777.85,0.877,306.0,159.0,967.0,51.7,48.66,1913.49,0.88
2.23606797749979,356.0,232.0,953.0,35.67,183.08,937.72,0.911,332.0,233.0,951.0,37.67,43.99,1004.15,0.885
2.23606797749979,361.0,203.0,929.0,48.38,172.17,1737.02,0.902,329.0,204.0,927.0,51.18,46.3,1908.65,0.901
2.23606797749979,361.0,203.0,929.0,48.38,172.17,1737.02,0.902,372.0,204.0,927.0,52.3,48.26,1963.32,0.862
2.0,363.0,303.0,738.0,43.78,183.37,1417.99,0.894,312.0,303.0,736.0,45.91,41.86,1503.81,0.893
2.0,364.0,190.0,413.0,44.5,182.04,1445.67,0.882,279.0,190.0,411.0,46.12,46.9,1539.79,0.893
1.4142135623730951,364.0,190.0,413.0,44.5,182.04,1445.67,0.882,625.0,191.0,412.0,46.98,46.18,1599.31,0.898
1.4142135623730951,365.0,48.0,849.0,48.32,173.05,1686.51,0.906,273.0,49.0,848.0,50.03,36.57,1788.24,0.901
2.23606797749979,366.0,85.0,950.0,48.01,166.11,1684.43,0.902,315.0,86.0,948.0,51.14,43.4,1874.74,0.888
4.242640687119285,367.0,187.0,644.0,43.43,179.31,1407.61,0.896,288.0,190.0,641.0,46.1,36.14,1563.32,0.899
3.1622776601683795,368.0,267.0,958.0,44.41,171.91,1451.9,0.907,328.0,268.0,955.0,46.71,48.81,1575.78,0.89
2.23606797749979,373.0,333.0,904.0,42.89,184.26,1350.87,0.903,320.0,334.0,902.0,45.42,41.17,1473.36,0.875
2.0,377.0,282.0,996.0,49.08,169.58,1772.32,0.89,331.0,282.0,994.0,50.97,56.45,1896.89,0.888
3.1622776601683795,378.0,358.0,998.0,44.99,175.12,1477.51,0.873,325.0,359.0,995.0,47.28,52.87,1591.7,0.907
2.23606797749979,380.0,55.0,792.0,90.84,154.26,6240.83,0.897,299.0,56.0,790.0,90.5,56.95,6117.65,0.897
2.23606797749979,380.0,55.0,792.0,90.84,154.26,6240.83,0.897,333.0,56.0,790.0,91.56,55.36,6206.23,0.89
2.23606797749979,383.0,9.0,975.0,18.76,192.87,238.75,0.895,379.0,11.0,974.0,18.45,32.06,209.69,0.885
1.0,384.0,546.0,537.0,43.22,187.82,1356.4,0.906,121.0,546.0,536.0,43.84,42.47,1383.39,0.885
2.23606797749979,385.0,30.0,507.0,47.04,176.08,1652.6,0.885,314.0,31.0,505.0,48.29,41.01,1668.51,0.885
1.4142135623730951,385.0,30.0,507.0,47.04,176.08,1652.6,0.885,621.0,31.0,506.0,50.25,39.99,1755.71,0.871
2.23606797749979,388.0,267.0,397.0,48.85,181.6,1662.28,0.853,278.0,269.0,396.0,51.08,46.06,1880.97,0.883
2.23606797749979,389.0,271.0,762.0,45.98,181.68,1566.78,0.893,298.0,272.0,760.0,47.09,41.48,1634.6,0.891
1.4142135623730951,391.0,692.0,94.0,48.57,183.75,1728.72,0.887,456.0,693.0,93.0,51.06,37.59,1908.65,0.89
1.4142135623730951,391.0,692.0,94.0,48.57,183.75,1728.72,0.887,615.0,693.0,93.0,51.48,37.21,1951.56,0.895
1.0,392.0,965.0,228.0,43.83,185.1,1404.15,0.903,394.0,965.0,227.0,46.85,37.87,1591.7,0.895
1.0,393.0,975.0,70.0,46.54,178.92,1582.7,0.882,457.0,975.0,69.0,48.1,35.52,1692.04,0.903
1.4142135623730951,394.0,468.0,88.0,45.41,183.13,1528.72,0.903,442.0,469.0,87.0,47.64,38.1,1631.14,0.904
1.4142135623730951,394.0,468.0,88.0,45.41,183.13,1528.72,0.903,470.0,469.0,87.0,48.44,37.96,1669.2,0.894
1.0,394.0,468.0,88.0,45.41,183.13,1528.72,0.903,521.0,469.0,88.0,48.98,37.23,1670.59,0.906
1.0,396.0,396.0,25.0,44.1,180.49,1447.06,0.913,455.0,396.0,24.0,46.37,43.13,1574.39,0.889
1.0,397.0,719.0,126.0,46.45,185.25,1582.01,0.89,440.0,720.0,126.0,48.83,36.58,1731.49,0.888
1.0,397.0,719.0,126.0,46.45,185.25,1582.01,0.89,650.0,720.0,126.0,49.15,38.28,1773.7,0.865
2.0,399.0,824.0,177.0,45.88,184.4,1556.4,0.895,417.0,824.0,175.0,48.36,37.69,1694.12,0.88
2.8284271247461903,400.0,758.0,228.0,44.54,185.27,1460.21,0.887,436.0,760.0,226.0,46.63,37.71,1584.78,0.891
2.8284271247461903,401.0,868.0,357.0,45.11,187.0,1506.57,0.907,450.0,870.0,355.0,47.67,42.81,1639.45,0.897
1.0,405.0,818.0,218.0,48.01,182.63,1703.11,0.904,388.0,818.0,217.0,50.26,39.66,1838.06,0.878
1.0,406.0,810.0,134.0,55.45,176.0,2287.2,0.888,424.0,810.0,133.0,57.53,41.77,2438.75,0.883
1.0,406.0,810.0,134.0,55.45,176.0,2287.2,0.888,638.0,810.0,133.0,58.08,40.86,2487.2,0.878
1.4142135623730951,407.0,588.0,173.0,41.11,189.4,1244.98,0.896,419.0,589.0,172.0,43.42,35.19,1364.01,0.902
1.0,408.0,389.0,287.0,46.19,181.04,1586.16,0.904,411.0,389.0,286.0,48.15,34.92,1712.11,0.878
1.0,408.0,389.0,287.0,46.19,181.04,1586.16,0.904,520.0,389.0,286.0,48.06,33.59,1604.15,0.876
1.4142135623730951,409.0,673.0,247.0,61.54,172.68,2825.61,0.894,403.0,674.0,246.0,62.52,47.83,2906.57,0.892
1.0,410.0,758.0,349.0,44.6,188.75,1472.66,0.895,391.0,758.0,348.0,47.36,41.71,1630.45,0.889
2.0,411.0,536.0,353.0,46.48,185.41,1599.31,0.903,408.0,536.0,351.0,48.21,40.14,1674.74,0.881
2.8284271247461903,413.0,829.0,366.0,43.06,189.83,1364.71,0.881,432.0,831.0,364.0,45.3,41.99,1472.66,0.883
3.1622776601683795,414.0,915.0,345.0,47.16,183.6,1643.6,0.899,397.0,916.0,342.0,49.9,42.84,1829.07,0.881
1.4142135623730951,417.0,546.0,232.0,45.59,186.5,1528.72,0.903,460.0,547.0,231.0,47.39,37.2,1604.84,0.89
0.0,418.0,949.0,107.0,56.15,171.54,2352.25,0.903,384.0,949.0,107.0,58.56,40.35,2548.1,0.89
1.0,418.0,949.0,107.0,56.15,171.54,2352.25,0.903,527.0,949.0,106.0,58.51,39.08,2558.48,0.888
2.8284271247461903,419.0,738.0,280.0,43.97,187.37,1424.22,0.907,396.0,740.0,278.0,46.05,38.36,1564.71,0.9
1.4142135623730951,420.0,514.0,205.0,45.97,185.36,1545.33,0.913,447.0,515.0,204.0,47.72,36.04,1625.61,0.89
1.4142135623730951,421.0,575.0,295.0,43.59,189.71,1383.39,0.89,435.0,576.0,294.0,45.6,37.69,1516.26,0.896
2.0,422.0,857.0,243.0,45.57,184.32,1538.41,0.897,387.0,857.0,241.0,47.89,38.05,1713.49,0.89
1.0,425.0,720.0,360.0,42.91,190.81,1341.87,0.9,422.0,720.0,359.0,44.61,41.16,1422.15,0.88
1.0,425.0,720.0,360.0,42.91,190.81,1341.87,0.9,630.0,720.0,359.0,47.66,41.21,1538.41,0.864
1.0,426.0,903.0,92.0,44.77,182.21,1466.44,0.895,438.0,903.0,91.0,46.19,34.71,1584.08,0.894
2.23606797749979,427.0,860.0,124.0,48.43,178.83,1721.8,0.894,395.0,862.0,123.0,50.53,36.82,1865.05,0.898
3.1622776601683795,428.0,919.0,299.0,45.4,184.18,1531.49,0.881,454.0,920.0,296.0,48.28,40.69,1694.81,0.877
1.0,429.0,675.0,23.0,38.85,194.08,1109.34,0.891,464.0,675.0,22.0,41.71,30.98,1276.12,0.896
2.0,430.0,523.0,313.0,46.29,185.0,1587.54,0.905,405.0,523.0,311.0,48.11,37.28,1710.03,0.885
2.23606797749979,432.0,382.0,107.0,44.26,185.82,1420.07,0.887,425.0,383.0,105.0,45.48,33.5,1539.79,0.897
1.0,433.0,666.0,325.0,48.36,185.37,1726.64,0.905,402.0,666.0,324.0,50.89,42.65,1918.34,0.89
2.23606797749979,434.0,720.0,244.0,48.59,183.47,1742.56,0.894,393.0,721.0,242.0,50.35,41.0,1848.44,0.897
3.1622776601683795,434.0,720.0,244.0,48.59,183.47,1742.56,0.894,523.0,721.0,241.0,49.13,40.38,1665.74,0.868
1.0,435.0,765.0,58.0,43.86,187.12,1419.38,0.883,385.0,765.0,57.0,47.04,33.32,1608.3,0.905
1.4142135623730951,436.0,475.0,131.0,46.86,184.08,1632.53,0.893,420.0,476.0,130.0,48.82,35.0,1729.41,0.879
1.0,437.0,841.0,84.0,48.05,181.49,1699.65,0.894,423.0,841.0,83.0,50.9,36.25,1892.04,0.878
1.0,437.0,841.0,84.0,48.05,181.49,1699.65,0.894,636.0,841.0,83.0,51.17,37.36,1933.56,0.882
1.0,440.0,515.0,120.0,46.04,184.03,1557.09,0.882,400.0,515.0,119.0,47.64,34.85,1648.44,0.894
1.0,441.0,444.0,336.0,48.72,180.13,1745.33,0.906,389.0,444.0,335.0,50.38,37.26,1867.82,0.884
1.0,441.0,444.0,336.0,48.72,180.13,1745.33,0.906,652.0,445.0,336.0,48.51,36.38,1604.84,0.83
2.23606797749979,442.0,453.0,297.0,41.22,186.43,1249.13,0.899,462.0,454.0,295.0,43.09,33.82,1346.71,0.9
2.23606797749979,443.0,708.0,56.0,43.27,187.13,1402.08,0.893,443.0,710.0,55.0,45.82,34.08,1537.02,0.896
2.23606797749979,445.0,553.0,191.0,47.36,184.02,1666.44,0.892,466.0,554.0,189.0,48.84,29.85,1687.89,0.884
2.23606797749979,445.0,553.0,191.0,47.36,184.02,1666.44,0.892,525.0,554.0,189.0,50.78,33.78,1793.08,0.859
2.0,447.0,458.0,374.0,41.17,188.97,1224.22,0.894,439.0,458.0,372.0,42.87,35.52,1278.89,0.885
1.4142135623730951,448.0,925.0,253.0,48.2,180.24,1722.49,0.891,386.0,926.0,252.0,50.82,40.84,1891.35,0.896
2.23606797749979,448.0,925.0,253.0,48.2,180.24,1722.49,0.891,519.0,927.0,252.0,51.82,40.01,1950.17,0.869
1.0,449.0,571.0,334.0,43.77,187.51,1407.61,0.879,426.0,571.0,333.0,45.82,37.58,1516.96,0.892
2.23606797749979,454.0,801.0,338.0,46.45,184.59,1602.08,0.905,431.0,802.0,336.0,48.3,42.58,1694.81,0.893
1.0,455.0,771.0,309.0,48.24,184.62,1733.56,0.897,413.0,771.0,308.0,49.78,43.92,1784.78,0.885
1.0,457.0,774.0,157.0,38.5,193.28,1096.19,0.904,467.0,774.0,156.0,41.11,33.41,1211.07,0.881
1.0,458.0,478.0,174.0,43.47,187.07,1393.77,0.9,453.0,478.0,173.0,45.41,33.34,1496.89,0.896
1.0,459.0,429.0,96.0,44.78,182.82,1483.74,0.885,437.0,429.0,95.0,46.25,35.67,1570.24,0.898
1.4142135623730951,461.0,556.0,149.0,46.88,183.67,1619.38,0.894,446.0,557.0,148.0,48.3,37.56,1690.66,0.875
1.0,462.0,626.0,210.0,48.24,183.45,1714.19,0.898,407.0,626.0,209.0,50.26,39.66,1830.45,0.888
1.4142135623730951,463.0,559.0,26.0,42.55,189.34,1323.88,0.906,463.0,560.0,25.0,44.81,34.78,1462.98,0.901
0.0,464.0,689.0,168.0,48.22,181.4,1712.8,0.909,392.0,689.0,168.0,50.15,37.81,1862.98,0.89
1.0,466.0,508.0,245.0,43.88,188.6,1422.84,0.906,421.0,508.0,244.0,46.36,35.45,1548.1,0.867
1.4142135623730951,467.0,586.0,258.0,43.47,188.62,1393.08,0.903,416.0,587.0,257.0,45.71,38.02,1495.5,0.895
1.4142135623730951,467.0,586.0,258.0,43.47,188.62,1393.08,0.903,524.0,587.0,257.0,46.03,38.81,1537.02,0.891
1.0,468.0,626.0,252.0,45.61,186.7,1533.56,0.885,412.0,626.0,251.0,47.72,39.34,1645.67,0.892
1.0,468.0,626.0,252.0,45.61,186.7,1533.56,0.885,526.0,626.0,251.0,48.38,39.99,1689.97,0.889
1.0,469.0,957.0,313.0,42.09,188.13,1304.5,0.893,441.0,956.0,313.0,45.57,38.54,1503.11,0.884
1.4142135623730951,469.0,957.0,313.0,42.09,188.13,1304.5,0.893,616.0,956.0,312.0,46.84,40.41,1566.78,0.865
0.0,472.0,517.0,162.0,47.51,183.03,1669.9,0.886,406.0,517.0,162.0,49.59,36.56,1748.1,0.866
0.0,472.0,517.0,162.0,47.51,183.03,1669.9,0.886,607.0,517.0,162.0,50.2,35.76,1804.84,0.894
2.23606797749979,473.0,425.0,275.0,38.74,190.97,1102.42,0.885,465.0,426.0,273.0,40.98,31.23,1208.3,0.897
1.4142135623730951,476.0,475.0,219.0,45.42,186.81,1501.73,0.895,410.0,476.0,218.0,47.96,34.66,1658.13,0.904
1.0,477.0,542.0,273.0,47.78,184.26,1692.04,0.914,398.0,542.0,272.0,50.11,37.72,1815.22,0.885
1.0,477.0,542.0,273.0,47.78,184.26,1692.04,0.914,515.0,542.0,272.0,51.29,37.66,1885.12,0.879
2.0,479.0,993.0,33.0,46.28,175.42,1570.93,0.895,427.0,993.0,31.0,48.1,33.09,1707.27,0.883
2.0,481.0,495.0,362.0,46.93,181.18,1632.53,0.893,409.0,495.0,360.0,48.96,38.25,1730.1,0.883
2.0,481.0,495.0,362.0,46.93,181.18,1632.53,0.893,522.0,495.0,360.0,47.9,38.13,1635.99,0.882
3.1622776601683795,481.0,495.0,362.0,46.93,181.18,1632.53,0.893,612.0,498.0,361.0,47.16,37.73,1336.33,0.796
1.0,482.0,649.0,287.0,44.01,187.91,1441.52,0.885,434.0,649.0,286.0,46.19,38.93,1550.87,0.892
2.8284271247461903,483.0,692.0,292.0,46.04,186.05,1560.55,0.898,415.0,694.0,290.0,48.08,40.05,1701.73,0.88
1.0,487.0,975.0,188.0,43.83,184.52,1406.92,0.905,418.0,975.0,187.0,46.44,36.97,1573.7,0.874
1.0,488.0,682.0,364.0,44.23,188.99,1432.53,0.895,399.0,682.0,363.0,46.12,41.75,1519.72,0.877
1.4142135623730951,490.0,437.0,49.0,43.61,181.53,1385.47,0.895,445.0,438.0,48.0,45.42,40.43,1478.89,0.902
1.4142135623730951,490.0,437.0,49.0,43.61,181.53,1385.47,0.895,516.0,438.0,48.0,45.82,42.53,1513.49,0.894
1.4142135623730951,491.0,996.0,253.0,45.59,182.34,1501.73,0.895,448.0,997.0,252.0,47.32,39.25,1624.91,0.886
1.0,493.0,797.0,264.0,71.94,167.61,3788.24,0.886,401.0,797.0,263.0,70.92,53.5,3770.93,0.895
1.4142135623730951,495.0,398.0,206.0,44.15,187.1,1443.6,0.889,459.0,399.0,205.0,46.76,33.44,1548.79,0.894
2.0,496.0,593.0,91.0,56.3,173.84,2350.17,0.895,390.0,593.0,89.0,57.55,40.76,2418.69,0.891
1.0,496.0,593.0,91.0,56.3,173.84,2350.17,0.895,645.0,593.0,90.0,57.52,39.9,2444.29,0.885
1.4142135623730951,497.0,585.0,218.0,45.74,185.77,1552.94,0.897,452.0,586.0,217.0,47.96,38.64,1658.13,0.899
2.23606797749979,498.0,882.0,318.0,46.31,184.71,1591.0,0.887,449.0,883.0,316.0,48.94,42.39,1750.17,0.894
2.0,502.0,994.0,293.0,42.91,186.62,1351.56,0.912,428.0,996.0,293.0,45.78,38.74,1539.79,0.897
2.23606797749979,502.0,994.0,293.0,42.91,186.62,1351.56,0.912,640.0,996.0,292.0,46.75,38.92,1593.77,0.888
1.0,503.0,641.0,165.0,58.98,173.29,2607.61,0.898,429.0,641.0,164.0,60.37,43.78,2711.42,0.889
1.0,503.0,641.0,165.0,58.98,173.29,2607.61,0.898,637.0,641.0,164.0,60.78,41.44,2626.3,0.864
1.0,505.0,924.0,61.0,39.33,187.8,1094.12,0.893,468.0,925.0,61.0,40.11,33.45,1020.07,0.836
1.4142135623730951,506.0,552.0,108.0,43.86,186.18,1404.15,0.873,451.0,553.0,107.0,45.37,34.96,1473.36,0.882
1.0,507.0,929.0,210.0,43.61,185.64,1409.69,0.889,414.0,929.0,209.0,46.84,37.91,1593.77,0.888
2.23606797749979,510.0,628.0,116.0,43.55,187.63,1380.62,0.883,433.0,630.0,115.0,46.04,35.66,1531.49,0.893
2.23606797749979,511.0,887.0,55.0,43.72,187.46,1386.16,0.904,469.0,885.0,56.0,44.12,35.44,1310.73,0.863
1.4142135623730951,512.0,519.0,35.0,46.59,181.14,1595.85,0.881,458.0,520.0,34.0,48.66,40.38,1752.25,0.877
1.4142135623730951,513.0,594.0,135.0,43.48,185.94,1404.15,0.886,444.0,595.0,134.0,45.57,36.33,1496.89,0.884
2.0,516.0,406.0,167.0,44.18,186.39,1427.68,0.888,461.0,408.0,167.0,45.61,32.78,1525.95,0.878
1.4142135623730951,518.0,434.0,138.0,46.03,182.29,1530.1,0.904,430.0,435.0,137.0,47.57,33.39,1619.38,0.883
1.0,519.0,682.0,364.0,45.2,189.47,1483.04,0.888,399.0,682.0,363.0,46.12,41.75,1519.72,0.877
2.23606797749979,523.0,887.0,55.0,45.49,184.73,1448.44,0.872,469.0,885.0,56.0,44.12,35.44,1310.73,0.863
1.0,525.0,166.0,137.0,49.26,176.12,1778.55,0.885,535.0,166.0,136.0,50.72,29.27,1888.58,0.884
1.4142135623730951,527.0,324.0,205.0,43.89,185.09,1427.68,0.9,544.0,325.0,204.0,46.09,33.1,1536.33,0.892
