Mask_ID,Center_X_px,Center_Y_px,Diameter_μm,Mean_Intensity,Area_μm²,Circularity
0,120.00,27.00,46.23,123.02,1533.98,0.887
1,263.00,12.00,48.92,126.26,1695.02,0.904
2,244.00,82.00,44.23,128.06,1413.88,0.896
3,191.00,250.00,56.02,118.01,2270.94,0.887
4,163.00,71.00,43.73,127.20,1389.31,0.897
5,262.00,263.00,50.55,124.31,1866.98,0.922
6,130.00,50.00,42.24,127.77,1271.95,0.887
7,191.00,211.00,48.37,124.55,1664.99,0.927
8,196.00,63.00,49.75,123.08,1796.01,0.896
9,184.00,42.00,48.97,124.25,1714.12,0.876
10,204.00,18.00,54.00,118.74,2123.55,0.894
11,287.00,247.00,47.74,125.10,1643.16,0.870
12,42.00,243.00,47.02,121.69,1596.76,0.906
13,223.00,186.00,36.50,136.86,928.03,0.891
14,247.00,298.00,43.12,130.30,1321.08,0.895
15,293.00,189.00,41.40,132.12,1250.11,0.908
16,280.00,173.00,39.89,132.89,1121.82,0.884
17,175.00,91.00,46.48,125.53,1544.89,0.893
18,252.00,173.00,45.76,127.79,1484.85,0.881
19,134.00,72.00,49.38,122.94,1757.80,0.898
20,294.00,288.00,42.00,132.01,1258.30,0.896
21,292.00,51.00,61.46,115.91,2691.28,0.852
22,99.00,36.00,47.51,123.56,1602.21,0.909
23,110.00,74.00,49.31,122.76,1722.31,0.874
24,155.00,31.00,42.35,129.23,1266.49,0.883
25,159.00,125.00,44.34,126.42,1383.85,0.919
26,166.00,13.00,43.90,127.02,1359.29,0.921
27,184.00,175.00,34.50,133.55,813.39,0.926
28,205.00,192.00,35.73,135.15,870.71,0.899
29,151.00,312.00,41.71,128.15,1225.54,0.898
30,231.00,121.00,46.25,127.90,1512.14,0.897
31,252.00,122.00,39.22,136.10,1056.31,0.927
32,123.00,129.00,50.29,120.15,1823.30,0.879
33,239.00,279.00,36.38,135.32,911.65,0.919
34,223.00,222.00,37.16,134.95,944.41,0.877
35,272.00,226.00,50.15,123.72,1776.90,0.892
36,55.00,33.00,43.11,122.71,1310.16,0.914
37,162.00,148.00,38.33,130.05,1018.10,0.894
38,287.00,74.00,36.69,136.90,936.22,0.890
39,218.00,59.00,42.39,130.87,1282.86,0.895
40,204.00,230.00,43.68,127.71,1351.10,0.897
41,257.00,105.00,29.75,147.98,575.92,0.884
42,140.00,152.00,44.97,122.97,1449.36,0.900
43,96.00,129.00,53.82,117.11,2071.69,0.886
44,56.00,309.00,48.17,121.33,1634.97,0.904
45,210.00,102.00,45.75,125.68,1484.85,0.881
46,293.00,141.00,40.96,134.70,1190.06,0.918
47,284.00,270.00,43.65,127.80,1321.08,0.895
48,22.00,49.00,47.60,119.39,1604.94,0.894
49,213.00,39.00,40.48,131.77,1132.74,0.893
50,180.00,230.00,38.35,130.68,1034.48,0.908
51,225.00,167.00,35.82,136.40,884.36,0.861
52,157.00,281.00,55.39,116.21,2227.27,0.897
53,211.00,154.00,38.90,132.96,1061.77,0.902
54,19.00,106.00,44.53,119.19,1419.34,0.899
55,208.00,174.00,35.80,133.87,895.27,0.872
56,148.00,49.00,30.86,140.12,646.89,0.877
57,164.00,241.00,37.86,130.08,1004.45,0.902
58,305.00,257.00,31.82,142.14,679.64,0.906
59,117.00,299.00,39.83,126.33,1121.82,0.884
60,182.00,271.00,39.42,131.47,1067.23,0.907
61,62.00,211.00,40.88,123.30,1179.14,0.883
62,39.00,11.00,37.89,127.54,977.16,0.878
63,224.00,204.00,32.81,139.08,753.34,0.904
64,38.00,276.00,35.95,127.85,895.27,0.902
65,290.00,96.00,48.73,122.68,1673.18,0.892
66,137.00,296.00,43.73,127.29,1334.72,0.887
67,165.00,52.00,34.02,134.53,824.31,0.873
68,188.00,192.00,30.74,139.19,660.54,0.906
69,167.00,301.00,36.94,131.34,968.97,0.891
70,76.00,40.00,49.12,121.50,1670.45,0.931
71,20.00,261.00,46.39,119.55,1482.12,0.886
72,277.00,201.00,36.68,135.44,938.95,0.843
73,304.00,81.00,33.15,142.28,764.26,0.883
74,180.00,157.00,38.11,131.29,990.81,0.870
75,150.00,90.00,48.13,124.64,1580.38,0.874
76,240.00,211.00,36.58,133.96,949.86,0.894
77,273.00,142.00,41.33,131.43,1140.93,0.907
78,45.00,219.00,35.53,130.75,851.60,0.858
79,224.00,79.00,36.57,136.46,944.41,0.919
80,95.00,301.00,36.94,128.57,982.62,0.882
81,84.00,232.00,51.72,118.93,1937.94,0.912
82,154.00,197.00,41.91,126.13,1252.84,0.892
83,262.00,312.00,36.50,137.35,928.03,0.891
84,43.00,198.00,51.45,117.25,1932.48,0.909
85,62.00,234.00,38.49,127.15,1031.75,0.897
86,22.00,152.00,54.80,114.07,2129.01,0.877
87,226.00,142.00,37.38,135.83,977.16,0.878
88,276.00,298.00,41.49,129.92,1184.60,0.887
89,144.00,214.00,33.21,132.79,756.07,0.883
90,75.00,291.00,49.68,119.09,1755.07,0.882
91,294.00,227.00,36.57,136.64,949.86,0.925
92,239.00,61.00,38.89,132.78,966.24,0.897
93,203.00,312.00,38.89,132.25,1050.86,0.893
94,257.00,153.00,34.50,136.26,802.47,0.913
95,307.00,274.00,33.91,139.76,791.55,0.901
96,136.00,185.00,44.93,124.38,1402.96,0.889
97,183.00,22.00,31.34,142.53,649.62,0.891
98,18.00,24.00,40.22,123.83,1135.47,0.915
99,63.00,265.00,38.36,127.11,1034.48,0.908
100,258.00,67.00,32.47,141.57,701.48,0.899
101,243.00,137.00,28.81,146.28,570.46,0.891
102,307.00,303.00,34.21,136.70,805.20,0.907
103,298.00,208.00,33.03,138.01,758.80,0.911
104,134.00,102.00,34.06,134.97,799.74,0.901
105,187.00,293.00,48.72,121.94,1681.37,0.881
106,252.00,192.00,28.85,148.90,565.01,0.922
107,213.00,291.00,44.76,123.75,1430.26,0.882
108,206.00,128.00,70.44,109.32,3248.10,0.860
109,269.00,281.00,29.96,143.43,616.87,0.896
110,232.00,28.00,31.59,142.27,666.00,0.830
111,298.00,121.00,34.43,136.08,829.77,0.879
112,154.00,164.00,29.96,141.79,616.87,0.896
113,215.00,267.00,32.16,135.59,720.59,0.865
114,300.00,158.00,31.50,143.50,674.19,0.899
115,306.00,240.00,32.67,140.44,731.50,0.878
116,121.00,215.00,59.29,113.93,2538.43,0.878
117,117.00,245.00,40.20,124.72,1179.14,0.910
118,200.00,276.00,33.14,136.99,758.80,0.911
119,60.00,101.00,50.72,116.34,1836.95,0.900
120,268.00,186.00,30.84,142.41,666.00,0.913
121,120.00,273.00,49.54,118.77,1752.34,0.896
122,87.00,150.00,35.87,129.28,889.82,0.897
123,110.00,155.00,46.40,120.01,1561.27,0.902
124,94.00,100.00,49.95,121.76,1752.34,0.896
125,23.00,310.00,33.94,129.08,791.55,0.901
126,40.00,110.00,38.54,124.27,1048.13,0.871
127,25.00,72.00,34.02,131.49,788.82,0.922
128,240.00,155.00,49.57,107.80,1555.81,0.845
129,229.00,308.00,35.13,135.02,859.79,0.888
130,41.00,85.00,48.83,121.92,1711.39,0.913
