Mask_ID,Center_X_px,Center_Y_px,Diameter_μm,Mean_Intensity,Area_μm²,Circularity,Ring_Width_μm,Dark_Edge_Diameter_μm,Dark_Ratio
281,425.00,179.00,35.83,122.58,895.27,0.902,2.90,41.63,0.322
282,344.00,190.00,48.24,113.75,1550.35,0.792,2.59,53.42,0.288
283,449.00,210.00,59.93,106.58,2489.30,0.797,2.63,64.16,0.343
284,492.00,64.00,32.47,125.44,717.86,0.920,2.23,36.94,0.294
285,395.00,119.00,40.58,116.58,1105.45,0.871,3.36,46.45,0.347
286,390.00,182.00,36.81,122.34,928.03,0.935,2.51,41.82,0.284
287,422.00,21.00,28.91,130.15,545.90,0.880,2.67,33.59,0.382
288,460.00,300.00,43.92,114.49,1334.72,0.912,2.76,48.62,0.327
289,420.00,270.00,40.16,118.11,1110.90,0.876,2.14,44.08,0.307
290,332.00,143.00,39.89,117.77,1099.99,0.894,2.87,45.59,0.361
291,321.00,82.00,36.18,121.55,889.82,0.897,2.85,41.63,0.286
292,345.00,291.00,42.63,115.71,1280.13,0.911,2.57,47.31,0.351
293,416.00,35.00,38.43,120.48,1018.10,0.865,2.95,44.14,0.333
294,366.00,280.00,45.37,113.18,1400.23,0.870,2.79,50.00,0.347
295,410.00,109.00,34.42,124.58,818.85,0.899,2.69,39.80,0.299
296,481.00,164.00,37.94,122.61,1004.45,0.902,2.24,42.42,0.234
297,388.00,152.00,36.26,121.37,906.19,0.913,2.77,41.79,0.269
298,373.00,90.00,50.54,112.12,1774.17,0.855,2.70,55.73,0.343
299,353.00,242.00,33.49,125.66,777.91,0.909,2.52,38.53,0.257
300,196.00,63.00,53.79,107.99,2074.42,0.902,2.66,58.69,0.409
301,496.00,186.00,34.90,123.06,832.50,0.891,2.65,40.20,0.349
302,368.00,247.00,30.84,127.89,655.08,0.898,2.85,36.50,0.286
303,437.00,19.00,31.95,125.97,701.48,0.899,3.11,38.05,0.346
304,464.00,81.00,31.35,127.32,687.83,0.943,2.57,36.50,0.294
305,401.00,266.00,45.47,113.38,1424.80,0.845,3.00,51.30,0.345
306,326.00,282.00,49.05,111.70,1689.56,0.879,2.85,54.26,0.312
307,354.00,86.00,32.57,127.64,734.23,0.905,2.89,38.36,0.317
308,497.00,14.00,39.07,118.60,1061.77,0.902,2.73,44.08,0.330
309,478.00,308.00,43.09,116.02,1285.59,0.854,2.30,47.31,0.316
310,35.00,32.00,40.23,111.21,1094.53,0.890,3.14,43.23,0.417
311,184.00,175.00,37.73,116.22,949.86,0.882,2.48,41.91,0.326
312,242.00,108.00,27.25,131.30,491.31,0.907,0.71,28.66,0.220
313,206.00,82.00,39.72,114.87,1091.80,0.907,3.03,45.37,0.412
314,231.00,45.00,35.59,121.60,878.90,0.931,2.53,40.20,0.324
315,300.00,158.00,34.55,122.31,818.85,0.867,2.78,39.89,0.355
316,175.00,109.00,27.54,129.88,507.69,0.855,2.84,33.21,0.361
317,182.00,271.00,42.13,114.89,1211.90,0.845,2.40,46.62,0.284
318,110.00,155.00,50.67,105.35,1809.66,0.887,2.38,53.04,0.457
319,306.00,240.00,35.07,121.72,848.87,0.877,2.67,40.20,0.299
320,88.00,150.00,39.72,109.88,1097.26,0.912,2.13,42.29,0.464
321,137.00,34.00,30.59,124.61,644.16,0.883,2.63,35.30,0.387
322,284.00,270.00,46.31,111.74,1498.49,0.850,3.21,52.08,0.374
323,18.00,24.00,43.25,108.80,1326.54,0.899,2.52,47.31,0.441
324,201.00,276.00,36.18,117.37,911.65,0.887,2.12,40.10,0.373
325,167.00,301.00,39.73,116.33,1091.80,0.907,2.79,44.98,0.315
326,43.00,198.00,55.99,103.12,2249.10,0.898,2.37,59.12,0.430
327,56.00,309.00,51.90,106.14,1875.16,0.889,2.77,56.03,0.377
328,214.00,291.00,48.39,108.91,1566.73,0.842,2.18,51.50,0.348
329,282.00,23.00,30.29,124.31,625.05,0.882,2.06,33.70,0.366
330,112.00,111.00,37.81,113.80,1009.91,0.907,2.52,41.91,0.406
331,58.00,57.00,48.77,104.56,1708.66,0.873,1.99,51.34,0.469
332,180.00,229.00,41.48,114.19,1200.98,0.899,2.67,46.39,0.389
333,307.00,274.00,36.39,120.81,938.95,0.884,2.98,42.35,0.326
334,230.00,308.00,37.22,120.55,963.51,0.916,3.20,43.23,0.341
335,213.00,39.00,43.62,114.88,1310.16,0.777,2.96,48.62,0.377
336,269.00,281.00,32.46,124.73,726.05,0.905,3.14,38.32,0.318
337,231.00,121.00,49.26,112.83,1664.99,0.851,2.56,54.02,0.336
338,95.00,209.00,40.20,107.99,1179.14,0.910,2.70,43.56,0.470
339,134.00,102.00,36.61,119.03,922.57,0.898,2.42,40.87,0.263
340,144.00,214.00,36.94,112.01,930.76,0.885,3.50,40.87,0.527
341,188.00,192.00,34.02,119.59,797.01,0.875,2.43,38.89,0.402
342,242.00,258.00,29.96,126.76,614.14,0.867,3.35,36.50,0.405
343,223.00,15.00,30.24,126.60,614.14,0.904,2.52,35.19,0.292
344,252.00,192.00,31.79,126.59,682.37,0.899,2.63,37.05,0.354
345,258.00,67.00,35.77,121.62,846.14,0.853,2.96,41.52,0.312
346,31.00,228.00,31.35,117.30,682.37,0.936,2.98,36.50,0.383
347,237.00,194.00,31.24,124.95,627.78,0.897,2.89,36.62,0.348
348,20.00,261.00,49.39,105.47,1714.12,0.898,2.59,53.44,0.413
349,313.00,45.00,31.50,125.94,674.19,0.899,1.82,35.09,0.266
350,298.00,121.00,37.62,118.62,966.24,0.868,3.13,43.40,0.372
351,96.00,128.00,57.04,102.98,2380.12,0.883,2.56,60.89,0.415
352,95.00,301.00,40.14,112.77,1124.55,0.867,2.86,44.88,0.448
353,136.00,185.00,48.83,106.20,1684.10,0.876,3.01,51.93,0.441
354,145.00,113.00,29.92,122.11,603.22,0.851,2.99,35.09,0.387
355,60.00,101.00,54.24,103.12,2098.98,0.919,2.86,57.87,0.472
356,120.00,272.00,53.56,104.11,2006.18,0.878,2.49,56.45,0.430
357,274.00,62.00,31.77,124.81,660.54,0.906,2.57,36.50,0.289
358,25.00,72.00,37.60,112.14,966.24,0.868,3.02,41.91,0.488
359,298.00,207.00,36.57,117.68,917.11,0.924,3.04,41.60,0.289
360,16.00,134.00,29.30,117.92,551.36,0.836,3.69,34.73,0.448
361,23.00,310.00,37.25,110.00,963.51,0.886,3.36,41.82,0.526
362,23.00,294.00,28.86,121.04,551.36,0.872,2.82,33.21,0.348
363,104.00,285.00,34.02,119.26,799.74,0.901,2.59,38.66,0.317
364,142.00,133.00,32.37,118.06,736.96,0.884,2.89,36.94,0.405
365,123.00,90.00,33.21,119.80,750.61,0.877,2.42,36.94,0.377
366,306.00,303.00,36.18,120.46,911.65,0.919,2.86,41.72,0.271
367,209.00,210.00,29.43,124.48,589.57,0.894,2.13,33.70,0.343
368,89.00,266.00,68.01,100.89,3141.65,0.851,3.70,74.36,0.357
369,17.00,86.00,30.88,117.57,649.62,0.856,2.87,35.40,0.482
370,55.00,33.00,47.31,106.37,1564.00,0.911,2.37,50.00,0.415
371,160.00,106.00,33.45,117.59,775.18,0.896,2.86,38.32,0.370
372,222.00,239.00,29.47,124.66,581.38,0.908,2.28,33.70,0.375
373,23.00,152.00,58.03,101.52,2412.87,0.859,2.19,61.79,0.404
374,76.00,40.00,52.30,105.22,1888.81,0.840,3.16,56.51,0.369
375,260.00,207.00,40.20,114.97,1132.74,0.893,2.69,45.59,0.362
376,240.00,61.00,40.80,118.73,1108.18,0.921,2.28,45.37,0.289
377,19.00,106.00,48.11,105.12,1637.70,0.912,2.63,51.48,0.434
378,250.00,245.00,30.37,126.71,616.87,0.935,2.70,35.05,0.277
379,267.00,186.00,33.45,123.93,775.18,0.896,2.75,38.66,0.307
380,230.00,266.00,27.80,130.21,515.87,0.897,2.92,33.21,0.343
381,45.00,219.00,38.36,113.64,1012.64,0.889,3.33,43.23,0.448
382,233.00,28.00,34.58,121.52,818.85,0.899,3.24,40.20,0.407
383,314.00,170.00,29.28,125.85,573.19,0.869,3.02,34.73,0.338
384,117.00,299.00,42.53,113.20,1255.57,0.876,2.77,46.73,0.404
385,240.00,155.00,50.69,100.77,1632.24,0.814,2.35,55.39,0.306
386,247.00,22.00,29.33,127.42,559.55,0.913,2.70,34.73,0.333
387,164.00,241.00,40.51,113.78,1151.85,0.889,2.20,44.16,0.362
388,40.00,110.00,42.42,105.59,1285.59,0.915,3.48,46.13,0.564
389,301.00,174.00,27.25,131.40,502.23,0.927,2.90,33.04,0.231
390,255.00,280.00,26.25,132.59,464.01,0.916,2.91,31.59,0.362
391,38.00,276.00,38.82,111.80,1020.83,0.848,3.20,44.77,0.320
392,187.00,292.00,52.14,108.15,1834.22,0.835,2.87,57.16,0.353
393,310.00,190.00,29.28,126.52,570.46,0.891,3.11,34.73,0.354
394,190.00,106.00,37.83,119.99,974.43,0.896,2.61,42.16,0.386
395,155.00,31.00,45.90,112.36,1479.39,0.902,3.20,51.91,0.354
396,183.00,22.00,33.96,122.45,788.82,0.888,2.72,38.89,0.386
397,257.00,105.00,32.57,125.50,736.96,0.884,3.04,38.36,0.373
398,99.00,36.00,51.72,106.54,1921.57,0.904,3.59,56.93,0.419
399,294.00,288.00,45.31,113.84,1465.74,0.911,2.82,50.62,0.320
400,206.00,128.00,73.76,100.10,3564.72,0.853,2.61,77.99,0.368
401,292.00,51.00,65.54,106.34,2855.05,0.880,2.49,69.39,0.305
402,287.00,74.00,40.09,119.03,1086.34,0.903,2.64,44.99,0.272
403,257.00,153.00,36.67,120.35,949.86,0.853,3.31,43.19,0.329
404,157.00,281.00,58.74,103.85,2421.06,0.867,0.00,0.00,0.000
405,210.00,102.00,49.67,112.60,1675.91,0.910,3.06,53.95,0.417
406,239.00,279.00,39.02,118.77,1048.13,0.899,3.10,44.88,0.317
407,223.00,185.00,40.48,116.09,1138.20,0.897,3.20,46.39,0.406
408,150.00,89.00,50.55,108.05,1806.93,0.871,2.82,56.19,0.308
409,294.00,227.00,40.46,116.84,1121.82,0.884,3.01,45.65,0.376
410,162.00,149.00,40.93,116.65,1102.72,0.917,1.65,44.17,0.242
411,277.00,201.00,38.92,119.37,1069.96,0.889,3.07,45.07,0.319
412,262.00,263.00,54.84,108.37,2115.36,0.850,3.16,60.31,0.371
413,224.00,78.00,39.18,118.54,1102.72,0.888,3.09,45.37,0.346
414,140.00,151.00,49.29,105.13,1741.42,0.868,2.86,53.03,0.443
415,263.00,12.00,52.44,109.92,1970.70,0.897,3.54,58.57,0.370
416,244.00,81.00,47.67,111.54,1621.32,0.903,3.21,53.30,0.355
417,280.00,173.00,43.35,115.94,1312.89,0.897,2.84,48.31,0.295
418,293.00,189.00,44.94,114.93,1441.17,0.888,2.90,50.74,0.389
419,252.00,173.00,49.17,112.50,1708.66,0.873,2.79,54.50,0.373
420,252.00,122.00,43.04,115.14,1293.78,0.902,3.06,48.62,0.358
421,226.00,142.00,40.41,119.64,1113.63,0.897,2.46,45.25,0.297
422,294.00,140.00,45.19,115.87,1397.50,0.885,2.92,50.18,0.293
423,163.00,71.00,47.40,112.70,1572.19,0.933,2.33,51.70,0.319
424,243.00,138.00,31.89,125.63,693.29,0.913,2.82,36.94,0.313
425,123.00,129.00,54.86,105.18,2115.36,0.858,2.83,59.60,0.414
426,120.00,26.00,49.51,108.91,1746.88,0.915,3.25,54.87,0.366
427,260.00,41.00,86.47,101.11,4801.18,0.768,2.28,90.40,0.415
428,134.00,72.00,52.65,108.93,1992.53,0.907,2.87,57.71,0.304
429,218.00,59.00,45.68,114.27,1473.93,0.875,2.43,50.55,0.307
430,121.00,214.00,62.62,102.23,2852.32,0.909,2.28,64.85,0.385
431,290.00,96.00,52.25,109.42,1817.84,0.876,2.58,57.04,0.270
432,110.00,74.00,52.93,108.76,1959.78,0.872,2.89,57.56,0.376
433,148.00,49.00,33.70,121.92,766.99,0.864,2.86,38.89,0.416
434,85.00,232.00,56.50,104.80,2175.41,0.882,2.88,60.38,0.395
435,204.00,17.00,57.81,105.54,2322.80,0.849,3.13,62.91,0.416
436,225.00,167.00,38.98,119.43,1061.77,0.874,2.67,44.08,0.325
437,223.00,221.00,39.57,117.49,1110.90,0.915,2.83,45.16,0.337
438,180.00,157.00,41.06,115.97,1119.09,0.890,2.35,45.59,0.250
439,151.00,312.00,44.89,111.74,1427.53,0.887,2.30,49.07,0.337
440,240.00,211.00,38.92,119.10,1069.96,0.889,2.90,44.67,0.330
441,224.00,204.00,35.66,120.41,889.82,0.897,3.08,41.82,0.398
442,154.00,197.00,44.96,111.16,1430.26,0.906,2.69,48.65,0.416
443,137.00,296.00,47.66,109.13,1580.38,0.897,1.80,50.55,0.377
444,305.00,257.00,34.50,122.75,807.93,0.920,2.92,39.79,0.320
445,42.00,243.00,51.12,107.04,1850.60,0.892,3.02,55.77,0.394
446,205.00,192.00,38.89,116.15,1034.48,0.908,2.87,43.46,0.370
447,204.00,229.00,46.56,112.42,1550.35,0.896,2.78,51.76,0.400
448,159.00,125.00,47.31,108.31,1626.78,0.906,3.32,53.79,0.388
449,203.00,312.00,42.21,114.71,1236.46,0.880,2.86,46.92,0.391
450,166.00,12.00,47.22,110.95,1561.27,0.870,3.00,52.51,0.443
451,154.00,164.00,32.69,121.69,747.88,0.897,3.01,38.45,0.375
452,74.00,291.00,53.28,105.54,1959.78,0.872,2.18,56.82,0.357
453,39.00,10.00,41.06,109.83,1179.14,0.910,2.95,44.91,0.465
454,184.00,42.00,52.69,109.90,1943.40,0.864,2.96,57.88,0.379
455,304.00,81.00,35.80,122.83,895.27,0.872,2.90,41.60,0.304
456,272.00,225.00,53.77,110.26,1905.19,0.777,3.13,59.02,0.338
457,247.00,298.00,47.02,112.10,1555.81,0.899,2.86,51.90,0.390
458,288.00,248.00,51.41,111.18,1806.93,0.871,2.99,56.45,0.331
459,208.00,174.00,38.35,116.75,1037.21,0.902,3.01,44.08,0.375
460,174.00,91.00,50.04,112.13,1697.75,0.868,3.14,55.37,0.279
462,262.00,311.00,39.58,116.52,1124.55,0.906,2.25,44.08,0.354
463,169.00,169.00,30.54,122.31,638.70,0.876,3.02,36.35,0.368
464,215.00,267.00,34.55,119.54,824.31,0.873,3.34,40.20,0.440
465,273.00,399.00,50.80,108.88,1804.20,0.884,2.90,56.19,0.383
466,166.00,51.00,36.81,121.46,900.73,0.908,2.49,41.60,0.250
467,22.00,48.00,51.03,104.65,1877.89,0.905,2.59,55.23,0.413
468,301.00,19.00,46.31,113.27,1443.90,0.873,2.22,50.55,0.378
469,284.00,156.00,30.37,129.98,622.33,0.943,2.20,34.77,0.241
470,130.00,50.00,45.26,112.36,1454.82,0.904,2.82,50.60,0.357
471,230.00,293.00,26.45,132.92,461.28,0.880,2.52,31.48,0.254
472,274.00,110.00,39.79,118.71,1069.96,0.889,2.78,45.36,0.293
473,211.00,154.00,42.15,114.34,1258.30,0.896,2.61,47.15,0.299
474,273.00,142.00,43.63,117.75,1288.32,0.839,3.13,49.68,0.292
475,94.00,100.00,53.79,105.89,2068.96,0.891,3.21,58.15,0.390
476,170.00,369.00,36.96,119.07,933.49,0.941,2.74,41.60,0.324
477,280.00,319.00,41.33,117.02,1151.85,0.889,2.89,46.26,0.255
478,60.00,334.00,38.06,114.86,977.16,0.907,2.77,42.12,0.391
479,109.00,392.00,54.75,105.41,2077.15,0.889,2.89,58.55,0.387
480,35.00,409.00,41.40,111.39,1190.06,0.891,3.37,47.31,0.380
481,425.00,353.00,28.18,124.95,526.79,0.860,3.01,33.21,0.423
482,469.00,468.00,28.90,106.43,578.65,0.877,2.42,29.47,0.527
483,216.00,437.00,41.11,116.39,1179.14,0.883,2.94,46.75,0.359
484,246.00,431.00,36.94,118.27,960.78,0.863,3.08,43.09,0.340
485,366.00,497.00,35.78,115.46,884.36,0.861,3.21,41.52,0.424
486,40.00,327.00,51.57,106.62,1839.68,0.846,2.26,55.50,0.324
487,163.00,328.00,39.18,117.62,1102.72,0.888,2.87,44.91,0.344
488,30.00,447.00,56.56,104.08,2186.33,0.823,3.23,61.70,0.394
489,278.00,446.00,49.01,110.82,1686.83,0.884,2.89,53.09,0.376
490,496.00,489.00,36.45,147.26,715.13,0.845,0.00,31.43,0.127
491,23.00,371.00,38.98,113.07,1050.86,0.893,3.22,44.67,0.357
492,77.00,335.00,35.80,118.45,884.36,0.891,2.28,40.20,0.305
493,464.00,439.00,31.85,123.74,682.37,0.899,2.75,36.61,0.397
494,176.00,124.00,38.89,100.14,794.28,0.837,2.21,41.60,0.250
495,137.00,376.00,44.17,114.18,1364.75,0.914,2.59,48.65,0.258
496,426.00,319.00,28.23,124.78,551.36,0.929,2.24,32.06,0.306
497,234.00,400.00,33.20,122.86,775.18,0.896,2.75,38.66,0.367
498,385.00,489.00,35.59,149.87,747.88,0.884,2.31,40.20,0.147
499,152.00,360.00,45.51,111.98,1471.20,0.914,3.20,51.46,0.340
500,200.00,379.00,58.29,105.18,2380.12,0.883,3.09,63.62,0.391
501,156.00,386.00,50.19,108.75,1785.09,0.912,3.15,54.97,0.407
502,213.00,359.00,45.71,112.53,1473.93,0.908,2.71,50.55,0.381
503,264.00,330.00,40.32,118.69,1138.20,0.897,2.74,45.65,0.310
504,170.00,350.00,44.14,114.18,1375.67,0.896,3.01,49.80,0.361
505,78.00,314.00,47.82,109.90,1632.24,0.886,2.70,52.87,0.342
506,180.00,384.00,36.57,120.12,903.46,0.933,2.72,41.37,0.309
507,311.00,334.00,43.65,115.45,1351.10,0.897,2.67,48.35,0.321
508,133.00,332.00,59.24,103.65,2516.60,0.888,2.08,62.22,0.447
509,77.00,376.00,53.93,105.28,2101.71,0.885,3.37,59.79,0.444
510,269.00,426.00,43.32,115.04,1326.54,0.899,2.74,48.62,0.302
511,71.00,424.00,55.43,106.15,2180.87,0.904,3.03,59.73,0.390
512,90.00,350.00,45.60,111.35,1449.36,0.853,3.37,51.46,0.439
513,288.00,352.00,52.16,108.79,1845.14,0.868,3.17,57.77,0.360
514,96.00,328.00,47.05,110.36,1596.76,0.906,2.88,52.51,0.368
515,496.00,436.00,33.81,118.36,780.64,0.889,3.08,38.33,0.403
516,258.00,464.00,51.50,107.03,1888.81,0.889,2.46,54.82,0.400
517,300.00,450.00,50.13,108.56,1798.74,0.882,2.56,53.62,0.444
518,346.00,498.00,31.13,121.36,649.62,0.891,3.29,36.35,0.406
519,353.00,483.00,41.82,110.72,1209.17,0.886,2.51,44.91,0.446
520,449.00,433.00,36.18,114.24,911.65,0.887,3.19,40.24,0.505
521,453.00,392.00,30.46,121.35,608.68,0.895,2.35,33.70,0.406
522,83.00,68.00,26.91,115.33,474.93,0.877,2.47,28.77,0.491
523,482.00,448.00,46.41,110.29,1460.28,0.873,2.33,50.00,0.324
524,321.00,410.00,30.59,121.07,644.16,0.883,2.76,35.09,0.412
525,257.00,369.00,40.67,117.37,1146.39,0.884,3.33,46.89,0.351
526,452.00,484.00,45.82,107.73,1422.07,0.837,1.21,47.59,0.387
527,386.00,424.00,37.83,115.54,1004.45,0.902,2.35,42.12,0.386
528,92.00,53.00,26.64,119.68,464.01,0.873,2.93,29.92,0.522
529,267.00,127.00,27.80,110.95,488.58,0.890,3.22,31.93,0.484
530,63.00,14.00,30.92,117.82,644.16,0.883,2.85,35.05,0.467
531,195.00,149.00,28.91,119.84,578.65,0.877,3.09,34.91,0.360
532,65.00,135.00,34.28,115.07,780.64,0.889,2.22,37.13,0.351
533,101.00,240.00,26.25,123.85,464.01,0.916,2.38,29.92,0.380
534,282.00,126.00,32.11,116.43,698.75,0.921,2.61,36.68,0.329
535,75.00,121.00,36.98,111.52,938.95,0.914,3.22,41.34,0.500
536,41.00,85.00,53.65,105.29,2055.31,0.899,2.28,57.55,0.420
537,12.00,225.00,51.87,102.49,1858.79,0.860,3.06,55.78,0.429
538,296.00,390.00,54.18,108.09,2107.17,0.887,2.57,58.10,0.377
539,89.00,14.00,33.66,112.09,777.91,0.876,3.00,37.44,0.553
540,249.00,228.00,39.06,119.69,1045.40,0.850,3.23,45.37,0.316
541,35.00,170.00,38.15,111.29,1007.18,0.856,2.93,42.24,0.473
542,173.00,198.00,35.09,116.18,843.41,0.871,3.28,40.10,0.415
543,270.00,245.00,27.76,131.05,507.69,0.895,2.84,33.21,0.317
544,174.00,138.00,28.60,126.04,526.79,0.899,2.62,33.04,0.283
545,8.00,121.00,32.11,111.81,712.40,0.878,2.89,36.94,0.526
546,73.00,180.00,58.24,102.10,2440.17,0.905,2.30,60.64,0.381
547,111.00,53.00,36.27,116.23,889.82,0.897,3.10,41.60,0.303
548,39.00,260.00,27.52,126.91,472.20,0.901,2.73,31.59,0.321
549,168.00,259.00,36.05,113.16,906.19,0.882,2.91,39.72,0.512
550,140.00,272.00,28.52,119.96,526.79,0.860,1.71,31.93,0.706
551,276.00,298.00,43.46,114.23,1277.40,0.856,2.59,48.43,0.297
552,62.00,210.00,45.05,106.84,1394.77,0.891,2.68,47.52,0.439
553,231.00,359.00,32.62,124.77,709.67,0.885,2.41,37.05,0.329
554,77.00,445.00,41.86,114.37,1236.46,0.880,2.65,46.82,0.391
555,18.00,336.00,48.72,106.54,1618.59,0.863,3.18,54.56,0.301
556,117.00,244.00,45.14,105.79,1435.71,0.909,2.81,48.11,0.492
557,400.00,425.00,31.48,116.44,458.56,0.758,0.00,26.64,0.052
559,314.00,373.00,37.10,120.64,938.95,0.901,3.03,43.08,0.292
560,62.00,234.00,41.88,112.74,1173.68,0.879,3.22,46.45,0.404
561,229.00,252.00,27.36,129.02,499.50,0.909,2.99,33.21,0.317
562,104.00,226.00,33.43,116.43,772.45,0.870,2.22,37.49,0.411
564,444.00,315.00,14.36,102.65,122.83,0.882,0.00,8.42,0.400
565,400.00,66.00,12.89,130.64,92.80,0.786,0.91,13.62,0.412
566,503.00,276.00,22.04,109.61,302.97,0.845,2.79,26.64,0.451
567,406.00,254.00,16.85,138.35,161.04,0.835,0.00,11.91,0.182
568,250.00,144.00,16.85,93.10,122.83,0.806,0.00,0.00,0.125
569,368.00,294.00,8.51,145.08,35.48,0.779,0.00,0.00,0.067
570,302.00,69.00,9.63,125.07,46.40,0.871,0.00,3.30,0.158
571,346.00,175.00,12.11,111.57,81.88,0.769,0.00,9.35,0.600
572,327.00,69.00,13.22,149.30,81.88,0.857,0.00,0.00,0.077
573,429.00,3.00,12.58,150.28,92.80,0.871,1.19,14.96,0.217
574,256.00,91.00,15.15,122.30,128.29,0.812,1.89,16.85,0.333
575,277.00,85.00,26.18,126.91,455.83,0.932,1.52,28.82,0.318
576,493.00,136.00,15.67,149.29,152.85,0.911,1.29,18.25,0.154
577,454.00,125.00,22.04,123.25,292.06,0.864,2.77,26.43,0.348
578,367.00,104.00,15.05,143.17,114.64,0.846,1.45,16.52,0.286
580,137.00,20.00,22.16,135.97,313.89,0.876,2.95,26.80,0.373
581,203.00,496.00,13.22,146.50,84.61,0.820,0.00,9.35,0.118
582,239.00,421.00,7.79,140.60,27.29,0.806,0.00,0.00,0.000
583,103.00,250.00,12.15,134.43,84.61,0.858,0.00,7.01,0.800
584,282.00,261.00,7.39,105.10,27.29,0.806,0.00,7.01,0.500
586,182.00,75.00,25.39,132.02,412.15,0.886,2.41,30.07,0.273
587,500.00,53.00,22.11,141.85,313.89,0.928,2.19,26.43,0.262
588,52.00,276.00,22.82,129.80,327.54,0.877,2.37,26.80,0.375
589,457.00,136.00,15.26,150.85,131.02,0.851,1.45,16.52,0.182
590,73.00,244.00,20.90,126.97,294.79,0.910,0.00,18.84,0.357
591,11.00,391.00,17.08,137.68,158.31,0.840,1.29,18.25,0.167
592,357.00,455.00,12.68,92.88,90.07,0.820,0.00,2.34,0.182
593,362.00,265.00,16.85,145.14,180.15,0.884,1.49,19.83,0.207
594,425.00,281.00,13.62,152.47,117.37,0.927,1.45,16.52,0.231
595,119.00,357.00,12.58,149.92,92.80,0.871,1.19,14.96,0.174
596,388.00,139.00,16.85,148.71,185.61,0.911,1.49,19.83,0.143
597,235.00,371.00,16.69,139.17,174.69,0.885,2.77,21.54,0.436
598,357.00,469.00,14.12,138.10,114.64,0.846,1.80,16.52,0.350
599,105.00,262.00,15.15,132.94,133.75,0.846,1.24,16.85,0.304
600,342.00,278.00,9.91,186.50,49.13,0.785,0.00,0.00,0.000
601,102.00,86.00,15.46,146.70,150.12,0.873,0.27,15.89,0.278
602,266.00,170.00,18.32,142.22,188.34,0.876,1.49,19.83,0.185
603,454.00,313.00,8.88,107.57,43.67,0.857,0.00,0.00,0.000
604,289.00,370.00,23.02,130.47,354.83,0.899,1.42,25.54,0.312
605,438.00,321.00,22.41,133.06,313.89,0.876,1.87,24.89,0.333
606,267.00,359.00,19.42,140.89,245.65,0.882,2.96,24.84,0.395
607,420.00,338.00,24.89,133.20,390.32,0.883,2.66,29.74,0.255
608,421.00,289.00,20.10,135.60,245.65,0.859,2.11,23.13,0.353
609,247.00,395.00,18.84,139.84,240.20,0.863,2.35,23.55,0.326
610,376.00,348.00,16.85,137.93,166.50,0.863,1.49,19.83,0.238
611,386.00,333.00,14.78,147.61,131.02,0.883,1.74,18.25,0.290
612,433.00,267.00,15.26,154.86,136.47,0.813,1.50,18.25,0.250
613,341.00,352.00,24.06,132.95,393.05,0.923,2.13,28.31,0.238
614,356.00,504.00,15.05,148.82,128.29,0.887,0.00,0.00,0.000
615,345.00,204.00,12.58,140.25,90.07,0.913,1.41,14.96,0.375
616,376.00,419.00,8.88,125.50,43.67,0.857,0.00,0.00,0.000
618,398.00,315.00,14.36,137.64,103.72,0.766,0.00,0.00,0.000
619,8.00,240.00,19.14,117.67,234.74,0.901,2.99,23.13,0.568
620,188.00,131.00,14.96,134.10,117.37,0.812,0.78,16.52,0.240
621,123.00,114.00,10.45,122.31,51.86,0.796,0.00,0.00,0.000
623,198.00,218.00,8.42,120.70,27.29,0.806,0.00,0.00,0.000
624,259.00,80.00,18.84,122.49,204.71,0.885,2.04,21.54,0.364
626,249.00,272.00,13.55,152.46,92.80,0.754,0.00,0.00,0.000
627,17.00,167.00,12.58,133.12,98.26,0.923,1.19,14.96,0.136
628,110.00,99.00,13.55,143.15,92.80,0.754,0.00,0.00,0.000
629,135.00,119.00,19.07,122.52,221.09,0.891,2.88,23.13,0.538
630,167.00,40.00,13.32,139.58,95.53,0.834,0.00,9.63,0.167
631,242.00,185.00,13.06,155.41,103.72,0.879,1.97,16.52,0.375
632,65.00,147.00,19.14,119.35,212.90,0.876,2.06,19.86,0.484
633,164.00,181.00,22.03,121.87,313.89,0.827,3.06,25.27,0.532
634,91.00,284.00,18.84,125.33,212.90,0.876,2.09,21.54,0.355
635,111.00,90.00,12.58,146.62,98.26,0.923,0.00,0.00,0.000
636,273.00,75.00,19.42,121.14,245.65,0.882,3.52,24.84,0.523
637,196.00,174.00,14.98,135.44,133.75,0.846,1.94,18.25,0.367
638,306.00,228.00,14.98,146.29,117.37,0.812,0.00,0.00,0.000
639,99.00,476.00,22.96,132.34,327.54,0.877,1.84,26.64,0.233
640,65.00,407.00,23.55,125.65,354.83,0.833,2.75,28.14,0.391
641,234.00,326.00,24.06,133.20,382.13,0.897,2.31,28.31,0.244
642,33.00,345.00,25.94,127.03,431.26,0.852,2.60,30.07,0.404
643,34.00,292.00,14.98,138.26,133.75,0.846,1.96,18.25,0.333
644,83.00,6.00,12.89,121.12,92.80,0.786,0.00,9.91,0.136
645,36.00,184.00,10.45,117.84,68.24,0.919,0.00,0.00,0.000
647,235.00,229.00,20.49,134.02,281.14,0.906,2.31,24.84,0.302
648,103.00,7.00,15.69,99.05,150.12,0.873,1.40,16.85,0.343
649,115.00,285.00,15.11,124.21,128.29,0.812,0.13,13.89,0.400
653,252.00,57.00,13.62,124.67,100.99,0.881,0.00,0.00,0.000
