Mask_ID,Center_X_px,Center_Y_px,Diameter_μm,Mean_Intensity,Area_μm²,Circularity
0,222.00,52.00,43.97,138.95,1384.55,0.890
1,14.00,146.00,35.71,137.96,876.74,0.917
2,238.00,98.00,42.22,139.95,1273.87,0.909
3,260.00,95.00,41.37,141.80,1208.77,0.895
4,233.00,123.00,39.17,141.16,1089.41,0.868
5,102.00,199.00,32.21,151.47,720.49,0.913
6,279.00,153.00,51.61,134.15,1853.30,0.865
7,214.00,98.00,47.75,135.16,1627.60,0.911
8,161.00,59.00,48.90,135.32,1699.22,0.866
9,281.00,98.00,39.32,142.32,1104.60,0.897
10,289.00,78.00,37.79,145.34,1017.80,0.911
11,185.00,54.00,36.63,147.57,922.31,0.887
12,303.00,64.00,36.12,147.52,926.65,0.919
13,281.00,59.00,37.20,144.60,978.73,0.902
14,201.00,177.00,54.24,127.30,2148.44,0.890
15,311.00,96.00,45.05,139.19,1456.16,0.898
16,282.00,39.00,36.61,146.23,913.63,0.906
17,252.00,11.00,35.52,140.64,872.40,0.884
18,76.00,100.00,49.35,134.43,1718.75,0.882
19,33.00,80.00,29.83,150.10,616.32,0.896
20,165.00,157.00,45.07,138.02,1334.64,0.823
21,85.00,128.00,35.93,143.13,894.10,0.867
22,144.00,77.00,41.85,139.52,1256.51,0.897
23,180.00,74.00,41.73,141.19,1236.98,0.867
24,158.00,181.00,49.63,134.39,1668.84,0.832
25,251.00,136.00,39.04,143.09,1082.90,0.905
26,252.00,115.00,38.61,145.31,1054.69,0.925
27,259.00,304.00,33.81,149.44,768.23,0.868
28,261.00,68.00,42.22,140.14,1252.17,0.894
29,301.00,44.00,34.62,146.17,824.65,0.862
30,203.00,68.00,47.51,135.25,1605.90,0.870
31,56.00,112.00,38.75,139.95,1076.39,0.907
32,255.00,158.00,44.18,138.65,1401.91,0.901
33,242.00,60.00,35.03,147.61,842.01,0.909
34,99.00,75.00,40.51,140.04,1128.47,0.899
35,253.00,33.00,37.29,141.74,976.56,0.919
36,102.00,141.00,38.14,138.57,1037.33,0.884
37,67.00,83.00,25.51,160.00,438.37,0.929
38,230.00,26.00,42.51,139.80,1293.40,0.883
39,231.00,146.00,45.88,134.92,1473.52,0.878
40,56.00,131.00,31.92,146.50,694.44,0.880
41,178.00,139.00,36.67,144.35,946.18,0.918
42,24.00,93.00,26.34,155.45,473.09,0.902
43,125.00,217.00,40.38,139.91,1150.17,0.858
44,93.00,16.00,37.27,141.73,954.86,0.926
45,24.00,35.00,34.08,135.91,813.80,0.870
46,123.00,61.00,46.28,136.00,1473.52,0.899
47,57.00,94.00,27.16,157.08,486.11,0.873
48,222.00,303.00,51.45,132.01,1838.11,0.889
49,186.00,280.00,32.73,147.34,720.49,0.841
50,274.00,290.00,44.04,138.15,1345.49,0.865
51,266.00,126.00,27.11,161.19,492.62,0.912
52,80.00,215.00,32.58,147.15,744.36,0.861
53,305.00,278.00,37.20,142.95,963.54,0.907
54,197.00,139.00,35.64,144.27,896.27,0.889
55,44.00,255.00,33.95,138.28,792.10,0.874
56,97.00,112.00,39.21,142.04,1072.05,0.903
57,188.00,263.00,31.34,147.65,694.44,0.925
58,111.00,45.00,29.83,150.43,607.64,0.917
59,313.00,166.00,37.53,137.86,1004.77,0.899
60,125.00,107.00,36.12,142.47,924.48,0.897
61,210.00,154.00,41.30,139.88,1197.92,0.918
62,295.00,300.00,46.02,134.51,1519.10,0.899
63,114.00,90.00,38.65,141.26,1037.33,0.884
64,140.00,312.00,35.84,143.84,904.95,0.897
65,269.00,11.00,28.05,148.75,533.85,0.885
66,204.00,249.00,33.03,149.60,737.85,0.891
67,97.00,216.00,28.12,155.56,533.85,0.921
68,96.00,93.00,29.01,155.93,568.58,0.892
69,283.00,120.00,41.67,140.51,1195.75,0.876
70,180.00,302.00,55.49,129.82,2076.82,0.832
71,179.00,177.00,33.85,146.55,798.61,0.902
72,118.00,201.00,25.17,155.72,434.03,0.919
73,241.00,289.00,35.07,146.12,839.84,0.898
74,82.00,149.00,41.59,138.15,1163.19,0.892
75,99.00,313.00,33.03,146.56,740.02,0.885
76,276.00,311.00,34.02,147.12,811.63,0.917
77,91.00,34.00,28.18,154.77,546.88,0.906
78,160.00,96.00,38.65,139.98,1043.84,0.872
79,96.00,173.00,31.99,146.62,709.64,0.890
80,15.00,166.00,40.14,133.51,1119.79,0.892
81,283.00,268.00,37.81,141.52,978.73,0.876
82,257.00,281.00,28.56,150.90,551.22,0.864
83,265.00,49.00,30.76,152.06,651.04,0.899
84,170.00,273.00,31.50,147.19,670.57,0.902
85,177.00,104.00,33.85,147.32,794.27,0.897
86,234.00,269.00,38.43,140.87,970.05,0.834
87,233.00,169.00,44.02,132.08,1341.15,0.884
88,112.00,175.00,25.13,159.26,427.52,0.878
89,223.00,283.00,27.23,155.26,496.96,0.920
90,164.00,39.00,27.04,151.89,505.64,0.898
91,85.00,61.00,28.47,151.48,551.22,0.864
92,142.00,59.00,25.17,159.19,434.03,0.919
93,72.00,11.00,28.47,149.84,549.05,0.885
94,294.00,236.00,29.45,151.82,581.60,0.878
95,19.00,291.00,38.44,133.34,1004.77,0.889
96,174.00,121.00,29.14,148.55,594.62,0.897
97,82.00,195.00,42.18,136.82,1145.83,0.878
98,272.00,82.00,24.30,164.46,384.11,0.922
99,226.00,75.00,48.77,135.19,1610.24,0.872
100,312.00,253.00,34.36,142.76,824.65,0.873
101,39.00,48.00,27.50,149.83,520.83,0.898
102,147.00,44.00,28.96,154.22,551.22,0.899
103,192.00,92.00,38.89,140.53,1072.05,0.878
104,83.00,82.00,26.49,158.34,462.24,0.870
105,247.00,81.00,29.13,152.40,583.77,0.905
106,209.00,270.00,44.15,135.95,1367.19,0.879
107,19.00,186.00,39.75,130.27,1115.45,0.889
108,211.00,123.00,41.95,137.38,1210.94,0.904
109,81.00,235.00,45.07,133.14,1445.31,0.897
110,187.00,157.00,41.18,140.27,1215.28,0.907
111,162.00,79.00,26.44,158.68,486.11,0.927
112,153.00,210.00,46.82,134.40,1549.48,0.887
113,242.00,306.00,25.45,160.10,436.20,0.895
114,96.00,50.00,25.86,155.95,460.07,0.877
115,60.00,22.00,26.88,151.64,501.30,0.890
116,114.00,124.00,39.28,142.37,1069.88,0.894
117,300.00,154.00,26.10,159.11,451.39,0.898
118,49.00,35.00,32.74,142.34,753.04,0.871
119,175.00,199.00,49.53,132.65,1788.19,0.878
120,173.00,222.00,41.96,135.94,1228.30,0.917
121,41.00,64.00,30.33,145.60,659.72,0.879
122,196.00,38.00,35.84,144.84,846.35,0.858
123,170.00,254.00,36.32,143.08,917.97,0.910
124,291.00,199.00,44.05,132.58,1401.91,0.901
