Center_X_px,Center_Y_px,Diameter_μm,slide
453.0,15.0,16.03,z_0
215.0,363.0,15.87,z_0
268.0,157.0,15.87,z_0
100.0,451.0,15.57,z_0
424.0,404.0,15.53,z_12
266.0,397.0,15.38,z_1
263.0,464.0,15.38,z_1
147.0,200.0,15.32,z_0
440.0,91.0,15.32,z_11
483.0,259.0,15.29,z_0
290.0,206.0,15.27,z_0
269.0,419.0,15.23,z_0
504.0,157.0,15.18,z_2
387.0,174.0,15.14,z_0
114.0,23.0,15.02,z_0
296.0,197.0,15.02,z_0
161.0,378.0,15.02,z_1
122.0,424.0,15.02,z_0
14.0,154.0,15.02,z_0
500.0,371.0,15.02,z_0
385.0,430.0,14.78,z_13
265.0,85.0,14.37,z_13
110.0,432.0,14.27,z_0
419.0,16.0,14.21,z_15
419.0,452.0,14.21,z_11
76.0,355.0,14.17,z_4
360.0,343.0,14.06,z_0
227.0,495.0,14.02,z_2
294.0,309.0,13.99,z_2
345.0,322.0,13.98,z_1
324.0,263.0,13.98,z_0
136.0,315.0,13.98,z_11
70.0,439.0,13.96,z_2
333.0,39.0,13.75,z_0
396.0,253.0,13.6,z_0
202.0,441.0,13.48,z_5
503.0,305.0,13.42,z_0
259.0,209.0,13.18,z_3
333.0,347.0,12.39,z_4
216.0,102.0,12.15,z_3
272.0,429.0,12.15,z_4
88.0,261.0,12.15,z_6
252.0,463.0,12.08,z_4
323.0,318.0,11.79,z_7
109.0,283.0,11.49,z_7
316.0,398.0,11.22,z_11
231.0,26.0,10.98,z_14
377.0,15.0,10.62,z_6
3.0,5.0,10.42,z_6
58.0,3.0,10.42,z_6
215.0,444.0,9.6,z_8
17.0,411.0,9.32,z_10
238.0,357.0,5.89,z_10
