Mask_ID,Center_X_px,Center_Y_px,Diameter_μm,Mean_Intensity,Area_μm²,Circularity
0,233.00,125.00,36.74,161.38,937.50,0.883
1,214.00,100.00,46.26,147.76,1508.25,0.899
2,76.00,101.00,47.39,147.10,1588.54,0.880
3,259.00,97.00,39.01,158.60,1082.90,0.905
4,311.00,98.00,43.31,151.68,1360.68,0.890
5,252.00,117.00,36.61,162.06,941.84,0.914
6,250.00,138.00,36.91,160.19,957.03,0.882
7,237.00,100.00,40.21,156.10,1148.00,0.897
8,260.00,70.00,39.53,154.57,1141.49,0.909
9,222.00,53.00,41.52,154.65,1232.64,0.920
10,56.00,113.00,36.73,154.09,963.54,0.907
11,210.00,158.00,38.77,158.11,1052.52,0.905
12,161.00,61.00,46.46,148.44,1553.82,0.920
13,81.00,149.00,39.23,151.84,1078.56,0.876
14,281.00,100.00,36.77,162.80,954.86,0.926
15,283.00,122.00,38.75,156.86,1061.20,0.912
16,180.00,75.00,39.33,158.07,1091.58,0.912
17,97.00,113.00,36.57,160.56,941.84,0.914
18,231.00,148.00,42.75,153.25,1278.21,0.879
19,114.00,91.00,36.08,158.32,909.29,0.901
20,173.00,201.00,47.02,147.91,1597.22,0.914
21,288.00,81.00,35.92,161.71,911.46,0.924
22,280.00,156.00,49.40,146.75,1723.09,0.912
23,302.00,66.00,35.02,161.47,844.18,0.902
24,14.00,146.00,32.61,155.24,750.87,0.919
25,178.00,141.00,34.74,160.84,831.16,0.918
26,85.00,129.00,33.66,159.04,794.27,0.897
27,202.00,69.00,44.74,150.99,1445.31,0.897
28,282.00,42.00,34.79,158.57,846.35,0.858
29,99.00,76.00,38.40,152.73,1041.67,0.888
30,209.00,270.00,42.11,149.64,1245.66,0.873
31,114.00,126.00,36.61,156.57,963.54,0.881
32,144.00,78.00,39.53,156.01,1102.43,0.903
33,187.00,160.00,38.70,158.57,1059.03,0.903
34,313.00,168.00,35.27,157.08,863.72,0.875
35,198.00,142.00,33.48,163.41,763.89,0.892
36,172.00,225.00,39.61,151.06,1093.75,0.896
37,126.00,217.00,38.25,155.05,1024.31,0.898
38,281.00,62.00,34.90,163.62,850.69,0.889
39,185.00,55.00,34.20,163.98,818.14,0.903
40,222.00,303.00,48.19,147.23,1649.31,0.923
