Mask_ID,Center_X,Center_Y,Diameter,Mean_Intensity,Area,Circularity
118,438.00,438.00,13.70,148.68,122.00,0.863
119,153.00,470.00,19.65,135.22,259.50,0.857
120,443.00,421.00,18.03,135.13,190.00,0.862
121,75.00,394.00,11.80,141.24,96.00,0.883
122,136.00,462.00,15.18,142.73,155.50,0.877
123,91.00,335.00,13.61,146.21,127.50,0.858
124,459.00,429.00,11.79,151.66,88.50,0.880
125,264.00,402.00,19.09,137.22,232.00,0.825
126,103.00,418.00,13.63,143.32,127.50,0.892
127,417.00,50.00,19.64,136.77,274.00,0.888
128,19.00,361.00,17.63,132.29,213.50,0.891
129,51.00,350.00,18.07,133.49,230.00,0.901
130,368.00,494.00,14.18,145.82,134.00,0.912
131,65.00,462.00,15.62,128.46,165.50,0.888
132,141.00,373.00,18.03,138.46,225.00,0.893
133,37.00,413.00,17.37,128.11,207.50,0.893
134,127.00,444.00,21.67,131.21,316.00,0.831
135,211.00,323.00,11.43,153.93,83.50,0.870
136,373.00,180.00,17.26,134.58,206.00,0.842
137,466.00,260.00,20.18,133.43,260.50,0.807
138,468.00,167.00,13.15,144.63,115.00,0.861
139,462.00,314.00,13.04,154.80,106.50,0.892
140,425.00,426.00,17.49,137.86,212.00,0.866
141,371.00,148.00,22.54,126.38,356.50,0.901
142,316.00,147.00,15.48,143.42,164.00,0.902
143,342.00,143.00,13.46,139.94,123.50,0.864
144,391.00,466.00,22.99,130.45,369.50,0.912
145,418.00,134.00,21.67,125.54,332.00,0.904
146,368.00,242.00,16.67,142.56,188.50,0.875
147,422.00,444.00,16.12,143.76,176.00,0.892
148,458.00,147.00,13.45,145.44,116.00,0.868
149,501.00,322.00,13.74,149.66,133.50,0.898
150,485.00,230.00,17.57,141.91,200.00,0.907
151,468.00,220.00,17.32,139.04,196.50,0.846
152,369.00,411.00,20.81,133.28,298.50,0.869
153,385.00,161.00,12.37,143.47,105.00,0.869
154,345.00,321.00,14.37,150.58,141.00,0.924
155,453.00,164.00,12.58,150.31,106.00,0.916
156,346.00,130.00,11.72,140.51,91.50,0.909
157,354.00,51.00,12.81,148.19,105.50,0.847
158,331.00,239.00,11.45,156.21,89.00,0.915
159,442.00,127.00,14.56,120.45,152.00,0.879
160,382.00,256.00,17.32,139.85,195.50,0.816
161,359.00,256.00,12.28,151.08,103.50,0.883
162,320.00,76.00,18.03,137.91,201.50,0.816
163,429.00,198.00,20.81,131.85,286.50,0.856
164,393.00,217.00,17.26,141.22,206.00,0.906
165,453.00,231.00,14.28,149.29,123.00,0.837
166,444.00,356.00,24.36,128.48,422.00,0.900
167,380.00,229.00,14.90,145.30,146.00,0.844
168,330.00,206.00,12.82,140.52,112.00,0.889
169,438.00,161.00,14.47,144.87,143.00,0.889
170,397.00,59.00,11.66,156.21,88.00,0.887
171,435.00,276.00,11.86,153.18,92.50,0.919
172,328.00,53.00,25.32,127.09,408.50,0.815
173,460.00,401.00,25.61,127.13,456.50,0.867
174,361.00,393.00,17.10,140.19,206.50,0.889
175,337.00,426.00,22.02,132.72,345.00,0.886
176,491.00,340.00,23.92,129.29,398.50,0.855
177,417.00,333.00,22.51,131.20,358.00,0.890
178,404.00,279.00,12.40,153.43,103.50,0.922
179,359.00,371.00,24.04,130.72,407.50,0.902
180,449.00,329.00,24.52,128.67,431.00,0.873
181,483.00,400.00,17.49,139.05,212.50,0.887
182,393.00,334.00,22.27,132.05,353.50,0.893
183,314.00,353.00,22.95,130.33,373.50,0.892
184,252.00,10.00,17.02,139.43,188.50,0.837
185,362.00,224.00,12.90,141.73,113.00,0.896
186,427.00,371.00,18.60,138.06,236.50,0.882
187,345.00,187.00,12.81,143.18,114.50,0.882
188,468.00,348.00,23.20,130.73,371.50,0.764
189,336.00,253.00,12.25,150.97,98.50,0.878
190,394.00,193.00,15.37,142.56,156.00,0.889
191,495.00,277.00,19.94,133.04,243.00,0.854
192,502.00,172.00,11.44,152.82,85.50,0.850
193,501.00,391.00,18.46,136.34,235.00,0.921
194,349.00,446.00,19.90,135.30,278.00,0.901
195,406.00,452.00,16.25,143.35,181.00,0.917
196,439.00,236.00,11.72,149.61,91.50,0.909
197,423.00,352.00,15.87,145.04,172.50,0.895
198,350.00,171.00,14.04,145.64,134.00,0.878
199,486.00,363.00,20.36,135.66,279.50,0.889
200,327.00,326.00,18.68,137.47,245.00,0.881
201,476.00,421.00,24.39,128.78,416.50,0.894
202,370.00,336.00,20.52,134.90,288.00,0.899
203,387.00,443.00,21.11,134.62,292.50,0.852
204,365.00,101.00,22.31,130.72,356.00,0.885
205,423.00,28.00,22.45,132.52,353.00,0.877
206,469.00,239.00,17.89,140.84,219.00,0.922
207,316.00,294.00,16.62,142.30,191.50,0.889
208,483.00,106.00,22.36,127.93,359.50,0.908
209,346.00,302.00,20.64,134.89,283.00,0.861
210,397.00,238.00,18.81,137.92,244.50,0.887
211,446.00,306.00,18.61,140.30,241.50,0.876
212,386.00,109.00,20.28,133.24,287.50,0.914
213,385.00,87.00,23.56,131.82,366.00,0.815
214,377.00,66.00,15.34,142.80,164.00,0.902
215,333.00,93.00,19.47,137.73,248.50,0.866
216,470.00,41.00,15.05,146.01,156.50,0.882
217,444.00,177.00,14.96,146.47,152.00,0.911
218,422.00,244.00,26.36,126.54,473.00,0.818
219,473.00,202.00,15.81,141.41,176.50,0.886
220,402.00,75.00,14.77,146.14,145.50,0.928
221,450.00,248.00,16.54,141.67,190.00,0.862
222,427.00,179.00,14.69,146.51,147.00,0.881
223,366.00,302.00,16.64,144.00,193.50,0.859
224,455.00,29.00,20.18,135.91,285.50,0.908
225,439.00,43.00,17.93,140.80,224.00,0.853
226,438.00,63.00,18.58,137.18,242.50,0.879
227,403.00,259.00,20.28,134.98,285.50,0.908
228,381.00,45.00,25.56,127.41,449.50,0.879
229,363.00,79.00,19.08,136.41,254.50,0.887
230,437.00,83.00,19.52,137.59,270.50,0.917
231,420.00,71.00,18.41,139.86,240.00,0.888
232,456.00,53.00,18.42,138.05,235.50,0.854
233,477.00,82.00,23.24,131.87,384.00,0.883
234,357.00,286.00,15.48,148.23,170.00,0.903
235,419.00,271.00,17.32,139.28,207.50,0.921
236,393.00,307.00,15.86,145.52,174.50,0.876
237,424.00,295.00,27.51,127.88,505.00,0.827
238,491.00,44.00,15.42,146.96,165.50,0.933
239,320.00,34.00,15.30,147.89,161.50,0.910
240,384.00,23.00,16.42,144.25,188.50,0.903
241,327.00,116.00,28.02,123.87,564.50,0.912
242,361.00,198.00,24.21,127.70,395.00,0.835
243,476.00,287.00,18.16,138.66,231.50,0.864
244,331.00,155.00,15.02,145.20,155.00,0.929
245,415.00,313.00,13.42,148.95,122.00,0.913
246,454.00,285.00,13.74,149.98,125.50,0.913
247,349.00,271.00,14.01,149.39,130.50,0.913
248,350.00,91.00,11.88,154.24,94.00,0.904
249,480.00,270.00,13.00,151.80,114.00,0.904
250,344.00,40.00,13.89,145.54,131.50,0.920
251,332.00,174.00,18.86,135.87,252.50,0.890
252,430.00,224.00,14.44,146.91,140.50,0.896
253,471.00,64.00,12.82,154.09,108.50,0.871
254,498.00,299.00,19.22,135.68,248.50,0.866
255,343.00,74.00,17.46,140.24,196.00,0.862
256,411.00,185.00,17.13,140.61,200.50,0.890
257,381.00,204.00,15.96,139.15,168.00,0.893
258,333.00,268.00,13.93,146.54,133.00,0.871
259,335.00,27.00,11.80,153.60,98.00,0.901
260,451.00,270.00,13.07,150.19,114.00,0.853
261,481.00,145.00,17.80,136.38,216.00,0.883
262,324.00,280.00,11.80,155.23,96.00,0.883
263,339.00,283.00,14.58,149.58,145.50,0.894
264,375.00,283.00,17.89,139.47,215.50,0.888
265,326.00,307.00,13.89,148.91,129.00,0.878
266,394.00,289.00,13.77,150.42,125.50,0.913
267,457.00,191.00,18.36,137.50,218.00,0.806
268,411.00,224.00,16.42,142.86,187.50,0.898
269,346.00,240.00,16.18,140.57,181.00,0.887
270,407.00,156.00,25.59,125.93,453.50,0.861
271,390.00,274.00,13.35,149.97,122.00,0.877
272,334.00,222.00,18.13,134.98,227.00,0.864
273,202.00,176.00,26.60,123.04,513.50,0.893
274,445.00,214.00,17.28,140.30,202.50,0.871
275,478.00,306.00,16.42,143.69,188.50,0.903
276,365.00,269.00,13.91,150.75,130.50,0.913
277,409.00,204.00,19.21,135.23,253.50,0.884
278,458.00,94.00,18.01,138.78,224.00,0.853
279,462.00,299.00,14.21,146.86,140.00,0.883
280,480.00,177.00,14.10,146.66,137.00,0.897
281,346.00,19.00,11.18,158.86,84.00,0.863
282,489.00,206.00,14.73,143.79,147.50,0.907
283,177.00,138.00,18.03,138.34,225.50,0.902
284,160.00,96.00,18.59,138.73,239.50,0.868
285,19.00,291.00,18.60,128.73,244.00,0.892
286,44.00,255.00,16.60,133.97,188.50,0.875
287,125.00,107.00,17.80,138.47,220.00,0.862
288,19.00,186.00,19.69,124.61,269.50,0.890
289,170.00,273.00,15.34,139.85,163.00,0.897
290,211.00,122.00,20.28,133.27,286.00,0.926
291,83.00,81.00,12.81,149.19,115.50,0.890
292,85.00,60.00,13.97,145.48,133.00,0.905
293,82.00,148.00,20.25,131.37,284.00,0.864
294,96.00,50.00,12.97,146.91,114.50,0.882
295,72.00,11.00,14.14,140.39,139.00,0.911
296,300.00,154.00,12.91,151.86,108.50,0.871
297,188.00,156.00,20.22,136.14,284.00,0.920
298,15.00,166.00,19.36,128.40,268.50,0.911
299,147.00,44.00,14.18,146.10,136.50,0.871
300,71.00,254.00,12.17,134.58,102.00,0.859
301,196.00,37.00,17.53,139.18,198.50,0.854
302,276.00,311.00,16.47,142.28,190.50,0.913
303,96.00,173.00,15.63,140.43,169.00,0.868
304,102.00,141.00,18.87,132.06,252.50,0.890
305,107.00,30.00,12.69,144.35,109.00,0.902
306,91.00,34.00,13.93,146.14,134.00,0.878
307,162.00,78.00,13.14,150.38,119.00,0.891
308,192.00,91.00,19.01,138.50,247.50,0.923
309,56.00,131.00,15.37,141.22,165.00,0.877
310,233.00,168.00,21.27,127.54,319.00,0.890
311,174.00,120.00,14.46,140.84,143.50,0.882
312,298.00,109.00,12.37,149.82,105.50,0.900
313,294.00,235.00,14.40,142.80,143.50,0.882
314,265.00,48.00,14.89,146.28,156.00,0.902
315,80.00,215.00,15.98,141.23,175.50,0.881
316,242.00,306.00,12.51,154.46,104.00,0.898
317,114.00,124.00,19.33,134.85,264.00,0.913
318,291.00,198.00,21.65,127.58,336.00,0.893
319,257.00,262.00,15.61,142.62,167.50,0.841
320,177.00,104.00,16.59,142.00,191.00,0.907
321,31.00,154.00,17.06,134.74,199.00,0.903
322,197.00,315.00,13.63,149.89,125.50,0.878
323,206.00,230.00,18.57,133.82,240.00,0.888
324,110.00,224.00,11.75,152.51,92.00,0.846
325,29.00,14.00,20.13,124.77,284.00,0.873
326,81.00,235.00,22.19,128.14,345.50,0.833
327,129.00,299.00,14.56,143.47,145.00,0.915
328,82.00,195.00,20.59,132.10,273.50,0.870
329,159.00,135.00,15.81,133.22,185.00,0.907
330,47.00,276.00,24.60,123.37,426.00,0.870
331,282.00,177.00,21.84,131.56,334.50,0.895
332,222.00,257.00,12.04,148.50,95.50,0.851
333,98.00,231.00,11.43,152.54,85.50,0.891
334,8.00,130.00,11.66,149.44,89.00,0.897
335,145.00,256.00,19.06,130.89,252.00,0.871
336,187.00,246.00,12.21,151.23,99.00,0.855
337,49.00,35.00,16.19,134.52,187.00,0.917
338,54.00,55.00,12.25,139.33,102.50,0.874
339,93.00,16.00,18.16,136.74,228.50,0.914
340,60.00,22.00,13.61,142.08,126.00,0.906
341,210.00,20.00,14.73,142.58,149.00,0.861
342,153.00,301.00,12.31,148.38,102.00,0.881
343,25.00,34.00,16.94,126.51,206.00,0.906
344,28.00,135.00,14.47,140.47,138.00,0.857
345,164.00,39.00,13.32,148.28,119.00,0.891
346,114.00,90.00,18.80,137.47,244.50,0.912
347,38.00,48.00,13.67,143.12,126.00,0.858
348,132.00,90.00,13.76,144.93,132.00,0.865
349,210.00,153.00,20.58,132.02,295.00,0.897
350,255.00,157.00,22.18,129.79,345.50,0.894
351,179.00,36.00,13.10,148.50,118.50,0.913
352,81.00,178.00,11.52,150.36,88.00,0.887
353,272.00,82.00,11.66,159.48,89.00,0.897
354,72.00,36.00,20.62,131.76,295.00,0.897
355,113.00,241.00,21.19,129.80,318.00,0.910
356,225.00,209.00,14.44,131.39,145.50,0.894
357,170.00,254.00,17.90,136.46,224.50,0.898
358,266.00,126.00,13.28,152.99,121.00,0.906
359,165.00,156.00,22.14,131.06,332.00,0.833
360,282.00,38.00,17.81,140.49,217.50,0.870
361,180.00,73.00,20.28,135.69,294.50,0.889
362,158.00,180.00,24.41,128.22,404.50,0.849
363,203.00,67.00,23.20,130.55,382.50,0.893
364,303.00,63.00,18.04,137.59,232.00,0.920
365,14.00,146.00,17.42,133.04,209.50,0.901
366,252.00,114.00,19.14,138.78,256.00,0.885
367,261.00,68.00,20.52,135.86,295.00,0.897
368,33.00,80.00,14.57,143.58,147.50,0.907
369,252.00,11.00,17.20,134.61,211.00,0.889
370,242.00,59.00,17.07,140.90,201.50,0.894
371,187.00,279.00,15.93,142.77,171.50,0.921
372,123.00,61.00,22.68,130.85,354.50,0.867
373,301.00,44.00,16.97,139.30,204.00,0.897
374,274.00,290.00,21.63,133.19,321.50,0.882
