Mask_ID,Center_X,Center_Y,Diameter,Mean_Intensity,Area,Circularity
0,235.00,207.00,43.00,31.87,1366.00,0.877
1,255.00,72.00,30.84,35.45,690.00,0.895
2,173.00,225.00,21.32,22.48,310.50,0.882
3,308.00,108.00,21.04,27.49,306.50,0.870
6,132.00,279.00,18.31,15.41,224.00,0.889
9,181.00,20.00,18.47,19.61,233.00,0.887
10,297.00,39.00,19.76,19.24,267.00,0.865
11,279.00,243.00,17.16,13.87,193.00,0.876
14,189.00,61.00,19.74,16.45,244.00,0.877
16,103.00,24.00,18.25,13.22,224.00,0.863
17,41.00,233.00,15.99,12.70,166.00,0.841
18,256.00,228.00,16.62,14.09,178.50,0.867
43,102.00,351.00,26.31,36.98,493.00,0.869
44,171.00,328.00,26.93,41.27,503.50,0.893
45,310.00,368.00,23.46,33.38,382.50,0.873
47,249.00,432.00,17.56,16.65,206.50,0.900
48,226.00,413.00,16.56,14.39,177.00,0.840
50,260.00,330.00,16.52,13.64,164.50,0.896
51,60.00,451.00,17.64,11.66,206.50,0.836
70,447.00,278.00,26.85,47.43,527.00,0.887
71,381.00,122.00,27.07,44.74,529.50,0.879
72,467.00,61.00,22.38,34.76,341.00,0.856
73,403.00,263.00,20.19,21.85,278.00,0.877
74,375.00,177.00,20.27,24.72,276.50,0.856
76,436.00,299.00,17.50,15.75,200.50,0.890
84,412.00,177.00,16.06,12.79,168.00,0.893
85,467.00,61.00,22.92,25.78,368.00,0.894
95,447.00,279.00,27.45,39.05,539.00,0.890
119,313.00,313.00,32.32,42.02,759.50,0.891
121,391.00,440.00,20.27,20.14,285.00,0.899
124,444.00,423.00,17.52,16.61,205.50,0.884
126,351.00,437.00,13.12,10.75,111.50,0.859
