Mask_ID,Center_X,Center_Y,Diameter,Mean_Intensity,Area,Circularity
0,235.00,207.00,41.80,31.08,1291.50,0.898
1,256.00,72.00,29.61,25.28,599.00,0.872
4,308.00,108.00,21.22,11.01,290.00,0.869
20,102.00,352.00,24.79,18.91,421.00,0.860
22,310.00,369.00,22.61,14.28,363.00,0.881
23,171.00,328.00,26.25,20.01,484.00,0.895
36,447.00,278.00,24.94,27.60,433.50,0.823
37,382.00,122.00,25.73,24.87,467.00,0.889
38,467.00,61.00,21.40,14.69,297.00,0.871
40,374.00,178.00,20.29,10.06,238.00,0.823
41,403.00,262.00,19.51,10.16,224.00,0.853
52,313.00,313.00,31.13,31.54,673.00,0.894
