Mask_ID,Center_X,Center_Y,Diameter,Mean_Intensity,Area,Circularity
0,189.00,61.00,20.96,46.72,306.50,0.870
1,131.00,279.00,20.60,44.54,293.50,0.854
2,173.00,225.00,22.51,47.09,364.00,0.905
3,181.00,20.00,22.21,42.23,352.50,0.891
4,279.00,243.00,19.24,43.30,258.00,0.892
5,308.00,108.00,23.37,49.27,388.50,0.907
6,40.00,232.00,19.17,42.29,262.00,0.906
7,13.00,125.00,17.52,40.35,211.50,0.910
8,297.00,39.00,21.20,49.49,321.00,0.896
9,235.00,206.00,42.13,26.70,1278.00,0.896
10,255.00,72.00,31.39,34.36,717.50,0.890
11,119.00,219.00,16.62,39.08,195.50,0.879
12,103.00,24.00,19.68,44.73,268.00,0.868
13,67.00,75.00,15.87,35.19,175.00,0.899
14,56.00,44.00,15.83,36.55,173.50,0.900
15,256.00,227.00,18.90,41.80,233.50,0.907
146,235.00,207.00,42.29,29.06,1296.50,0.875
160,181.00,20.00,22.01,44.23,347.00,0.891
211,56.00,44.00,15.94,37.61,175.00,0.887
217,171.00,328.00,28.02,48.58,569.00,0.898
218,59.00,451.00,19.34,41.45,266.50,0.880
219,108.00,495.00,21.38,46.05,189.00,0.732
220,260.00,330.00,18.45,42.69,238.50,0.927
221,249.00,432.00,19.73,46.47,273.50,0.903
222,226.00,413.00,18.97,44.11,256.00,0.885
223,102.00,351.00,27.31,49.12,542.50,0.900
224,121.00,481.00,16.15,35.83,180.00,0.854
225,210.00,421.00,14.12,33.66,134.50,0.871
305,279.00,243.00,19.36,43.72,261.00,0.878
309,447.00,279.00,27.81,52.50,566.50,0.882
310,436.00,299.00,19.15,47.10,257.00,0.889
311,403.00,262.00,21.48,48.17,330.50,0.906
312,375.00,177.00,22.18,49.40,344.00,0.884
313,412.00,177.00,17.72,44.81,221.00,0.877
314,467.00,60.00,24.07,51.21,418.00,0.891
315,382.00,121.00,28.07,52.01,572.00,0.902
316,468.00,29.00,13.09,37.21,116.00,0.868
317,494.00,196.00,11.72,33.18,91.50,0.909
364,467.00,60.00,24.42,48.05,419.00,0.867
395,381.00,122.00,28.20,51.58,578.50,0.884
443,375.00,177.00,22.29,47.71,351.50,0.888
447,391.00,440.00,21.04,46.51,315.50,0.896
448,444.00,424.00,19.22,47.93,260.50,0.884
449,310.00,368.00,24.65,48.65,440.00,0.891
450,313.00,313.00,32.50,39.87,771.50,0.905
451,352.00,437.00,16.19,41.01,180.50,0.906
473,391.00,440.00,21.24,44.67,321.00,0.896
540,220.00,416.00,32.70,40.12,401.50,0.573
576,313.00,313.00,32.44,43.29,775.00,0.885
588,117.00,363.00,8.77,15.49,46.50,0.871
