Mask_ID,Center_X,Center_Y,Diameter,Mean_Intensity,Area,Circularity
0,41.00,232.00,18.97,41.29,260.00,0.899
1,131.00,279.00,20.28,41.93,289.00,0.902
2,173.00,225.00,22.36,42.86,357.50,0.903
3,119.00,219.00,16.77,40.68,194.50,0.902
4,13.00,125.00,17.60,41.37,216.00,0.910
5,189.00,61.00,20.77,42.54,312.50,0.887
6,103.00,24.00,19.64,43.80,272.00,0.905
7,67.00,75.00,16.30,40.36,180.50,0.865
8,279.00,243.00,19.03,39.99,256.00,0.885
9,181.00,20.00,22.12,38.30,349.50,0.883
10,308.00,108.00,22.77,44.09,376.50,0.879
11,56.00,44.00,16.33,41.25,184.50,0.926
12,297.00,39.00,21.09,45.96,316.00,0.882
13,256.00,227.00,18.89,39.64,235.50,0.889
14,255.00,72.00,30.71,29.79,670.00,0.875
19,236.00,206.00,39.93,24.02,1076.00,0.849
140,181.00,20.00,22.28,40.24,348.50,0.880
186,279.00,243.00,19.08,40.17,257.00,0.889
200,102.00,351.00,27.05,42.33,524.00,0.882
201,249.00,432.00,19.47,43.63,271.50,0.896
202,260.00,330.00,18.16,40.70,235.50,0.915
203,59.00,451.00,19.13,41.72,259.50,0.915
204,226.00,414.00,18.97,41.34,258.00,0.892
205,171.00,328.00,27.67,42.58,541.50,0.875
206,121.00,481.00,16.39,38.64,188.00,0.892
207,210.00,421.00,14.37,37.61,139.00,0.911
255,220.00,416.00,32.90,39.60,409.00,0.566
295,436.00,299.00,19.01,43.29,252.00,0.896
296,447.00,279.00,27.43,44.34,538.00,0.905
297,403.00,262.00,21.19,42.16,320.50,0.910
298,375.00,177.00,21.85,44.01,340.50,0.911
299,412.00,177.00,17.55,43.83,218.50,0.885
300,381.00,121.00,27.53,44.74,549.00,0.899
301,467.00,60.00,24.22,43.99,410.50,0.862
302,468.00,29.00,13.56,42.38,123.00,0.921
303,494.00,196.00,11.90,40.46,95.50,0.907
304,444.00,285.00,45.30,43.99,795.00,0.538
307,467.00,60.00,24.22,43.32,415.50,0.873
418,444.00,424.00,18.97,42.25,253.50,0.894
419,391.00,440.00,20.83,41.21,307.50,0.873
420,310.00,368.00,24.64,42.71,429.50,0.883
421,352.00,437.00,16.19,41.61,178.00,0.902
422,313.00,313.00,31.66,33.60,732.50,0.879
428,351.00,434.00,25.30,34.09,246.50,0.589
526,116.00,363.00,9.57,24.40,58.50,0.891
541,381.00,122.00,27.49,45.85,549.00,0.899
549,360.00,358.00,10.77,10.16,67.00,0.878
554,351.00,424.00,10.82,13.90,70.50,0.871
