Mask_ID,Center_X_px,Center_Y_px,Diameter_μm,Mean_Intensity,Area_μm²,Circularity
0,731.00,660.00,50.29,50.99,1835.99,0.906
1,1000.00,727.00,50.94,50.04,1891.35,0.891
4,928.00,458.00,46.97,46.05,1602.08,0.888
5,523.00,665.00,53.26,51.73,2111.42,0.908
6,740.00,541.00,53.92,52.71,2156.40,0.910
7,843.00,478.00,55.56,55.39,2276.82,0.886
8,606.00,904.00,53.48,48.40,2139.79,0.903
9,641.00,937.00,50.52,46.75,1872.66,0.905
10,794.00,597.00,51.11,50.23,1918.34,0.905
11,594.00,628.00,51.10,49.90,1941.87,0.901
12,990.00,383.00,51.36,48.16,1957.79,0.890
13,442.00,443.00,46.33,46.94,1569.55,0.894
14,719.00,617.00,53.93,53.52,2157.79,0.890
15,845.00,663.00,52.07,50.46,2002.77,0.893
16,487.00,510.00,51.92,52.69,1988.24,0.904
17,776.00,759.00,49.65,48.83,1811.76,0.902
18,514.00,824.00,55.76,50.88,2316.26,0.889
19,955.00,651.00,54.35,50.95,2192.39,0.904
20,523.00,588.00,53.12,52.43,2087.89,0.898
21,840.00,932.00,81.70,71.27,5044.29,0.892
22,914.00,419.00,52.02,50.49,1968.17,0.883
219,38.00,769.00,50.47,40.21,1870.59,0.886
220,335.00,723.00,50.56,47.87,1866.44,0.894
221,39.00,726.00,49.73,39.31,1801.38,0.889
222,316.00,685.00,50.33,49.73,1866.44,0.888
223,32.00,424.00,55.75,44.92,2293.43,0.883
224,366.00,539.00,54.71,52.66,2232.53,0.896
225,94.00,655.00,61.51,49.87,2833.91,0.896
227,233.00,965.00,51.88,42.53,1987.54,0.886
228,313.00,775.00,44.54,42.60,1437.37,0.877
229,354.00,399.00,49.33,47.26,1791.70,0.884
230,228.00,852.00,47.68,41.87,1652.60,0.885
231,173.00,935.00,50.53,39.84,1887.20,0.894
232,48.00,915.00,46.83,35.69,1611.07,0.890
344,530.00,196.00,53.03,49.76,2062.28,0.894
345,693.00,326.00,51.42,50.79,1955.71,0.897
346,865.00,348.00,54.68,51.97,2193.08,0.897
347,549.00,273.00,51.88,50.03,1983.39,0.884
348,516.00,240.00,56.95,55.81,2386.16,0.886
349,623.00,380.00,55.71,54.96,2309.34,0.896
350,639.00,257.00,64.04,62.17,3071.97,0.898
351,988.00,166.00,52.56,46.44,1991.00,0.885
352,759.00,217.00,50.54,46.16,1891.35,0.896
353,561.00,229.00,51.62,50.36,1968.86,0.906
354,906.00,374.00,56.53,54.50,2368.86,0.892
465,165.00,154.00,56.68,44.32,2371.63,0.897
466,291.00,218.00,56.81,48.50,2387.54,0.906
467,319.00,332.00,51.06,47.67,1922.49,0.903
468,33.00,240.00,56.99,42.51,2411.76,0.889
469,213.00,211.00,51.46,42.52,1941.87,0.901
470,75.00,366.00,50.29,41.30,1871.97,0.897
471,119.00,147.00,52.57,39.14,2040.14,0.895
472,166.00,272.00,58.40,46.60,2556.40,0.893
473,366.00,272.00,53.68,49.53,2115.57,0.900
474,43.00,83.00,56.05,36.52,2324.57,0.902
475,245.00,144.00,49.50,38.77,1818.69,0.905
476,325.00,289.00,49.53,46.76,1813.15,0.903
