Diameter_μm,occupancy
46.72,0
50.36,0
51.58,0
48.5,0
50.3,0
47.59,0
49.16,0
47.81,0
54.29,0
47.74,0
46.61,0
48.69,0
46.69,0
46.19,0
47.15,0
47.36,0
47.09,0
48.9,0
48.69,0
47.46,0
47.79,0
35.73,0
33.23,0
47.82,0
50.45,0
45.77,0
48.01,0
37.8,0
48.27,0
52.93,0
49.98,0
46.49,0
46.85,0
46.38,0
47.72,0
57.46,0
46.55,0
51.72,0
47.41,0
52.99,0
51.34,0
46.3,0
49.86,0
46.43,0
47.09,0
52.53,0
52.54,0
45.28,0
61.05,0
47.86,0
46.2,0
45.96,0
47.63,0
47.11,0
46.87,0
45.63,0
46.26,0
53.6,0
45.66,0
47.61,0
47.19,0
37.77,0
49.75,0
46.85,0
52.56,0
46.93,0
53.36,0
46.71,0
48.31,0
50.37,0
46.21,0
47.26,0
43.8,0
47.25,0
46.75,0
48.72,0
48.73,0
46.25,0
64.95,0
40.66,0
49.74,0
50.42,0
49.05,0
46.0,0
48.42,0
46.99,0
50.44,0
47.57,0
49.49,0
49.08,0
50.53,0
46.13,0
46.49,0
50.92,0
46.82,0
47.07,0
36.96,0
46.78,0
53.22,0
47.59,0
47.82,0
47.01,0
46.73,0
49.98,0
46.8,0
48.14,0
53.48,0
50.77,0
49.05,0
48.29,0
47.46,0
52.39,0
50.68,0
37.46,0
46.69,0
48.3,0
42.27,0
48.9,0
47.67,0
46.69,0
55.54,0
49.32,0
42.13,0
48.13,0
53.67,0
43.4,0
47.72,0
50.92,0
49.73,0
53.99,0
53.57,0
48.17,0
41.35,0
47.06,0
48.58,0
58.23,0
48.64,0
46.62,0
46.32,0
47.78,0
46.72,0
47.86,0
48.93,0
46.97,0
46.3,0
48.1,0
52.28,0
50.16,0
46.86,0
55.12,0
47.93,0
55.44,0
46.05,0
51.15,0
53.34,0
53.41,0
52.23,0
48.43,0
46.24,0
52.95,0
49.67,0
46.2,0
40.37,0
46.02,0
51.25,0
53.16,0
48.56,0
46.24,0
46.11,0
48.82,0
47.56,0
50.27,0
46.17,0
47.67,0
48.14,0
51.63,0
46.02,0
53.34,0
47.77,0
50.05,0
48.45,0
48.31,0
47.52,0
53.29,0
47.96,0
48.44,0
50.47,0
52.29,0
47.27,0
49.71,0
51.48,0
48.16,0
48.82,0
45.62,0
38.38,0
52.8,0
45.6,0
50.9,0
46.75,0
52.99,0
45.62,0
48.1,0
48.73,0
48.19,0
48.76,0
49.31,0
38.57,0
47.22,0
48.34,0
52.22,0
46.93,0
52.16,0
46.4,0
40.73,0
39.72,0
46.2,0
46.54,0
47.29,0
45.97,0
30.16,0
31.64,0
52.54,0
45.16,0
50.06,0
40.44,0
42.04,0
39.82,0
54.48,0
53.27,0
47.65,0
41.3,0
46.8,0
46.03,0
47.7,0
47.17,0
55.15,0
45.92,0
37.52,0
47.84,0
49.37,0
52.71,0
46.6,0
51.87,0
47.92,0
45.6,0
60.2,0
45.88,0
50.62,0
48.29,0
53.55,0
46.35,0
36.93,0
46.52,0
47.52,0
48.14,0
48.02,0
54.44,0
47.68,0
47.8,0
53.58,0
45.84,0
44.15,0
49.79,0
55.56,0
51.18,0
47.51,0
48.37,0
46.59,0
50.69,0
52.58,0
47.02,0
47.24,0
47.79,0
42.8,0
47.62,0
46.88,0
49.95,0
46.42,0
46.27,0
54.44,0
54.19,0
54.07,0
47.73,0
46.8,0
46.49,0
51.57,0
40.28,0
46.26,0
47.13,0
49.33,0
39.81,0
49.26,0
45.94,0
51.08,0
50.39,0
46.61,0
49.95,0
54.15,0
48.71,0
55.59,0
52.3,0
46.81,0
46.87,0
46.76,0
46.75,0
51.28,0
51.9,0
47.09,0
56.23,0
46.74,0
47.73,0
46.15,0
46.15,0
53.03,0
47.45,0
53.53,0
53.44,0
53.27,0
51.42,0
10.15,0
38.59,0
53.54,0
48.59,0
48.28,0
35.6,0
47.94,0
52.96,0
45.95,0
48.29,0
46.96,0
46.79,0
48.74,0
50.27,0
50.85,0
48.62,0
54.38,0
48.86,0
53.59,0
51.47,0
49.47,0
38.95,0
48.02,0
46.88,0
50.75,0
48.13,0
46.2,0
47.99,0
47.0,0
37.71,0
46.88,0
47.08,0
61.21,0
46.48,0
46.57,0
50.03,0
48.68,0
46.61,0
55.81,0
48.97,0
52.51,0
53.52,0
48.98,0
46.75,0
46.99,0
51.82,0
52.91,0
48.43,0
45.88,0
56.48,0
39.97,0
49.6,0
50.66,0
48.61,0
62.87,0
49.27,0
48.67,0
52.66,0
47.37,0
46.69,0
46.08,0
41.59,0
47.01,0
49.34,0
41.04,0
43.43,0
48.29,0
47.16,0
49.65,0
42.42,0
46.88,0
35.74,0
50.73,0
47.29,0
48.03,0
48.02,0
39.55,0
39.26,0
46.58,0
39.09,0
46.66,0
53.27,0
49.38,0
60.83,0
53.54,0
49.1,0
47.32,0
40.31,0
54.13,0
57.67,0
53.76,0
44.83,0
48.97,0
48.1,0
53.99,0
48.16,0
46.84,0
53.87,0
46.62,0
46.85,0
53.0,0
48.02,0
52.7,0
49.94,0
45.52,0
52.3,0
53.69,0
53.36,0
50.9,0
43.25,0
48.79,0
46.84,0
50.6,0
38.67,0
49.19,0
49.89,0
55.57,0
47.76,0
49.23,0
46.23,0
49.12,0
47.73,0
47.94,0
48.44,0
46.51,0
46.38,0
