Diameter_μm,occupancy
40.49,0
40.41,0
30.36,0
48.15,0
44.38,0
33.98,0
40.48,0
46.5,0
31.26,0
40.34,0
46.04,0
46.28,0
44.01,0
41.33,0
37.89,0
51.29,0
47.32,0
41.38,0
48.67,0
46.69,0
42.97,0
43.47,0
41.36,0
44.54,0
43.79,0
43.18,0
36.75,0
46.54,0
35.57,0
40.71,0
42.36,0
46.44,0
45.27,0
54.5,0
44.68,0
52.15,0
46.02,0
46.28,0
45.11,0
43.09,0
46.42,0
53.19,0
52.86,0
41.16,0
45.39,0
45.82,0
41.5,0
48.14,0
50.31,0
52.32,0
56.98,0
46.37,0
52.33,0
51.41,0
20.55,0
15.3,0
14.22,0
35.57,0
27.77,0
42.95,0
43.98,0
46.23,0
42.52,0
43.77,0
45.68,0
40.38,0
46.43,0
51.72,0
45.36,0
54.5,0
45.99,0
43.49,0
46.39,0
47.19,0
44.3,0
51.51,0
52.99,0
45.77,0
50.07,0
42.28,0
54.86,0
47.79,0
44.62,0
47.7,0
43.64,0
66.64,0
51.74,0
52.71,0
47.94,0
40.0,0
43.46,0
41.45,0
46.26,0
47.7,0
42.96,0
38.15,0
43.69,0
46.67,0
46.46,0
46.74,0
44.03,0
46.15,0
45.25,0
42.33,0
45.53,0
41.81,0
59.2,0
49.05,0
43.51,0
46.48,0
43.42,0
43.88,0
47.79,0
45.94,0
43.06,0
43.56,0
44.26,0
45.95,0
40.48,0
43.08,0
46.43,0
47.34,0
46.67,0
47.0,0
17.5,0
46.11,0
46.79,0
50.27,0
45.11,0
58.89,0
40.38,0
48.37,0
46.78,0
47.43,0
43.85,0
47.35,0
49.95,0
47.14,0
44.28,0
48.24,0
15.86,0
15.78,0
22.23,0
29.11,0
44.89,0
46.9,0
31.44,0
38.95,0
32.58,0
47.04,0
40.36,0
52.53,0
42.49,0
54.69,0
11.1,0
8.48,0
9.78,0
11.17,0
12.86,0
13.5,0
35.48,0
38.59,0
40.3,0
35.0,0
34.41,0
48.09,0
41.84,0
39.78,0
43.98,0
42.36,0
46.46,0
46.2,0
39.95,0
44.85,0
43.53,0
42.95,0
45.4,0
46.88,0
45.1,0
42.51,0
44.9,0
46.41,0
45.51,0
47.04,0
45.33,0
38.26,0
45.38,0
47.56,0
43.99,0
42.69,0
47.95,0
44.76,0
46.57,0
45.09,0
41.32,0
43.58,0
44.21,0
47.14,0
47.03,0
43.0,0
43.76,0
56.05,0
47.24,0
44.56,0
37.24,0
55.46,0
44.36,0
46.68,0
47.06,0
43.6,0
43.96,0
45.38,0
44.91,0
37.44,0
34.53,0
43.94,0
35.79,0
43.09,0
37.06,0
43.88,0
36.5,0
40.49,0
47.01,0
34.21,0
37.99,0
31.69,0
52.01,0
44.27,0
40.16,0
40.83,0
46.49,0
42.04,0
46.5,0
45.34,0
41.32,0
36.53,0
39.81,0
47.26,0
44.41,0
45.21,0
46.66,0
45.37,0
39.6,0
44.89,0
45.45,0
46.44,0
44.4,0
45.7,0
52.52,0
44.73,0
45.04,0
53.8,0
37.43,0
44.84,0
46.53,0
47.1,0
44.29,0
44.58,0
37.46,0
43.21,0
56.88,0
41.48,0
44.8,0
49.38,0
44.35,0
49.37,0
55.71,0
47.09,0
53.24,0
41.11,0
46.74,0
46.15,0
45.8,0
47.44,0
46.25,0
47.21,0
42.03,0
41.44,0
45.31,0
41.16,0
42.34,0
45.42,0
47.38,0
46.33,0
46.15,0
44.92,0
46.71,0
51.39,0
43.05,0
