Diameter_μm,occupancy
47.25,0
45.53,0
44.08,0
46.59,0
51.65,0
44.89,0
43.54,0
42.15,0
49.47,0
46.39,0
41.56,0
43.76,0
49.32,0
42.47,0
42.98,0
42.97,0
45.73,0
51.26,0
43.31,0
15.78,0
44.35,0
43.34,0
46.03,0
40.99,0
45.29,0
46.03,0
47.76,0
61.14,0
47.08,0
52.49,0
46.4,0
46.08,0
45.58,0
53.33,0
47.2,0
52.38,0
50.1,0
46.63,0
46.51,0
42.32,0
45.88,0
54.09,0
45.64,0
50.44,0
51.01,0
40.24,0
45.37,0
44.82,0
44.54,0
18.7,0
45.52,0
53.46,0
40.86,0
47.99,0
45.26,0
43.65,0
46.03,0
59.5,0
49.17,0
45.62,0
46.08,0
46.85,0
52.11,0
49.38,0
42.37,0
46.9,0
42.12,0
29.95,0
29.65,0
44.85,0
51.88,0
45.98,0
43.96,0
39.26,0
46.78,0
42.54,0
44.8,0
51.69,0
31.19,0
39.83,0
34.75,0
43.07,0
28.84,0
46.27,0
44.83,0
45.72,0
36.08,0
42.49,0
52.96,0
42.63,0
44.33,0
45.83,0
41.48,0
41.1,0
46.5,0
30.55,0
42.63,0
45.28,0
45.82,0
36.88,0
46.42,0
41.49,0
31.49,0
48.08,0
31.66,0
34.26,0
44.56,0
42.53,0
42.45,0
40.14,0
44.12,0
39.85,0
56.62,0
52.3,0
56.1,0
43.83,0
50.98,0
45.3,0
46.06,0
53.95,0
44.4,0
46.07,0
46.81,0
46.7,0
46.89,0
44.89,0
42.93,0
46.47,0
17.42,0
14.55,0
17.13,0
45.33,0
40.9,0
45.69,0
41.99,0
46.16,0
17.56,0
42.94,1
35.59,1
47.98,1
49.98,1
47.34,1
46.19,1
57.19,1
46.19,1
47.4,1
44.47,1
45.05,1
52.73,1
36.93,1
44.05,1
42.58,1
41.39,1
53.15,1
41.96,1
55.98,1
21.83,1
39.25,1
48.71,1
46.57,1
40.85,1
41.57,1
52.42,1
46.17,1
46.62,1
43.77,1
27.79,1
47.36,1
47.64,1
51.89,1
44.56,1
46.56,1
124.96,1
49.23,1
36.48,1
52.09,1
45.42,1
50.29,1
50.41,1
45.57,1
54.64,1
51.38,1
43.26,1
44.2,1
42.65,1
48.13,1
45.39,1
47.35,1
43.4,1
48.81,1
48.08,1
47.22,1
46.97,1
45.69,1
52.13,1
46.57,1
47.22,1
47.36,1
40.25,1
45.2,1
48.08,1
42.54,1
46.9,1
44.11,1
43.08,1
93.33,1
37.61,1
48.45,1
47.51,1
41.39,1
49.98,1
47.13,1
49.26,1
44.32,1
46.02,1
45.79,1
47.52,1
54.75,1
45.88,1
53.37,1
45.5,1
40.56,1
46.05,1
47.62,1
46.84,1
44.83,1
48.37,1
53.91,1
41.35,1
47.01,1
41.46,1
44.22,1
71.73,1
46.66,1
46.94,1
47.78,1
47.83,1
45.89,1
45.55,1
46.27,1
41.09,1
46.75,1
41.44,1
52.24,1
40.21,1
45.42,1
40.91,1
48.84,1
40.35,1
45.43,1
57.84,1
48.81,1
46.55,1
51.83,1
56.18,1
49.45,1
42.26,1
46.03,1
45.95,1
48.69,1
50.6,1
51.12,1
43.94,1
41.53,1
